Tree,Relation_Handling,N_Folds,Model,Threshold,R2,MAE,MAPE,MSE,RMSE
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,1,0.91174268,10.42946894,0.02317775,296.4561416,16.56618617
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lgbm,1,0.906500945,9.646964835,0.021367259,317.931834,16.76599489
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,et,1,0.906129039,8.844843625,0.019543446,317.1896647,17.00197194
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,HubR,1,0.899557153,11.25293205,0.025116908,333.6908049,17.6287638
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Adaboost,1,0.898290097,12.58924555,0.027271907,338.5737335,18.09737834
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,1,0.890996458,10.45555972,0.022891903,371.2242382,18.16980647
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,1,0.881412225,10.40394164,0.023380999,402.5518025,19.02560919
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,1,0.841145859,10.49119124,0.023419553,542.3634644,21.75265975
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Lasso,1,0.821197212,16.38665001,0.036624228,599.1396092,23.70620843
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,LassoLars,1,0.821183819,16.38705565,0.036624789,599.192999,23.70685333
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,dt,1,0.803578518,11.96096023,0.026326864,659.5763857,24.6550699
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lr,1,-83.88571349,182.5259677,0.393359972,272590.7041,277.6606138
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,3,0.921418901,10.85429532,0.024258373,259.1645062,15.73069136
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,HubR,3,0.916014698,11.59001834,0.025673928,278.123972,16.34943198
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,et,3,0.88720817,10.08975943,0.022368302,360.1345397,17.58853986
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Adaboost,3,0.883946246,13.64960538,0.02972556,377.0155152,18.95082711
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lgbm,3,0.877165941,11.18827438,0.024982473,396.5309867,18.48903804
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,3,0.872902454,11.108433,0.02476689,408.951823,18.74013315
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,3,0.856862,11.36197383,0.025311347,466.7199837,19.69815988
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,3,0.82261867,11.58268845,0.026166535,571.8138009,21.88244711
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Lasso,3,0.814761544,16.95989259,0.037818711,601.6600399,23.98275219
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,LassoLars,3,0.814757814,16.95992196,0.037818804,601.673578,23.98309965
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,dt,3,0.673894414,15.20567014,0.033266563,1061.258573,30.54967018
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lr,3,-1.26088E+14,269671045.5,605308.5963,4.12E+17,384191269.9
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,5,0.896416491,12.83590053,0.028728714,353.4993251,18.1685134
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,HubR,5,0.884305033,13.80430768,0.030732828,391.0174423,19.2252837
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Adaboost,5,0.874341074,14.92027772,0.032869293,431.1592859,20.41154803
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,et,5,0.870998557,11.71514971,0.026217768,437.1843521,19.44251629
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,5,0.86146284,12.93734364,0.029051207,473.3977634,20.61745297
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,5,0.845465507,12.74226745,0.028315085,524.5394204,21.33596869
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lgbm,5,0.845188398,13.19803019,0.029443644,534.3286019,21.64514198
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,5,0.808761218,13.4294021,0.030036686,649.9289089,23.71286517
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Lasso,5,0.806362806,18.63368707,0.041515379,656.3722203,25.30386048
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,LassoLars,5,0.806357803,18.63414188,0.041516483,656.3914686,25.30441305
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,dt,5,0.717726915,16.80221926,0.036429237,959.311145,29.39601032
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lr,5,-6.3668E+14,580335548.7,1290053.643,2.13E+18,799978317.1
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,7,0.883589748,13.49957709,0.030509728,400.7815694,19.32483173
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,et,7,0.878294482,12.341587,0.028150292,423.5656727,19.60586908
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,HubR,7,0.861956645,14.8779261,0.033522493,476.9219028,21.56210311
