Tree,Relation_Handling,N_Folds,Model,Threshold,R2,MAE,MAPE,MSE,RMSE
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,1,0.9005215776711927,9.899338755540924,0.021877176967421856,331.56726232930674,17.493989133142584
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,1,0.8807207249086597,10.624753195906262,0.02367559874657007,404.4989800260788,19.010928790139396
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,1,0.8702671506596014,10.921092049552637,0.02390462086836499,438.8366065092283,19.808476022871453
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,3,0.8636570304249954,11.413336430160982,0.02529858603364999,435.08037307808826,19.698160514213743
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,3,0.8621281160812201,11.645072835700885,0.02591178703895449,440.6779145772477,19.894011146964527
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,3,0.8204546610736848,12.727793125966489,0.028316743695428116,575.299548333851,23.19845968833652
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,5,0.860700120997986,13.070820714296582,0.02930629615800019,476.1423510571634,20.983812353191883
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,5,0.8583051381884539,13.438994677214955,0.029931712102893963,481.8485339594401,21.358294911999618
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,5,0.8452214148298838,13.74015640650909,0.030687362949520014,524.9552691129556,21.78973704802914
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,7,0.8583649643596617,13.639926398147086,0.030967720129726307,502.59522743517107,22.165432514161488
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,7,0.8307730991414249,14.494201291254956,0.03302654104360499,597.5653905031809,23.907581742226306
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,7,0.8248211947196518,14.258052779336845,0.032575152301525315,619.4493128743113,24.750404070351117
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,9,0.802828247270208,15.524686418755431,0.035142194154814316,694.1492629335179,25.913787481807184
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,9,0.7993174844718882,16.529883815781496,0.0373888414631609,712.3155622825741,26.45130988497943
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,9,0.7859720974188813,15.592794185263964,0.035283352779196774,764.6293640751471,27.395035637793672
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,11,0.811832244056815,17.131122183601583,0.03838225583112856,699.6671673407643,26.0878086430131
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,11,0.7981297150542778,17.704439128158665,0.04007553873753706,741.0534495925491,26.694874064518366
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,11,0.7818665822613042,16.871281451385904,0.038066586769639615,810.5073376082936,28.13759000952579
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,13,0.8044652422642489,17.66844703842941,0.039702735112580975,737.8177627482999,26.551651976938246
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,13,0.8020472851806106,17.64976388421414,0.03948590868791527,693.5702652077955,26.076062295648
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,13,0.7598214038704623,18.69234918720242,0.041862930053608985,870.614836996558,29.059938047324703
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,15,0.8084831570768737,17.101167041352017,0.03846484215960152,711.3363984364458,25.230494077792677
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,15,0.8040301837535477,17.37250111085509,0.038797612119855246,713.0020499269074,26.126065879613925
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,15,0.7813816238104618,18.29215805953012,0.041739415595189275,798.0726508390906,26.950184742403458
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,17,0.7809797472409054,19.218411051356544,0.04267145766537614,799.1173193607154,27.78765056006056
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,17,0.7430615464406504,20.41011700069275,0.04596243527088721,969.8818065149904,30.194784131598794
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,17,0.7225021649371112,21.51632885497319,0.047889105118071915,997.5860440026921,31.172004714153452
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,19,0.8172447806530844,17.33084258291315,0.03859341437371381,699.790651880328,26.322679753907853
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,19,0.8042658810403147,18.74558660012099,0.04209595418323495,752.0803187211743,27.318274932420497
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,19,0.7905029259273826,18.069641431881497,0.04021548130217971,797.7811049057092,28.190056735381283
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,21,0.7611820257115715,20.089654195918108,0.04430419742328063,839.027254470242,28.471631017825178
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,21,0.74980143797636,19.05496761190174,0.04219802039789868,914.684239350606,29.989362094128303
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,21,0.7460872724521891,20.86950683670863,0.04719152254987349,948.3905477721567,30.591770104688983
