feature,p_value,score,lgbm,rf,BayesianRidge,gbc,xgb,mean
p1_GAP,0.5762178851923954,0.3126956096948265,0.0,0.0,0.0,0.0,0.0,0.0
p1_L,7.312356946111902e-23,104.34540323745983,0.0,0.005171502266324186,0.008403561288216848,0.00018308904995581918,0.0,0.002751630520899371
p1_M,1.4652596870502662e-20,92.30709036046026,0.3111111111111111,0.0017674473342268507,0.023163005279095858,0.00011673521952858299,2.294722e-05,0.06723624923293525
p1_Q,0.0001412143413265943,14.654894012401897,0.022222222222222223,0.00026413296765972593,0.024336295766112053,6.317343138681971e-07,2.7897001e-06,0.00936521447809104
p2_GAP,0.5672156660805254,0.3276885233669194,0.0,0.0,0.0,0.0,0.0,0.0
p2_LMDTGPHY,6.334326033482374e-11,44.14140186104717,0.06666666666666667,0.0016413132213799132,0.2043938801943998,7.413956882928835e-05,1.5025353e-05,0.05455820500079421
p2_N,6.673036724101716e-43,217.9519600980353,0.1111111111111111,0.016728862116634872,0.05463454238314882,0.004582863156899844,4.2248612e-05,0.03741992547593139
p2_Q,0.1557015125841083,2.020035104594025,0.0,0.0,0.0,0.0,0.0,0.0
p2_S,3.279151621982932e-128,924.6022174768841,0.0,0.10958012496080075,0.01592058034173905,0.023445658895660384,6.827447e-06,0.02979063832906468
p3_G,1.2336021205124214e-90,561.8401475184017,0.0,0.17540725347016337,0.033310218927238115,0.0005095621971544257,4.013686e-06,0.041846209656124414
p3_GAP,4.176971581140246e-125,890.9377900857387,0.044444444444444446,0.09763100443543342,0.05893309624435929,0.0067026970834903575,1.3948499e-05,0.041545038141374516
p3_KRPSQ,0.10891246066706385,2.576801997676098,0.0,0.0,0.0,0.0,0.0,0.0
p4_E,1.430742420201794e-51,272.26299630903304,0.28888888888888886,0.002048551238794682,0.013633128159640018,0.00014231462603285942,2.326831e-05,0.06094723024477975
p4_G,2.750676198752611e-11,45.88484278923192,0.0,0.003376842720500034,0.1312484227472112,0.0020241273436246683,7.246238e-05,0.02734437103874261
p4_GAP,0.36861285591310233,0.8094289487801067,0.0,0.0,0.0,0.0,0.0,0.0
p4_M,0.010949742911915545,6.509759435190694,0.0,0.0032431834974589358,0.002372667581108686,0.002233180410528706,4.2214037e-06,0.0015706505785676901
p4_R,3.8895001186862235e-22,100.5274733177321,0.0,0.005136439068384099,0.12931990023742157,0.00018171427664532544,5.4565015e-07,0.02692771984652072
p4_S,0.004191624200658742,8.25552617778846,0.0,0.0030477311373421022,0.0038016030858146533,0.00012292618283397364,4.3437452e-05,0.0014031395716790978
p4_T,1.5103751806536077e-45,234.17870828263142,0.1111111111111111,0.016728862116634872,0.05463454238314882,0.004582863156899844,4.2248612e-05,0.03741992547593139
p5_E,1.0229527499486943e-05,19.769053442409216,0.0,0.007749020016006009,0.003642621039517477,4.545386912419375e-05,4.326926e-06,0.0022882843701387172
p5_GAP,0.9399702843309203,0.005675440209655667,0.0,0.0,0.0,0.0,0.0,0.0
p5_H,5.975946515888303e-11,44.26294950969424,0.1111111111111111,0.0005492217527555491,0.016754060977705994,0.00013224032603724605,4.99197e-07,0.025709426672916334
