,R2,MAE,MSE,RMSE,MAPE
gbc,0.8652263502689184,3.1580787218619624,25.641247650240626,4.829706600783888,0.00637036258396
xgb,0.8429076627918588,3.180718020000155,29.24822194045696,5.168741630351196,0.006422782631355611
rf,0.8386647295468738,3.2079499735982866,30.300009079862456,5.143691803602211,0.006483926928440263
et,0.8160998105267406,3.4402685270720452,34.201945966557716,5.535402489784753,0.006946580038379424
lgbm,0.8057075313553458,3.6474125909788206,36.77737269238646,5.719037708481511,0.007362168255712398
dt,0.804841648792177,3.727449778435073,37.457210738858045,5.799881452312992,0.007526077805125209
HubR,0.7752710272746114,4.0766304949922585,44.09533301816986,6.296940592423078,0.008224543262741475
Adaboost,0.7174530563383283,5.307305846490887,52.43925329675797,7.1075644315507605,0.01073346294063171
BayesianRidge,0.6739799911972715,5.246139472860362,57.57937908812837,7.247776397965794,0.01059689749587692
Lasso,0.6664512936599524,5.386570394529255,59.96830039890504,7.39859978057371,0.010883121140663516
LassoLars,0.6664417697513855,5.386656103108061,59.970274731376506,7.398635493021534,0.010883297196918554
lr,-5.043763058893095e+18,4593362282.179548,1.1648857411893652e+21,13784977135.754093,9215541.139054017
