Tree,Relation_Handling,N_Folds,Model,Threshold,R2,MAE,MAPE,MSE,RMSE
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,1,0.9595797379651041,7.3088854798997875,0.015394395848067764,132.97017357222379,11.429032561816005
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,3,0.9475426165717584,8.196066331853867,0.01741849922532191,169.81599051224603,12.669746968930895
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,5,0.9362785582247252,9.17820844122601,0.019746826847312438,202.68545295225198,13.594898609787753
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,7,0.9374718340706885,8.915576740604692,0.019163224696960857,191.4193513112296,13.321122470476968
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,9,0.9128158720768871,10.356915084043575,0.022084646110553247,255.35533990994605,15.477940248523902
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,11,0.9034123329148807,10.831018069687596,0.023339025252694393,277.966465651346,16.31608843582056
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,13,0.8881409870199668,11.77338032776383,0.025580971962826105,309.70835746810855,17.294936264747047
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,15,0.8617107247648785,12.184585794775739,0.026549750969740594,351.3455976906538,18.382551001854367
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,17,0.8469525346918765,11.870016157210118,0.025685288496666337,340.2938675975687,18.0188524055475
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,19,0.8388961932794989,10.850977754497755,0.02343819549741554,327.0799585893039,17.56863389831138
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,21,0.8399382360955441,10.648532423896174,0.023184506989217018,316.4792146564949,16.945736673856246
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,23,0.8555056741427125,9.978348410059393,0.02194975671189565,288.0944167193032,16.477094431920868
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,25,0.8538962864715479,10.249431234272318,0.022440969868997487,299.6688553236453,15.805067100100569
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,27,0.8511602627124126,10.086209493098217,0.021750980819730363,298.18649499572393,15.788081134920585
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,29,0.8493506812030838,9.962003211897592,0.021765175712606142,309.1047039511026,16.493583229405676
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,31,0.8605489012902604,10.02647736609909,0.02199552054743064,303.7382422937219,16.139452667547392
wt_mnm_aligned_VPOD_1.2_het.fasta.treefile,leave_out,5,gbr,33,0.8472637961071623,9.549076073257037,0.021512790737636046,255.50815308517863,14.89663499646279
