feature,p_value,score,gbr,rf,xgb,BayesianRidge,mean
p1_H2,4.614967505211662e-11,46.51311518416226,0.0,0.00011690341823254678,1.5497849e-06,0.09939178055849507,0.024877558440402788
p1_P2,1.6026486712717586e-06,23.91605559540232,0.0,5.149132869610631e-05,6.3293254e-07,0.10322751303142762,0.02581990932316597
p1_V,2.18231129690938e-06,23.277645136939924,0.0,5.149132869610631e-05,6.3293254e-07,0.10322751303142762,0.02581990932316597
p1_MASS,6.824626687884839e-06,20.93589192807315,0.0,0.0003819164674273602,3.928594e-06,0.10645417380813842,0.0267100047174406
p2_H2,0.000585042748700534,12.06553256287224,3.99420554549845e-06,0.04482413850061672,2.9171335e-06,0.3946705463114904,0.10987539903779883
p2_P2,0.43654139504042777,0.6068925233577586,0.0,0.0,0.0,0.0,0.0
p2_V,0.8885953558152615,0.01965449673483927,0.0,0.0,0.0,0.0,0.0
p2_MASS,0.7456679710837881,0.1053908750552894,0.0,0.0,0.0,0.0,0.0
p3_H2,8.044161771312087e-18,83.42187488375563,4.919818357362311e-06,3.555932075591532e-05,2.866516e-06,0.35214313473859055,0.08804662009844341
p3_P2,1.2051496779074242e-07,29.335765125715653,7.586635007761015e-08,0.00019424358214723865,0.0006486318,0.09594275702351772,0.02419642706112678
p3_V,2.892503878862543e-05,18.00755423772262,7.586635007761015e-08,0.00019424358214723865,0.0006486318,0.09594275702351772,0.02419642706112678
p3_MASS,0.01721515845078936,5.734499745136801,0.0,0.00014389466662315963,0.0,0.2741954196989289,0.06858482859138802
p4_H2,1.1436612734640434e-13,60.284377569165585,6.775680760290836e-05,0.012295753373198173,3.6824167e-05,0.0667210603116609,0.019780348664911046
p4_P2,3.6368449716278736e-19,91.23341186913949,0.0,2.3986782012454846e-06,6.9257553e-06,0.16694591226193062,0.04173880917386172
p4_V,5.0769421987838493e-26,133.58879157731909,0.0003454718804527138,3.10969292125049e-05,6.9124553e-07,0.013274212372290803,0.003412868106871987
p4_MASS,1.381069043393245e-38,223.2692467944423,0.0,1.8181384707017441e-06,2.7044431e-09,0.007254714338385525,0.0018141337953248352
p5_H2,1.2409925594382258e-14,65.5270867312407,0.0,6.014347028404925e-06,4.885698e-09,0.016380357900333344,0.004096594283264954
p5_P2,1.237426626167501e-38,223.64208237155876,0.0,7.217390200862827e-05,3.3591735e-07,0.12337118333853801,0.030860923289473922
p5_V,5.348342671403435e-33,181.3405646809611,0.0,1.4854002207246357e-05,9.14995e-06,0.016396477353123332,0.004105120326237473
p5_MASS,4.288826003233592e-38,219.43749634103733,0.0,9.196925845916032e-05,0.0,0.07142866301164685,0.017880158067526502
