feature,p_value,score,lgbm,gbc,BayesianRidge,rf,xgb,mean
p1_GAP,0.5796670267157578,0.3070972974043683,0.0,0.0,0.0,0.0,0.0,0.0
p1_L,3.7461445306269457e-22,101.20429754735606,0.0,3.353010977772179e-05,0.01733180141918389,0.0005109204882542879,0.0,0.00357525040344318
p1_M,3.8237882865807646e-20,90.62746812433089,0.13725490196078433,0.00030967495588215914,0.03868781291632392,0.0014830816310330629,3.2186565e-06,0.03554773802410514
p1_Q,0.00027459084970236984,13.38966007908164,0.0784313725490196,0.0,0.021798408202892496,0.000196576740585336,1.2371892e-06,0.02008551893633291
p2_GAP,0.7506988082853462,0.1010345826413945,0.0,0.0,0.0,0.0,0.0,0.0
p2_LMTDGPHY,3.6309891340275476e-08,31.118528559105595,0.3333333333333333,0.0011114696968723232,0.22561441984632438,0.002311363636982284,9.224428e-06,0.11247596218833053
p2_N,4.0703073673988756e-39,197.37995126524214,0.0,1.5363371546551223e-06,0.03731680736078993,0.0038180713287955057,5.373703e-06,0.008228357745960257
p2_Q,0.16509063907913116,1.9315311894546354,0.0,0.0,0.0,0.0,0.0,0.0
p2_S,5.163987997188183e-124,914.0879388419759,0.0,0.04993182876868984,0.03839292504874193,0.4975236817918045,2.0312339e-07,0.11716972774652563
p3_G,1.8903229402150124e-83,515.2144466807142,0.0,0.1269902264562629,0.012082056027649878,0.12595017002850603,4.4172725e-06,0.05300537395698799
p3_GAP,1.8532915300359895e-113,798.436022628535,0.0196078431372549,2.637211597284833e-05,0.06528579406231683,0.12843502723315753,1.8330893e-05,0.04267467348834024
p3_KRPSQ,0.1708464964340775,1.8798638163481338,0.0,0.0,0.0,0.0,0.0,0.0
p4_E,4.569656056181638e-45,234.15548575762057,0.29411764705882354,7.220883729682329e-05,0.015197553400699655,0.003009692782409317,3.623293e-05,0.06248666700187435
p4_G,3.6394222770307503e-11,45.42322948787896,0.0,0.0009897240345175622,0.07807326359758533,0.006982519730259412,2.921895e-05,0.017214945262604083
p4_GAP,0.3322844781090225,0.9414488821751885,0.0,0.0,0.0,0.0,0.0,0.0
p4_M,0.00910369979865489,6.845435468685922,0.0,0.0063098785682879355,0.014087082749977036,0.0021154340046578694,9.970268e-06,0.004504473118257684
p4_R,5.075332752118924e-21,95.22432813769454,0.0196078431372549,0.0033192456100608245,0.11545001974565178,0.01530517637032547,0.00041407318,0.03081927160790186
