,R2,MAE,MSE,RMSE,MAPE
et,0.80554801717829,18.25671287878788,812.9910915013004,27.47799702576699,0.039693547933975684
rf,0.8048156149210524,18.697338698752226,824.0467019605328,27.74895963043671,0.040319277819576727
lgbm,0.797023069085678,19.84597391611708,850.3624615433688,28.34767414082442,0.042861192541544794
gbr,0.7934399617691021,19.593241390579298,862.4551644167025,28.469951301943343,0.042252508802443814
Adaboost,0.7454830540878084,25.637617972607682,1052.7989482175103,32.01291417787239,0.05684958264956563
xgb,0.7336010575294495,21.258644393621704,1078.8875719227353,31.731388698132196,0.04592154633136385
BayesianRidge,0.7186861515045166,26.33162820712003,1187.2026381814053,33.96076329166699,0.0575994681240067
lr,0.7186101257801056,26.32315894816734,1186.9206967623024,33.95494036052075,0.05754827066475743
HubR,0.7175364302209915,25.464095859543242,1190.0440235840083,33.91689718353274,0.05459173046907365
LassoLars,0.7051218211650848,27.151281026966,1258.7372216739757,35.041755833433804,0.060312337566994834
Lasso,0.7051217794418335,27.151281026966007,1258.7373150579883,35.041757183180245,0.060312338315421266
dt,0.6763239382450383,22.197515151515155,1310.9650519786096,35.14388282946608,0.04747487731316107
