feature,p_value,score,BayesianRidge,gbc,lgbm,xgb,rf,mean
p1_GAP,0.20139783866654346,1.6364124419377029,0.0,0.0,0.0,0.0,0.0,0.0
p1_L,1.0265461805528416e-11,48.48210215519337,0.03035356764918174,0.0006435843100219395,0.0,0.00022631348,0.0002192190950471098,0.006288536907071629
p1_M,3.845822308866039e-05,17.246625386083192,0.05946198842824057,0.0006451772885986831,0.0,3.0284364e-05,0.0030355762228744406,0.012634605260677657
p1_PDHVKER,0.05572156734633856,3.677076028688532,0.049130377418686866,0.0003877668554745245,0.02127659574468085,6.6581897e-06,0.0059239669377337085,0.015345073029256084
p1_Q,0.006787811695377659,7.3882269988798,0.01999493423505629,5.634485547975598e-06,0.0,5.6496474e-06,0.00035742477965683547,0.004072728629530558
p2_GAP,0.6738825185864052,0.17729780460996478,0.0,0.0,0.0,0.0,0.0,0.0
p2_LQTDMHEPF,3.0305830977298023e-10,41.272472489852355,0.18692610423232375,0.08442999459130984,0.0425531914893617,0.0004725542,0.04602812949902084,0.0720819948042851
p2_N,8.067462126657882e-19,84.90639208962342,0.024476597873389093,0.005814596235202166,0.0,0.0012944854,0.043624223457080814,0.015041980595083233
p2_S,1.624455325530766e-53,302.02580063632274,0.08967040140136695,0.004028015265723395,0.0425531914893617,3.3194333e-06,0.08807002455435411,0.04486499042881924
p3_G,9.516474423899143e-29,140.14773154408604,0.0520469946185857,0.000880581893674967,0.06382978723404255,0.00014041172,0.002601334545246174,0.02389982200252524
p3_GAP,9.946671427490254e-61,356.4189920842296,0.05836462192865337,7.330201785099703e-09,0.0,6.4017067e-06,0.4458201494533145,0.10083823608378224
p3_M,1.358221121925917e-10,42.971206485546055,0.08505342413047537,7.91162134916138e-05,0.0,0.0,0.07252662022201978,0.03153183211319736
p3_TKYIVPRLSEN,0.23123576883711175,1.4366557021386135,0.0,0.0,0.0,0.0,0.0,0.0
p4_E,1.812318483019078e-34,174.35859486406085,0.04679528906023358,0.0030408091425779354,0.02127659574468085,0.00019107584,0.002674012641789702,0.014795556486608191
p4_G,7.05597575290723e-11,44.36224845039219,0.0753688046074148,0.0006669999227520978,0.02127659574468085,6.795829e-05,0.003156151979539519,0.020107302108502964
p4_GAP,0.20906468648943574,1.5818712796330752,0.0,0.0,0.0,0.0,0.0,0.0
p4_M,0.0048095440956864525,8.019612191995352,0.02839576801482569,0.0,0.0,1.0190709e-06,0.0012035497469889984,0.005920067366533101
p4_R,1.996321162052988e-13,57.01794914673509,0.04098840593423862,0.0,0.0,1.5016293e-06,0.012742536144759382,0.010746488741659427
p4_SAQPN,0.7436427678674946,0.10706640594099488,0.0,0.0,0.0,0.0,0.0,0.0
p4_T,2.0964428424400688e-20,93.38488061040447,0.024476597873389093,0.005814596235202166,0.0,0.0012944854,0.043624223457080814,0.015041980595083233
p5_E,4.633272958267138e-05,16.88103594988256,0.024462988185768326,0.0002416624685090846,0.02127659574468085,5.5028218e-06,0.012653251333268466,0.0117280001107954
p5_GAP,0.12577615895286956,2.3515500606521518,0.0,0.0,0.0,0.0,0.0,0.0
p5_H,1.6223991757850738e-07,28.214320017734227,0.029505780984515197,2.8483273926447197e-05,0.0,2.7340944e-05,0.0003589527706048768,0.005984111594637976
p5_K,0.04681152884940814,3.971331352862689,0.004201241893934906,0.0,0.0,0.0002499828,0.0013525724933650637,0.0011607594397621064
p5_Q,0.0008480074763609125,11.266119563347697,0.09144575370963992,0.0006606644395518016,0.0,5.706966e-06,0.003843272493980301,0.01919107952183871
p5_R,0.10027581200369806,2.7109409802632265,0.0,0.0,0.0,0.0,0.0,0.0
p5_S,9.167222334997722e-12,48.72509108130042,0.08505342413047537,7.91162134916138e-05,0.0,0.0,0.07252662022201978,0.03153183211319736
p6_G,1.6834732926613207e-20,93.89853993589695,0.024476597873389093,0.005814596235202166,0.0,0.0012944854,0.043624223457080814,0.015041980595083233
p6_GAP,7.866216674076496e-74,464.7520840576814,0.11290236389223561,0.00017486491485647955,0.0851063829787234,3.322387e-05,0.010547995124610476,0.04175296615619711
p6_HRFEMNKS,0.029834478038392925,4.745266296321333,0.02971876361034133,0.0045199765798971375,0.0425531914893617,6.64731e-07,0.00684587317358421,0.01672769391683208
p6_P,0.03924351064938816,4.272170063284379,0.03332305995251124,0.00011250939876388277,0.02127659574468085,0.0,0.0017996180990749238,0.011302356639006179
p6_Q,6.93536222380274e-12,49.32478676821077,0.03035356764918174,0.0006435843100219395,0.0,0.00022631348,0.0002192190950471098,0.006288536907071629
p7_D,2.3269877553998628e-12,51.67954699823295,0.02624337364208893,0.0017412799411890005,0.0,7.743049e-06,0.003320937875336995,0.006262666901448418
p7_E,4.765821624942625e-43,229.1441960284947,0.04134560453334052,0.0021001110425770994,0.0851063829787234,1.5494019e-06,0.11259307872796175,0.04822934533689507
p7_GAP,0.7394093288602479,0.1107665601441827,0.0,0.0,0.0,0.0,0.0,0.0
p7_I,0.03324668751528048,4.557621954534602,0.023701832427885667,6.6895283153452426e-06,0.0,2.9267098e-06,0.00028125759667538367,0.0047985412525432414
p7_K,0.007982439012782287,7.092959639313444,0.0018040975655959396,0.0,0.0,0.00027079994,0.0008752159695277697,0.0005900226945097781
p7_NLGMTVY,0.0012197018046735458,10.578256218636445,0.00875302198267419,0.0008202777324730974,0.0,9.883397e-05,0.0018671328268221703,0.002307853301805582
p7_P,1.0858592459691758e-21,100.35563184660805,0.009125581326005584,0.00025636980910813693,0.0,8.223037e-06,0.0031979746064201625,0.0025176297557436785
p7_Q,0.0163891658771548,5.798848787172705,0.023355936700532844,4.4034644981913897e-07,0.0,3.4554503e-06,0.00029117433395131365,0.004730201366240601
p7_S,4.166802674441273e-08,31.00179831747171,0.009052827362778923,0.0,0.0425531914893617,1.9548613e-06,0.0014091330194880983,0.010603421346589375
p8_E,1.3182648328707019e-17,78.5038496213972,0.036442676551041615,0.0003950847786769005,0.0,0.000109974564,0.010631391182434538,0.009515825415252876
p8_FWAHMT,0.3206762936400801,0.988101811015968,0.0,0.0,0.0,0.0,0.0,0.0
p8_G,2.530655824200797e-12,51.49820930825286,0.05383345307285528,0.0024950528626305497,0.0,2.1600663e-06,0.011424540794899794,0.013551041359334649
p8_GAP,0.7394093288602479,0.1107665601441827,0.0,0.0,0.0,0.0,0.0,0.0
p8_N,3.080510595326112e-12,51.073542869929,0.0021051835828090715,0.0011853968298469705,0.0,4.491354e-06,0.0005223970781455728,0.0007634937689698802
p8_S,6.344188139414171e-18,80.172772208607,0.07739821312233493,0.013899507513684467,0.0,6.593238e-07,0.01649858982089127,0.021559393956142665
p8_Y,0.003642669622594619,8.532437094405179,0.022654779165880237,0.00022336959152101537,0.0,1.618552e-05,0.0002781359855156153,0.004634494052684945
p9_F,3.760352916828694e-16,70.92311214288472,0.04139456298746168,0.0,0.0,0.0003797781,0.0010214856847478903,0.00855916535354612
p9_GAP,0.7394093288602479,0.1107665601441827,0.0,0.0,0.0,0.0,0.0,0.0
p9_I,1.0265461805528416e-11,48.48210215519337,0.03035356764918174,0.0006435843100219395,0.0,0.00022631348,0.0002192190950471098,0.006288536907071629
p9_LTVMPYQS,0.0546487775160149,3.7097512574778966,0.0148432556231062,1.0768812275264063e-05,0.0,6.183098e-08,0.0007917137384424367,0.0031291600009610244
p10_GAP,8.211164082017649e-05,15.761901992203306,0.09468159398263973,0.0008972734957751,0.0,1.0627558e-05,0.003417202286166645,0.019801339464589805
p10_HWLATVG,0.09264369672063176,2.8384264451317693,0.0,0.0,0.0,0.0,0.0,0.0
p10_Y,1.4811441666490474e-11,47.695684118587494,0.03527663461658447,0.0,0.0425531914893617,7.452679e-05,0.0013940325508252362,0.01585967708932048
p11_I,0.2687709269653609,1.2256684821126038,0.0,0.0,0.0,0.0,0.0,0.0
