feature,lgbm,BayesianRidge,rf,gbc,xgb,mean
1,0.10714285714285714,0.04504924826062029,0.0008072434652247158,0.00014222602299887493,6.507593752758112e-06,0.030629616497090756
2,0.07142857142857142,0.10483108440296726,0.011243486476749292,0.001817687225728061,2.2337077098200098e-05,0.03786863332222285
3,0.0,0.08117328324311897,0.5041908411810689,0.00038147683288165335,1.6331945516867563e-05,0.1171523866405173
4,0.10119047619047619,0.08457858114948485,0.012928981865136888,0.0017151354718665448,0.0002711924898903817,0.040136873433370975
5,0.0071428571428571435,0.07869830782637939,0.009042057524444671,0.0022871152357806647,1.4729971553606447e-05,0.019437013540203097
6,0.023809523809523808,0.07962640393383823,0.011914896532998804,9.308450240070447e-05,2.6113383455594885e-07,0.02308883398251922
7,0.05803571428571429,0.03603202957725871,0.005578614861596273,0.00011407475063673767,4.694268500315957e-05,0.019961475232041836
8,0.05357142857142857,0.09285566319160954,0.05587562955068475,0.00021720754477302354,7.791833922965452e-05,0.040519569439545114
9,0.21428571428571427,0.09795348636272469,0.0011484517238312122,0.00013090747291079582,2.499516767784371e-06,0.06270421187238975
10,0.0,0.08010265232745128,0.020074670832394007,0.00017490919344198834,7.533375537605025e-06,0.020071953145764976
11,0.08035714285714286,0.11464354063350603,0.2439383370454282,0.06384903035650591,0.11399175971746445,0.1233559621220095
12,0.0,0.03551296167479815,0.12703886959387864,1.8460664508995717e-05,0.0,0.03251405838663716
13,0.07142857142857142,0.059234530794174386,0.006326875410694066,0.007682738066905933,1.845401493483223e-05,0.028938233943056123
14,0.0,0.07892141941538695,0.09923378784540614,0.01330963525038388,9.170865666874306e-08,0.038292986843966724
15,0.15476190476190474,0.07583489326468082,0.02428769694181929,0.0004539089911234446,0.0002539912529755384,0.051118479042500775
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.05357142857142857,0.06340269680843265,0.021425871287948164,0.0014618191160993075,4.758429349749349e-05,0.027981880015481235
18,0.2857142857142857,0.19207107468821685,0.5736385668931839,0.07840812337901973,0.1179581806063652,0.24955804625621428
19,0.09821428571428571,0.05130065367325727,0.046033482129683445,0.010269888488490628,5.749275806010701e-05,0.04117516055275543
20,0.10714285714285714,0.07412933789967661,0.05028426424286164,3.83156284726153e-05,1.4814009773544967e-05,0.046321917784728314
21,0.0,0.08081167391058312,0.14882136588753317,0.039904432016736095,2.751259842170839e-07,0.05390754938816732
22,0.0,0.07528379068562693,1.0,0.05979486675499226,0.0,0.22701573148812387
23,0.05357142857142857,0.0611888300833811,0.053366067009493,0.0006649325622328192,2.0388724806252867e-06,0.03375865941980322
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.017857142857142856,0.06850910146035084,0.20873744808579214,0.12582579564957502,8.281923510367051e-05,0.0842024614575929
26,0.10714285714285714,0.076200183028934,0.07793217773947428,0.068437670771011,4.439907570485957e-05,0.06595145755159625
27,0.0,0.04362535841921397,0.03825200792776708,0.00847986814081129,0.0,0.01807144689755847
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.09621309053164989,0.148171824390536,2.4473734415541766e-05,0.0,0.048881877731320286
30,0.03571428571428571,0.011605667893776176,8.616934947289842e-05,7.87545350709371e-05,3.395551539142616e-05,0.00950376660159943
31,0.0,0.08081167391058312,0.14882136588753317,0.039904432016736095,2.751259842170839e-07,0.05390754938816732
32,0.05357142857142857,0.039317902761346175,0.010558048193751822,0.0036008136884102854,0.01666722446680069,0.024743083536347507
33,0.07142857142857142,0.0707700445191579,0.010487223568228593,5.906411050831031e-06,2.578372004791163e-05,0.03054350592941133
34,0.08333333333333334,0.047576305640313926,0.001361759201610412,0.00010595601230473736,9.636928552936297e-06,0.02647739822322307
35,0.05357142857142857,0.06194322128255521,0.02995056932399711,0.00013630749922340042,0.00010910131823038682,0.02914212559908693
36,0.03571428571428571,0.03393153683127623,0.031544622893095474,6.274144452348031e-05,2.8112892778153764e-06,0.02025119963449174
37,0.03571428571428571,0.05644609470018829,0.008551613335275902,0.004141439751763858,0.0001302418386330828,0.02099673506802937
38,0.07142857142857142,0.1331917925274659,0.11975203751119931,0.2320295109080145,1.2909666111227125e-05,0.11128296440827248
39,0.0625,0.0835795028532602,0.008531176517969447,0.0117217791318247,0.00020850508008152246,0.033308192716627175
40,0.12142857142857143,0.07568460977892237,0.013634136425529741,0.00037878049619846193,7.811311661498621e-06,0.042226781888176704
41,0.08035714285714286,0.07567119301073165,0.24989217142473136,0.06082832069975719,0.11398591846227646,0.1161469492909279
42,0.13392857142857142,0.043173575083488236,0.00411573672268464,0.0001923859209783854,3.490993913146667e-05,0.03628903581897083
43,0.07857142857142858,0.05889138639578002,0.003065910302328903,0.0009336554059861842,5.9308469644747674e-05,0.028304337829033695
44,0.0,0.08851238222111651,0.14849659513903457,0.01996445287557582,1.3756299210854195e-07,0.0513947135597438
45,0.03571428571428571,0.06019363168092862,0.002667002451070895,0.00019834348611293666,0.0,0.019754652666479633
46,0.14285714285714285,0.09766157424758973,0.29730111883715277,0.0729076556699996,0.15198126435279846,0.15254175119293667
47,0.05357142857142857,0.08391197861946813,0.007429485937649249,0.0010650492677632647,6.738393130945042e-05,0.02920906526552373
48,0.017857142857142856,0.03561703157950243,0.0017466703062110917,0.0,0.0,0.011044168948571275
49,0.08928571428571429,0.10391724543910359,0.007271969290309953,0.00010654692217446294,0.005403722636401653,0.04119703971474079
50,0.15476190476190474,0.057000331748243295,0.008734008423265244,0.003245967337344829,2.094009869324509e-05,0.04475263047389027
51,0.08035714285714286,0.03674327817337428,0.0034143622807636348,0.00032929877739058426,4.7310118134191725e-06,0.024169762620096957
52,0.0,0.09621309053164989,0.148171824390536,2.4473734415541766e-05,0.0,0.048881877731320286
53,0.0625,0.05444509493748342,0.005776366520633822,0.0004955172329829028,2.590501753729768e-05,0.024648576741727487
54,0.03571428571428571,0.16342827282799133,0.05759311876298846,5.6227048373151034e-05,0.0,0.05135838087072773
55,0.0,0.05665333015995576,0.34045517866273545,0.00010817047806607235,7.0235226303339e-05,0.07945738290541213
56,0.0,0.0,0.0,0.0,0.0,0.0
