feature,BayesianRidge,lgbm,xgb,Adaboost,gbc,mean
1,0.1237884229251016,0.06666666666666667,0.00020441408560145646,0.024146302103615482,0.002366329464387102,0.043434427049074464
2,0.048640980109661745,0.0,0.00016083968512248248,6.430215271960241e-06,0.0002358927378180208,0.009808828549574843
3,0.12616663402158207,0.3,0.00036084093153476715,0.00044196699076237033,0.0010764129890439888,0.08560917098658463
4,0.12522801315905385,0.075,9.587112435838208e-05,0.0009820472621731384,0.0033292463601673527,0.040927035581150545
5,0.16385641782796112,0.0,4.3766289309132844e-05,0.0007031665950964221,0.003040310369574241,0.033528732216388184
6,0.08538544525105134,0.06,4.495559187489562e-05,0.0,0.0007476068116436718,0.029235601530913986
7,0.14069351691852827,0.13999999999999999,0.0007750462973490357,0.006937985825468576,0.013261753138035785,0.06033366043587633
8,0.13804611621797092,0.16,0.008253052830696106,0.020168135580679356,0.016920791790804003,0.06867761928403009
9,0.11696231986815474,0.0,0.00030855363002046943,0.0,0.0011595800160520624,0.023686090702845452
10,0.12867002314175346,0.025,0.0040379599668085575,0.0005786422719423958,0.00030155079309598525,0.031717635234720085
11,0.15035858359939122,0.18333333333333332,0.004477462265640497,0.00280581648143269,0.021310020028211828,0.07245704314160191
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.16178070787587787,0.125,0.000725467805750668,0.0020860310323588824,0.0027727695014126397,0.05847299524308001
14,0.1312709546062836,0.0,0.00502795958891511,0.0004641704666221519,0.023821367372889514,0.03211689040694207
15,0.11080262804829887,0.0,3.128839807686745e-06,0.0027850227997329112,0.1101406071017014,0.04474627735790817
16,0.15354379027033074,0.0,0.0013254102086648345,0.0004641704666221519,0.09753028724868787,0.05057273163886111
17,0.23059775219617304,0.1,8.548528421670198e-05,0.04606136534462676,0.21478043350118883,0.11830500726524107
18,0.13808932084373382,0.016666666666666666,0.013121005147695541,0.009562318826505921,0.03401938962141752,0.0422917402212039
19,0.06405286811707477,0.0,0.007140349596738815,0.0,0.2396471330538496,0.06216807015353264
20,0.01966643014112015,0.0,0.0,0.05413270028168003,0.08249238229372147,0.03125830254330433
21,0.1512233657382261,0.5,0.0,0.007557281359922802,7.787128990080973e-06,0.1317576868454278
22,0.11787185468384488,0.0,0.0013004494830965996,0.0,0.009926675365162068,0.025819795906420712
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.019523636639108836,0.0,0.0,0.0,1.2478849913834968e-07,0.0039047522855215947
25,0.041778053535706475,0.1,0.0008384669199585915,0.005356262423543215,0.1373505297373316,0.057064662523307975
26,0.03585222737623096,0.0,3.50230644485805e-09,0.01804423342722668,0.02770535629464875,0.016320364120082566
27,0.02403074265657176,0.0,4.5768283030156454e-07,0.00255644774817549,0.0005881833550634173,0.005435166288528194
28,0.06312302670428825,0.0,0.0,0.0,0.16112359119707545,0.044849323580272736
29,0.18212198227682347,0.0,0.0011828395072370768,0.010362326221996973,0.07208828319337893,0.05315108623988729
30,0.01966643014112015,0.0,0.0,0.05413270028168003,0.08249238229372147,0.03125830254330433
31,0.008077725937211023,0.0,9.12918767426163e-06,0.0,5.962026905874132e-05,0.0016292950787888053
32,0.08731560891734581,0.05,3.135589213343337e-05,0.02174453618910123,0.048846961290598144,0.04158769245783573
33,0.3866151759056675,0.3,0.0003208768321201205,0.0004126997505101629,1.526297734662372e-05,0.1374728030931289
34,0.09455395458110599,0.02,8.541404531570151e-05,0.002235785447367027,0.29162827253668816,0.08170068532209537
35,0.09913742093079976,0.0,0.0,0.0,0.006775625220350518,0.021182609230230055
36,0.1975065521900605,0.0,3.4291858810320264e-06,0.013380000235700856,0.0005155939402464726,0.04228111511037777
37,0.20911911442298536,0.5,0.00027655321173369884,2.3456605962614803e-05,0.05648911844689499,0.1531816485375153
38,0.2777811442614188,0.2,0.0047413199208676815,0.0048729768423548345,0.27844998868154763,0.1531690859412378
39,0.14713323114485494,0.27999999999999997,0.0011564996093511581,0.0005986151695552352,0.007721309354830118,0.08732193105571828
40,0.08803930704933637,0.075,1.1985231367361848e-06,0.0008241708372456659,0.0020806034662424616,0.03318905597519225
41,0.10739002151312133,0.13333333333333333,0.0005157748819328845,0.0,0.002132345898062687,0.04867429512529005
42,0.15975353274862913,0.0,0.0046211956068873405,0.0020880797278544356,0.004508950165366725,0.03419435164974753
43,0.18011188267632292,0.025,0.0006208645645529032,0.05907575310446588,0.13372050266756408,0.07970580060258116
44,0.14218308306192182,0.0,0.0,0.04150060590403148,0.26815127289571017,0.0903669923723327
45,0.17685296561955774,0.03333333333333333,0.0021435979288071394,0.014940878289233505,0.11995337500834763,0.06944483003585586
46,0.0,0.0,0.0,0.0,0.0,0.0
47,0.05998082882190779,0.05,9.599317854736e-05,0.0019847034144242245,0.03622187113235045,0.029656679309445967
48,0.1943665894381748,0.1,0.11691708117723465,0.2735391145618554,1.0,0.336964557035453
49,0.38656573618748874,0.2,0.0008963586878962815,0.00014946281718109604,0.007745365677383092,0.11907138467398984
50,0.11310520199265797,0.1,0.0003710626333486289,0.00024316904913704185,0.0031583802726423108,0.04337556278955719
51,0.07384679737117483,0.0,0.0002756360627245158,0.0,0.03521822940328696,0.021868132567437262
52,0.09197473370045986,0.06666666666666667,0.0013621000107377768,1.5493482012825835e-05,0.0011435403479217255,0.032232506841559774
53,0.09772680114787066,0.0,0.0,0.005140139365417117,0.17383696277801408,0.05534078065826037
54,0.15361810964065725,0.03333333333333333,9.463869901082944e-06,0.016269387081862992,0.15978074844083848,0.07260220847331862
55,0.0,0.0,0.0,0.0,0.0,0.0
56,0.1635355738332785,0.125,0.023317644372582436,0.0003036260884976843,0.01331759562233802,0.06509488798333933
57,0.33712567317846975,0.36666666666666664,9.625699749449268e-05,0.0010421753611234807,0.24683282851014313,0.1903527201427795
58,0.03581281031384509,0.0,0.0,0.0,0.0003729813603574379,0.007237158334840506
59,0.059880508573045194,0.0,3.703833954205038e-06,0.0,0.009414915735132666,0.013859825628426414
60,0.07165405878805216,0.0,1.4341037967824377e-05,0.011376065463633348,0.042525214787034624,0.02511393601533759
61,0.016947358111838777,0.0,0.0,0.0,0.007407260853421509,0.004870923793052057
62,0.0,0.0,0.0,0.0,0.0,0.0
63,0.08006293875320726,0.0,0.0027788528241217136,1.577556761628545e-05,0.005164877906459584,0.017604489010280968
64,0.2389950634986849,0.0,0.0,0.0033488782002527003,3.651621349323249e-07,0.048468861372214504
65,0.11034386167119897,0.02,0.00025490677217021585,0.007502689235084607,0.13131779576209734,0.053883850688110226
66,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0
69,0.038694764809696,0.0,9.509599294688087e-06,0.0,0.054072054011558554,0.018555265684109847
70,0.1071888990740966,0.03333333333333333,0.0,0.03366608633174461,0.0509559606459472,0.04502885587702435
71,0.044757598537582634,0.0,0.0,0.0,0.05237851871044153,0.019427223449604833
72,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0
74,0.08519819152705321,0.05,1.2557541140267858e-06,0.00037045548636206266,0.12061578167539022,0.051237136888583903
75,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0
77,0.15194121054571408,0.1,0.012430346570909023,0.023190155788325277,0.013691429800683667,0.06025062854112641
78,0.0,0.0,0.0,0.0,0.0,0.0
79,0.11763959553460157,0.0,0.0,0.0,2.9994562677769784e-06,0.023528518998173868
80,0.02274619396074781,0.0,0.0,0.0,0.23225000867376153,0.05099924052690187
81,0.16990957120641415,0.36666666666666664,0.0003132213605567813,0.00015569197444103251,0.0034761193154565976,0.108104254104707
82,0.019961485952426066,0.0,0.00029900093795731664,0.0024733052230859046,0.0011342262389782008,0.004773603670489498
83,0.10321905769695572,0.0,0.0,0.0,0.0008238966398264483,0.02080859086735643
84,0.04990124021906089,0.4,0.0006964211934246123,0.010075861882055639,0.12049104368407425,0.11623291339572309
85,0.16840644814812944,0.18333333333333332,0.00011511021148180589,0.0,0.0012601599972371688,0.07062301033803635
86,0.33344376922568053,0.0,0.0073097203858196735,0.025558538847259775,0.14349937636629845,0.10196228096501167
87,0.09353834762348452,0.03333333333333333,0.0,0.0052751908039347295,0.19001893694109956,0.06443316174037043
88,0.14140570094257812,0.24,0.000655466690659523,0.0017514732775998148,0.007243066060836947,0.07821114139433488
