Tree,Relation_Handling,N_Folds,Model,Threshold,R2,MAE,MAPE,MSE,RMSE
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,1,0.918240266,10.02106767,0.021794377,269.7417665,16.2284668
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,1,0.903777991,10.06868019,0.021886059,326.3087342,17.10663639
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,1,0.899020388,10.89382185,0.024053218,342.5468877,17.38615262
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,1,0.895095132,10.32636301,0.022821497,347.0286004,18.05782084
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lgbm,1,0.89405895,10.88197515,0.023939581,353.4336433,18.12282903
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,dt,1,0.891355391,10.49274138,0.022592548,348.1620576,18.04026767
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,et,1,0.890553494,10.72168796,0.023100898,351.2175281,18.34984115
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,HubR,1,0.874850085,12.79559055,0.027538192,409.7654467,20.04131607
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Adaboost,1,0.855956694,14.04411317,0.031016935,488.8966198,21.04133261
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,LassoLars,1,0.850822168,14.5479898,0.032040758,500.7066957,21.68491666
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Lasso,1,0.850819829,14.54824059,0.032041297,500.7138341,21.68513807
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lr,1,-6.28E+16,7035732530,15310803.15,2.11E+20,10522214908
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,3,0.90877539,10.80858824,0.023943177,297.4574131,16.50574659
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,3,0.905469391,10.56389081,0.023057684,306.3825675,16.7882057
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,HubR,3,0.893232314,12.5019018,0.026959444,358.7760667,18.09100773
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,3,0.892522341,10.41074489,0.022680075,344.733949,17.06819767
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lgbm,3,0.879725984,11.79110237,0.026146245,389.0301576,18.63826538
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,3,0.878811745,11.38794694,0.025351918,391.8016895,18.71791069
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,et,3,0.862947388,11.74624335,0.024933554,442.4100343,19.57121808
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Adaboost,3,0.855757885,14.8026409,0.032771163,466.9780297,21.04995751
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Lasso,3,0.846800619,14.49421653,0.031591946,494.4278776,21.5729996
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,LassoLars,3,0.846753394,14.49566376,0.03159502,494.5782692,21.57629232
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,dt,3,0.800812479,13.25271945,0.028536987,657.8978498,23.55958189
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lr,3,-1.31E+17,11132540513,24620803.41,4.68E+20,16714023001
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,5,0.900886784,12.07061097,0.026619539,339.3914505,17.54885927
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,5,0.893575735,11.62522644,0.025523586,359.5703689,18.25486008
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,HubR,5,0.870905238,13.60231145,0.029253856,451.7068186,20.22053507
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,5,0.863523364,12.40192151,0.027136273,465.9936461,20.35185635
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lgbm,5,0.859275162,13.6788295,0.030406731,476.2219901,20.92553183
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,5,0.849755566,12.82537194,0.028761239,509.4200484,21.33892089
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Lasso,5,0.838061776,15.85092494,0.034904576,549.027035,22.80281732
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,LassoLars,5,0.838046542,15.85181698,0.034906516,549.0793807,22.80407715
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Adaboost,5,0.836809265,15.66024837,0.034929479,554.9316553,22.3935532
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,et,5,0.79195543,15.33028724,0.033392143,683.1157883,24.60600403
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,dt,5,0.772444022,16.48167543,0.035832902,750.1264409,26.13155497
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lr,5,-5.93E+16,7533749305,16554724.4,2.08E+20,10676732353
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,7,0.901099628,11.40828056,0.025647812,336.8074672,17.62508592
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,7,0.891602979,12.50710658,0.028088002,381.7147535,19.17790599
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,7,0.864921088,12.50978272,0.027626603,481.7806473,20.71238995
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,7,0.858541789,13.39365514,0.030155188,482.8240422,20.91600095
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lgbm,7,0.85217166,14.42927367,0.032573399,502.7137651,21.52395754
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Adaboost,7,0.851087728,15.6405781,0.034928818,527.6424384,22.00607905
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Lasso,7,0.846145574,16.19873732,0.035697679,540.9726098,22.88401219
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,LassoLars,7,0.846136817,16.1990089,0.035697819,541.0026034,22.88474685
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,HubR,7,0.838936971,15.63215987,0.033959563,579.8518716,23.01800279
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,et,7,0.828707789,14.27920028,0.03187826,564.1936455,21.71667897
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,dt,7,0.791379833,15.56654307,0.034632338,687.7221453,23.64402754
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lr,7,-3.22E+17,17089646357,37394458.29,1.05E+21,23791989233
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,9,0.893919539,12.3705979,0.027573619,372.7349212,18.56777134
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,9,0.882365891,13.5642975,0.030055174,411.9935992,19.71943646
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lgbm,9,0.863540353,14.34218469,0.031660452,474.6486346,20.87679668
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,9,0.848960788,14.67267329,0.032626081,528.0260488,22.49493892
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,9,0.841257457,14.88886518,0.033447798,551.654005,22.70546643
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Lasso,9,0.840567598,16.51374364,0.036413476,553.5967259,23.00387261
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,LassoLars,9,0.840553142,16.51306322,0.036412113,553.6423717,23.00451237
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,HubR,9,0.840311052,15.91054189,0.034508065,575.3468325,22.95571216
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Adaboost,9,0.819519859,16.47462175,0.037050679,622.1550108,24.03743538
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,dt,9,0.7960758,16.24815911,0.035547603,733.6953513,26.07569969
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,et,9,0.77899262,15.74861324,0.034646605,786.2655907,26.37415547
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lr,9,-5.47E+18,40542523652,86656861,1.87E+22,68548778745
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,11,0.890009068,13.47649236,0.030110938,400.9466014,19.61985424
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lgbm,11,0.858926496,16.2376848,0.035734826,515.4416098,22.17015316
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,11,0.847896034,14.71112659,0.033101368,546.8721666,22.45492675
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,11,0.835390968,15.27285856,0.033821067,591.5794819,23.29393815
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,11,0.829484525,15.68969146,0.035324146,616.194547,24.00784758
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Lasso,11,0.82105984,18.02599504,0.039895092,651.4032637,24.80709991
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,LassoLars,11,0.821047206,18.02655442,0.039895946,651.4457913,24.80811293
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,HubR,11,0.814970976,16.88185626,0.036651416,681.9218505,24.85350396
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,et,11,0.80973118,16.85109926,0.036391821,699.6788242,25.89178733
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Adaboost,11,0.799016248,18.00433315,0.040595496,726.8312232,25.90281542
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,dt,11,0.731565347,19.04598007,0.040858193,993.4267271,30.31252238
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lr,11,-1.37E+18,47702248813,104125153.5,5.48E+21,64880850905
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,13,0.872168425,14.95431133,0.033060755,479.0285119,21.39731044
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lgbm,13,0.850186607,16.76085294,0.037332038,552.7990506,23.25224174
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,13,0.846534566,15.41493328,0.034426799,580.8958158,23.68916832
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,LassoLars,13,0.814755111,18.71201153,0.041323779,705.8267994,25.85964825
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Lasso,13,0.814752129,18.71254042,0.041325055,705.8463349,25.85995748
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,13,0.812019346,17.50799964,0.039500718,713.1061891,26.21633925
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Adaboost,13,0.789507588,18.69478661,0.042052154,819.089883,27.61698524
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,HubR,13,0.785583506,17.72087926,0.038231776,766.7025047,26.11269466
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,13,0.777815855,17.61059322,0.038970805,839.5996653,28.14444652
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,et,13,0.769538437,18.03672191,0.039697761,806.6669244,27.87843799
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,dt,13,0.752394092,18.68651211,0.040851686,901.2252673,29.74853779
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lr,13,-8.64E+18,1.03422E+11,225846584.1,3.52E+22,1.4546E+11
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lgbm,15,0.871012333,16.18222414,0.036355688,469.8877715,21.21215719
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,15,0.850564113,16.06814507,0.036358423,541.6674111,22.71118344
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,15,0.821115278,15.93099162,0.036377634,655.2385025,24.140088
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,15,0.799982677,18.09995111,0.041493101,734.3312929,26.09408407
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,15,0.778435168,17.24948766,0.038850662,822.996976,26.62263963
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Lasso,15,0.777524343,19.50025091,0.044163262,807.2133262,27.51016128
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,LassoLars,15,0.777500275,19.50009004,0.044163739,807.2862489,27.51153635
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,HubR,15,0.774482564,19.60423748,0.042391808,828.5765081,27.53737628
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Adaboost,15,0.771512717,19.69035138,0.045022844,829.1219656,27.46987649
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,et,15,0.726365875,19.43188392,0.043763525,1014.672304,30.59318643
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,dt,15,0.628005129,22.2036248,0.050471166,1361.502088,35.90035814
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lr,15,-1.80E+18,54940846462,120382637.9,6.98E+21,68260157511
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,17,0.826448989,17.52354996,0.03912282,647.8088087,25.12757639
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Adaboost,17,0.812825888,18.60063434,0.041409592,713.3658325,25.58114543
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,17,0.794386741,19.19729166,0.041983041,774.1515852,27.43227722
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,17,0.785565068,18.63152647,0.040249921,811.9144923,27.88914642
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Lasso,17,0.783679261,20.59469999,0.045665713,814.3148955,27.83665413
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,LassoLars,17,0.783340377,20.6306482,0.045738212,815.5963384,27.86555969
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,17,0.782979897,20.10514694,0.044687535,820.0015529,27.93104031
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lgbm,17,0.777344446,20.44486542,0.045372589,826.5606406,28.3779919
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,HubR,17,0.703697514,23.38546759,0.049836494,1115.059707,32.87931988
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,et,17,0.591300053,24.74856606,0.052621482,1466.038188,38.01452079
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,dt,17,0.47643871,25.40880636,0.053744649,1884.419252,41.52880634
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lr,17,-4.24E+18,72317643465,162291558,1.84E+22,95866293911
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,19,0.846944043,16.41974914,0.037043192,593.0080799,23.95761465
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,19,0.808559168,18.68141342,0.041412721,750.0113744,26.50788522
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Lasso,19,0.794836871,20.02821115,0.044787811,811.1151033,27.69565237
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,LassoLars,19,0.794820224,20.0286956,0.04478968,811.1617609,27.69691752
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Adaboost,19,0.78134069,19.83395195,0.043910644,876.8725571,28.30815157
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,19,0.77150709,18.48825593,0.040977257,911.9258688,28.62787947
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,19,0.77150229,20.25813188,0.045525262,904.7098424,29.19065601
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lgbm,19,0.725440205,23.79816212,0.053667031,1079.820404,32.13399137
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,HubR,19,0.659833,24.40803682,0.052171993,1286.188791,34.56251922
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,dt,19,0.610672688,23.20532279,0.049865581,1486.188506,37.24713375
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,et,19,0.582827225,23.9753465,0.051600178,1591.547127,38.78248622
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lr,19,-3.23E+19,1.61252E+11,349176246.9,1.24E+23,2.25744E+11
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,21,0.820589648,17.51366712,0.039376796,696.4949374,25.52242381
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,21,0.813221871,17.29754078,0.038953316,740.4711601,25.96711296
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Adaboost,21,0.799417049,18.63958962,0.041751731,768.5660181,27.10229592
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,21,0.76635415,20.52261737,0.046024702,914.7666649,29.39636204
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,21,0.753625919,19.90936329,0.044346813,931.9818402,29.5851857
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,LassoLars,21,0.73709568,21.48392939,0.048662794,992.3830029,30.74307495
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,Lasso,21,0.737042175,21.48504132,0.048664847,992.5371877,30.74456976
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lgbm,21,0.689023859,25.65668617,0.057648995,1161.733104,33.72860068
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,et,21,0.616229543,23.47024698,0.051432199,1360.730257,35.72721896
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,HubR,21,0.611071103,26.59955133,0.056226393,1407.658109,36.77537885
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,dt,21,0.546629979,25.72447072,0.055678519,1612.391374,39.34088357
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,lr,21,-1.05E+18,34472527541,79227249.56,4.14E+21,50746286461
wt_vpod_1.2_LG_F_R7.treefile,leave_out,8,gbr,1,0.916191668,9.777196093,0.021134966,275.2007885,16.07761541
wt_vpod_1.2_LG_F_R7.treefile,leave_out,8,BayesianRidge,1,0.909612632,10.19252317,0.022478524,302.9601782,16.59552948
wt_vpod_1.2_LG_F_R7.treefile,leave_out,8,xgb,1,0.901371426,9.64602951,0.021060135,330.0356584,17.18035017
wt_vpod_1.2_LG_F_R7.treefile,leave_out,8,lgbm,1,0.898245002,10.55392586,0.023153451,337.3727316,17.64695815
wt_vpod_1.2_LG_F_R7.treefile,leave_out,8,rf,1,0.890745616,10.23497485,0.022626257,363.936769,18.07220265
wt_vpod_1.2_LG_F_R7.treefile,leave_out,8,et,1,0.881136721,10.7001809,0.02293042,380.0469486,19.36603921
wt_vpod_1.2_LG_F_R7.treefile,leave_out,8,Adaboost,1,0.858066261,14.49850474,0.031995685,479.8601255,20.56165109
