feature,lgbm,BayesianRidge,rf,gbc,xgb,mean
1,0.07017543859649122,0.020976267752288735,0.0011434381351534675,0.0008678957526864652,5.391566446633078e-06,0.018633686360613307
2,0.04385964912280702,0.14046270031613453,0.1269171848776268,0.00704393976020857,2.2160869775689207e-05,0.06366112698931052
3,0.013157894736842105,0.05349524631827487,0.16658649597120068,0.006119198699868137,5.004174090572633e-05,0.0478817754934183
4,0.06140350877192983,0.06912532022165366,0.014099495497611412,0.0011331995495554908,8.48988929647021e-05,0.029169284586743015
5,0.07894736842105263,0.05542886058283879,0.007850047581206006,0.00015496341834164321,7.958268724905793e-06,0.02847783965443279
6,0.0,0.06627739642601184,0.05823965611868096,0.0006437019470888083,6.91755412844941e-05,0.025045986006613223
7,0.04276315789473684,0.05137108001306899,0.004476971113326463,0.00017066970850685646,7.25442441762425e-05,0.01977088459476308
8,0.019736842105263157,0.09352019021039526,0.03451929323089959,0.020327156076135115,2.7667576432577334e-05,0.03362622983982514
9,0.11842105263157894,0.04579503413453002,0.0015201307466785753,0.001467843907652724,2.936203236458823e-05,0.033446684690560974
10,0.013157894736842105,0.04492903646515217,0.02758528362125942,0.00022030194116406983,3.104446477664169e-06,0.017179124242179086
11,0.05921052631578947,0.11699440351127464,0.14685230589582965,0.1833790542426662,0.21534615755081177,0.14435648950327434
12,0.0,0.05637329032262212,0.11551681154579709,1.5459676224901923e-05,0.0,0.034381112308928825
13,0.07236842105263158,0.07120813652853558,0.06955567928888319,0.005861527641942342,0.00994070153683424,0.04578689320976538
14,0.008771929824561403,0.07453480598607182,0.05645734521332038,0.030971263103577402,0.0,0.0341470688255062
15,0.10087719298245615,0.0717066521201005,0.018911853910777435,0.0005443622799363095,0.0001493525633122772,0.03843788277131653
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.039473684210526314,0.07442863532666874,0.012021902315936561,0.010774047513401193,0.00010659173858584836,0.02736097222102373
18,0.21052631578947367,0.12456442756665703,0.3755424939296152,0.16189291134463002,0.14790581166744232,0.20408639205956364
19,0.07236842105263158,0.07984472521164769,0.02856348841009776,0.004074181575226479,0.0010549604194238782,0.037181155333805484
20,0.05263157894736842,0.0468433355438264,0.037299112378701545,0.027250362330142032,1.0945895155600738e-05,0.0328070670190388
21,0.0,0.08933498939531129,0.10392391898827828,0.012442385093880242,0.0,0.04114025869549396
22,0.0,0.031762089395758274,1.0,1.0,0.0,0.4063524178791516
23,0.0,0.051971836281990945,0.03732404042957883,0.0006140480758717547,0.0004314560501370579,0.018068276167515718
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.07894736842105263,0.07090526992486801,0.013790534784266673,0.001769670579902105,7.16492795618251e-05,0.03309689859793025
26,0.07894736842105263,0.05999277031252321,0.15431168970671652,0.008824560712268675,0.0001177042504423298,0.06043881868060067
27,0.008771929824561403,0.0678558314698008,0.10245105519765156,0.00875564203394453,0.013284706510603428,0.040223833007312346
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.08116003469556646,0.06471370529018018,0.08041717346686161,0.0,0.045258182690521655
30,0.0,0.01920124381109178,0.00014603401050824718,2.005121081851556e-05,2.2068314137868583e-05,0.0038778794693112824
31,0.0,0.08933498939531129,0.10392391898827828,0.012442385093880242,0.0,0.04114025869549396
32,0.0,0.009161476687821003,0.04201870325536983,0.00010567534017365223,0.07912272959947586,0.02608171697656807
33,0.09210526315789473,0.10938640790029831,0.04232564274555092,0.0015043648107694665,2.2852800611872226e-05,0.04906890628302506
