feature,lgbm,BayesianRidge,gbc,rf,xgb,mean
1,0.1234567901234568,0.03942371426287742,0.00017214135238592248,0.002662740355663162,1.6237339877989143e-05,0.03314632468685226
2,0.1234567901234568,0.1564866998689419,0.005448450025337864,0.08786560073787164,7.202788401627913e-05,0.0746659137279249
3,0.024691358024691357,0.07422786423468025,0.004563094829740502,0.19365238391518014,8.860653906594962e-05,0.059444661508671635
4,0.08641975308641976,0.09319921809440351,0.005924051092933904,0.021687035277408808,0.00010640749678714201,0.04146729300959062
5,0.06666666666666667,0.07540614103612905,0.0010138490447798058,0.009991152076407588,6.846683390904218e-05,0.03062925513157843
6,0.027777777777777776,0.0776284797434784,0.00014367043896763732,0.35725958752263137,0.0002779273490887135,0.09261748856638878
7,0.06944444444444445,0.044228120153007464,0.0005002835180659842,0.014921685049383434,0.0001059511851053685,0.025840096870001338
8,0.09259259259259259,0.10501012980808047,0.002906254136682317,0.03562697613601001,2.5167350031551905e-05,0.04723222400467939
9,0.2037037037037037,0.11349205615163993,9.97227110131586e-05,0.0026063062931086086,9.913671237882227e-05,0.06400018511436885
10,0.018518518518518517,0.05036184077198358,0.027382616616816846,0.006021300442108383,7.968741556396708e-06,0.020458449018196746
11,0.046296296296296294,0.10990069764937306,0.025112053159160912,0.26109853380950393,2.924338696175255e-05,0.08848736486025918
12,0.0,0.06508804644615372,0.3647052004772751,0.07125328901330716,0.0,0.10020930718734719
13,0.046296296296296294,0.08139094841016077,0.0004993403887900948,0.07968184662642055,0.00011149474448757246,0.04159598529323106
14,0.0,0.09488721423299673,0.026488463771924212,0.05774218256785533,0.0,0.03582357211455525
15,0.25925925925925924,0.10125078540210541,0.007888277387560927,0.038868771985491206,0.0001169085007859394,0.08147680050704055
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.018518518518518517,0.08635135652440283,0.0018278067371529099,0.015526043526689282,0.0002083314466290176,0.02448641135067851
18,0.4074074074074074,0.1883853113982602,1.0,0.8220320180472004,0.3369941711425781,0.5509637815990892
19,0.07407407407407407,0.09750766168596371,0.019868300509683554,0.027611353871744446,5.8998470194637775e-05,0.04382407772233208
20,0.09876543209876543,0.07801329036789295,0.0003159603951393572,0.036709791703952284,1.9931552742491476e-05,0.0427648812236985
21,0.0,0.1034279470602585,0.07492701208215105,0.09165721548253296,0.0,0.054002434924988504
22,0.0,0.09377587989578902,0.23110406040296624,0.8112546775621159,0.0,0.22722692357217422
23,0.0,0.05195295592160612,0.0025831603717694066,0.03447006169851799,0.00043338615796528757,0.01788791282997176
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.07407407407407407,0.0750778202129926,0.0030380868852188147,0.3511350048333194,7.439814453391591e-06,0.10066648516401164
26,0.12962962962962962,0.10360366497846496,0.04624820245278849,0.30622323999363416,8.741494821151718e-05,0.11715843040054574
27,0.037037037037037035,0.08631931097607108,0.00018054057277398861,0.17322799318733026,4.6743320126552135e-05,0.05936232501866778
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.11151984322848642,0.0004789598143510061,0.0813885761029408,0.0,0.03867747582915564
30,0.0,0.030954465826418413,1.0295596324353245e-05,0.0002465184022028587,9.671549196355045e-05,0.006261599063381836
31,0.0,0.1034279470602585,0.07492701208215105,0.09165721548253296,0.0,0.054002434924988504
32,0.1111111111111111,0.04572113620489399,0.01096103175967024,0.038105732321109094,0.011388049460947514,0.04345741217154638
33,0.09259259259259259,0.08066051875058426,0.0076300227142726395,0.03070040737123773,1.6349133147741668e-05,0.042319978112366985
34,0.10185185185185185,0.11642480110422194,0.024291738149141456,0.026362655379779026,0.00016113695164676756,0.053818436687328206
35,0.018518518518518517,0.05197638554990088,0.0027329750705291306,0.026317882605523153,5.1970746426377445e-05,0.019919546498179612
36,0.08641975308641976,0.0444400335223742,0.007388341659581965,0.012347145876552444,7.772444405418355e-06,0.03012060931786676
37,0.037037037037037035,0.0701789148767173,0.00030557874012020675,0.01880116051530434,0.0005743383662775159,0.025379405907091278
38,0.1111111111111111,0.21960616230151087,0.46337215368822837,0.0042185875865033895,3.873502282658592e-05,0.15966934994203605
39,0.09523809523809525,0.049985348252007344,0.006413855401445238,0.023617691104691974,8.590261859353632e-05,0.03506817852296666
40,0.18518518518518517,0.07706986948893849,0.0015437491866893437,0.02344958068630056,0.00010071582073578611,0.05746982007356988
41,0.037037037037037035,0.06982900034768452,0.025350933308149463,0.29057235405311127,0.0,0.08455786494919645
42,0.18518518518518517,0.03860419928677338,0.0005597571503868182,0.0016049157208013122,0.000539387809112668,0.04529868903045187
43,0.06666666666666667,0.08914053754922467,0.00219720051200942,0.005257293745993794,4.235055894241668e-05,0.032660809806567395
44,0.0,0.10747389514437247,0.03770298594825103,0.08652289579273689,0.0,0.04633995537707208
45,0.0,0.0705963187247402,0.0013380698213294794,0.0019002728332078234,0.0,0.014766932275855498
46,0.07407407407407407,0.09539984792283421,0.033446946853083616,0.3348606529206079,2.8550477964017773e-06,0.10755687536367924
47,0.037037037037037035,0.12052546140430599,0.002910354838794471,0.007657389963574756,7.46262667234987e-05,0.03364097390208715
48,0.05555555555555555,0.0851706450618971,0.0006800813234751798,0.16778797483397417,7.01149765518494e-05,0.06185287435029078
49,0.1111111111111111,0.11894175243540113,0.002468323655191939,0.03771953105924778,1.061375087374472e-06,0.05404835592720787
50,0.1419753086419753,0.0818818819815483,0.004092691910157597,0.011150859832202927,9.004843741422519e-05,0.04783815816065967
51,0.14814814814814814,0.06865603775916732,0.0032883946299732594,0.008840971075651717,5.253373456071131e-05,0.045797217069500226
52,0.0,0.11151984322848642,0.0004789598143510061,0.0813885761029408,0.0,0.03867747582915564
53,0.046296296296296294,0.08327286315197861,0.0052692217813945326,0.04653024449819356,3.704472192112007e-06,0.03627446604001102
54,0.0,0.2091840778207315,0.041021407756843375,0.06001805210046621,0.0,0.06204470753560822
55,0.07407407407407407,0.06613618505837165,0.29294524941833316,0.2916534259264058,2.122411569871474e-05,0.14496603171857667
56,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0617283950617284,0.06545343401108247,0.004987198359521345,0.03853058839594086,0.0016584463883191347,0.03447161244331844
58,0.24074074074074073,0.09752596834008602,0.05973776448516398,0.5071408534305166,0.0001235734234796837,0.1810537800839974
59,0.037037037037037035,0.1262015842486632,0.00045171669281854934,0.3059776004758348,0.0001402299531036988,0.09396163368149145
60,0.0,0.05276008073939999,0.000411333199497035,0.03478987746323141,0.0,0.01759225828042569
61,0.12962962962962962,0.06368854206896614,0.007029999006531195,0.013495328960737825,0.00013973930617794394,0.042796647794408546
62,0.0,0.006027335745601847,0.0,0.1602671579815617,0.0,0.03325889874543271
63,0.0,0.0,0.0,0.0,0.0,0.0
64,0.1234567901234568,0.0976702099659912,0.0009954075471311611,0.003582522824038915,0.00022018769232090563,0.045185023630587795
65,0.1574074074074074,0.12603018342093494,0.0005095217821170008,0.01090141231340205,2.8627844585571438e-05,0.05897543055368939
66,0.19753086419753085,0.11723361160038485,0.2228135442538852,0.4359135594544372,1.0,0.39469831590124765
67,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.10411783587197743,0.002968934473619654,0.005869648717294203,0.0,0.022591283812578255
71,0.0,0.05937617563858831,0.04276293600351619,0.19154123112126897,0.0,0.05873606855267469
72,0.0,0.048023102324494485,7.340590707065487e-05,0.09322942728645434,3.0197457817848772e-05,0.028271226595167464
73,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0
75,0.037037037037037035,0.09289313233055241,0.00028075291939469004,0.04211825662611964,0.0,0.03446583578262076
76,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.02389285846069968,0.11680956935467512,0.07842968953310987,0.0,0.04382642346969694
79,0.0,0.0,0.0,0.0,0.0,0.0
80,0.07407407407407407,0.07900109508649335,0.05188888786657202,0.5005074518877338,0.0,0.14109430178297466
81,0.14814814814814814,0.14695469711717693,0.11165597255782762,0.3073675130442446,0.004127067513763905,0.14365067967623224
82,0.1574074074074074,0.05190156521268604,0.002278456282669084,0.008376866173658157,2.5268742319894955e-05,0.04399791276374812
83,0.12962962962962962,0.04994280804137346,0.0004882647547046269,0.008436174536238251,6.374075746862218e-05,0.03771212354388291
84,0.0,0.10994151813013534,0.11196313048195977,0.09958876315444379,3.2335341529687867e-05,0.06430514942161372
85,0.48148148148148145,0.28316862389510705,0.021944060824314878,0.2126121663781427,0.0001889974228106439,0.19987906600037136
86,0.16666666666666666,0.05558302187458053,0.005705610359083051,0.013740972678866013,5.707064701709896e-06,0.04834039572877959
87,0.34814814814814815,0.5606162208570059,0.06429539411904088,0.15044236570728078,0.0014213770627975464,0.22498470117885466
88,0.05555555555555555,0.07577190358317798,0.00021961144847074005,0.026089357623860276,4.078751589986496e-05,0.03153544314539288
89,0.09876543209876543,0.10170350299908604,0.0007636197165004332,0.0295332118817742,0.00018094325787387788,0.04618934199079999
90,0.0,0.0776415305597655,0.058545985627722265,0.04801640302637084,5.998396591166966e-05,0.036852780635954055
91,0.7592592592592593,0.5618989878158618,0.28870132015007494,0.3658102775754168,0.0005286200321279466,0.39523969296654815
92,0.012345679012345678,0.06925787081078343,0.20912496396992242,0.11536252445986458,2.2209977032616735e-05,0.08122264964598976
93,0.05555555555555555,0.19313373807778902,0.010005711896293675,0.23286347383502468,7.709438250458334e-06,0.09831323776058268
