feature,p_value,score,rf,BayesianRidge,xgb,gbr,mean
p1_M,0.3518290801592281,0.8673192090497066,0.0,0.0,0.0,0.0,0.0
p1_P,1.771977617335668e-05,18.524170933869122,1.5484606815544207e-05,0.0010160585509998486,4.7609242e-07,0.0,0.00025800481255988596
p1_QEATVLYDHS,5.53847267258395e-05,16.335983497529966,3.064717072916958e-06,0.08089971380570297,2.4853193e-06,0.0,0.020226315960526
p2_GAP,1.1202696348447397e-14,60.736426546199134,4.2650360332735444e-05,0.11891285364440891,4.7929507e-06,0.0,0.0297400742388545
p2_K,0.0006658062259249244,11.624777378703337,5.186094556075918e-06,0.019556507810888024,1.1368583e-06,0.0,0.004890707690925797
p2_MRLQTYDCEPFHIV,1.8735029360509526e-12,50.34853373199856,0.00014216608629713645,0.0800134001647753,7.978034e-06,0.0002571274741013925,0.0201051679397594
p2_N,2.127889012351716e-16,68.84036941351721,0.00013540414958806128,0.1146897786570987,1.9001883e-06,1.662149707317675e-05,0.028710926123013663
p2_S,1.2368931236884436e-218,1349.381300719618,1.4060955942791474e-05,0.014109396676996204,3.5721466e-06,0.0,0.0035317574448909287
p3_E,7.397232452337392e-56,266.7309855385816,0.00016065205326585213,0.18338015170425076,3.264188e-05,0.0004473124142615655,0.046005189513260034
p3_G,3.5147256375511305e-09,35.241398075566266,0.00018757820014238328,0.0484830905771619,2.5903499e-05,0.0004241962235884745,0.012280192124893476
p3_GAP,1.1687493923842833e-09,37.43259664637562,0.00011394798789906993,0.005961736068103375,2.796009e-06,0.0,0.0015196200162717875
p3_KQDHLYSFTRVPWN,3.487320274151283e-30,135.41883795018234,0.00016280413921908066,0.09406536136936498,5.3810268e-06,6.646060411177513e-06,0.02356004814894063
p4_GAP,1.3846441470936305e-90,459.710254739551,0.0001203281261710256,0.04615642148525985,4.8599263e-06,0.0,0.011570402384437952
p4_T,1.8135806842511873e-26,117.19295262070831,3.9042043886513e-05,0.14345362128911532,8.772167e-07,0.0,0.03587338513741995
p4_Y,2.405887615765842e-41,191.34935512498438,4.648289681797512e-06,0.04770622100800288,1.9883764e-05,0.0,0.01193268826548439
p5_E,7.570127289213915e-116,611.9029890455996,0.00020744229353733995,0.03215049052852777,1.4610791e-06,0.0,0.008089848475300475
p5_GAP,2.1133268495256e-96,493.8398514384846,0.00020255356868917568,0.06291182010148447,4.445599e-06,0.0,0.015779704817340492
p5_SNVAITWFQLMR,1.500268121791264e-17,74.29082476216577,0.00026587221269368613,0.051012867181579345,7.104804e-06,0.0,0.012821461049543004
p6_G,2.559753377074747e-41,191.21230725200732,4.624900616142098e-05,0.08175667634761988,1.0784644e-05,0.0,0.020453427499336315
p6_GAP,8.034354023768347e-28,123.80866167623734,0.0021460482225429778,0.18331020349478425,9.2157024e-05,0.0006145632433263865,0.046540742996284086
p6_L,0.009680932371294306,6.7076576218122375,5.89162877333614e-05,0.08762902018889848,4.5616807e-06,0.0,0.02192312453933936
p7_E,3.164196193932899e-113,595.6267315848058,5.031500747812783e-05,0.029786351161318548,8.111735e-06,0.0,0.007461194475959642
p7_GAP,1.706135612159567e-53,254.25066369277985,2.70466220281724e-05,0.04209524459434707,1.9739104e-05,0.0,0.01053550758000971
p7_I,0.0017955023887465077,9.77815585007177,6.613204791693975e-06,0.04170573314710324,1.6546528e-06,4.792158990975893e-06,0.010429698290922948
p7_K,0.11299540890787248,2.514382658285388,0.0,0.0,0.0,0.0,0.0
p7_P,4.359807923621985e-14,57.97015046719779,7.464996171141283e-05,0.04665764016910542,6.1075234e-06,0.0,0.011684599413555296
p7_Q,1.8707146168875586e-22,97.73512274838457,1.964044845404261e-05,0.04327571609727253,4.4736375e-06,0.0,0.01082495754581808
p8_E,3.309121111070767e-165,940.7833408069946,0.0001326803953171326,0.04123040659176239,5.2714786e-05,0.0,0.010353950443232882
p8_FVHQSALMIKTRC,0.4284812333896655,0.6272328296751108,0.0,0.0,0.0,0.0,0.0
p8_G,5.45030209150433e-18,76.37755421997767,8.480627096019208e-06,0.011731810887771124,7.1469976e-06,0.0,0.0029368596281247696
p8_GAP,0.31644947031823667,1.0041488632323392,0.0,0.0,0.0,0.0,0.0
p8_N,2.448915622397038e-24,106.83461902069836,0.00019617528370138146,0.08905851387949534,5.7171892e-05,0.0,0.022327965263791005
