,R2,MAE,MSE,RMSE,MAPE
et,0.9384694202105983,9.969301755016469,232.2453685089707,15.108652641884905,0.023185656470516028
rf,0.9364234544091259,10.407345747229707,239.42333878200753,15.390263433175425,0.024085529124915496
lgbm,0.9333724920300366,10.89906411669837,250.4916812061653,15.756587101977482,0.02519984052831816
gbr,0.9286460776502906,11.63802050782089,267.37348869871096,16.299988181158792,0.026865350256333825
xgb,0.9190272390842438,11.614816778109295,304.06095529654283,17.3443747381366,0.02700241907669369
Adaboost,0.9118718751630436,14.491653729218456,330.58156730263966,18.149193337913708,0.03346045287260917
BayesianRidge,0.9052621424198151,14.611062985868362,354.8007133091197,18.797237811897013,0.03338734758732249
lr,0.9052609443664551,14.609429598168223,354.80245201072677,18.797183359373303,0.03338162539684018
HubR,0.9029819033228541,14.404829679664877,363.65227972456904,19.004690626997537,0.03253274370955114
dt,0.8956037967638227,12.444419586702606,392.93670604971555,19.619293662471005,0.028640567375122078
Lasso,0.8925279080867767,15.702329241619811,403.5666061483025,20.04415766803978,0.03620507495840358
LassoLars,0.8925279021263123,15.702328609607076,403.5665954436819,20.044157331757823,0.036205073196604425
