feature,Lasso,LassoLars,Adaboost,gbc,lgbm,mean
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.08907903881421499,0.0,0.0005748793734415675,0.0016389883632518891,0.0196078431372549,0.02218014993763267
3,0.047578603447643045,0.0,0.02954132415422923,0.0014672645471096337,0.029411764705882353,0.021599791370972853
4,0.22576721808249514,0.16357452457660762,0.01026950942747626,0.010037169069033274,0.029411764705882353,0.08781203717229893
5,0.0,0.0,0.0,8.903176722233427e-05,0.0,1.7806353444466855e-05
6,0.24352596310048036,0.07630505511399446,3.259070888341812e-05,0.005849738807742656,0.22058823529411764,0.10926031660504369
7,0.1594521973971782,0.0,0.0,0.0028068846921553165,0.0,0.0324518164178667
8,0.0,0.0,0.0006127153978959009,4.728481176210052e-06,0.0,0.0001234887758144222
9,0.17343805316949698,0.0,0.0027554223668711003,0.00010375241392959182,0.0,0.035259445590059536
10,0.0,0.0,0.0028421111327676797,0.04792406779666836,0.08823529411764706,0.02780029460941662
11,0.17574932543752123,0.0,0.012029744391835129,0.02631746450044729,0.0,0.04281930686596073
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0032673695283354605,0.009412744161253735,0.0,0.002536022737917839
15,3.17945202126079e-05,0.0,0.0029773027769570536,0.002630891539678519,0.0,0.001127997767369636
16,0.0,0.0,0.0,8.903176722233427e-05,0.0,1.7806353444466855e-05
17,0.0,0.0,0.0032577597334274787,0.004096441332360396,0.0,0.0014708402131575749
18,0.020759066226885014,0.0,0.2684702899860837,0.1278411551665058,0.0,0.0834141022758949
19,0.0,0.0,0.0003590628642613514,0.12262285951332334,0.0,0.024596384475516937
20,0.0,0.0,0.0031457569680951093,0.00024915284893727463,0.0,0.0006789819634064767
21,0.0,0.0,0.004771371132152669,0.02670940291787589,0.11764705882352941,0.029825566574711592
22,0.0,0.0,0.021947091901365654,0.0,0.0,0.004389418380273131
23,0.14375970867550264,0.0,0.0007083967915846893,4.202345924162122e-05,0.029411764705882353,0.03478437872644226
24,0.0,0.0,0.0,8.903176722233427e-05,0.0,1.7806353444466855e-05
25,0.2636239881562818,0.0,0.01800528958864357,0.03894315699186399,0.0,0.06411448694735787
26,0.0,0.0,0.03302179606909306,0.007687566048674533,0.08823529411764706,0.02578893124708293
27,0.45018569638958666,0.27895585249969784,0.0028079140853369405,3.682174718262275e-05,0.0,0.14639725694436084
28,0.0,0.0,0.016599004993183133,8.329388126623995e-06,0.0,0.0033214668762619514
29,0.0,0.0,0.037424161332837984,0.01263602277814042,0.0,0.01001203682219568
30,0.0,0.0,0.016599004993183133,8.329388126623995e-06,0.0,0.0033214668762619514
31,0.0,0.0,0.01657988688218865,0.08275514407583755,0.11764705882352941,0.04339641795631112
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.016599004993183133,8.329388126623995e-06,0.0,0.0033214668762619514
34,0.0,0.0,0.019151761744648655,0.0392621259714722,0.0,0.01168277754322417
35,0.0,0.0,0.00022014872247127964,0.002190656618843404,0.0,0.00048216106826293675
36,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.39438797613705806,0.008913893483519968,0.011302691010680248,0.0,0.08292091212625166
38,0.0,0.0,0.0,0.00014339681276758794,0.0,2.8679362553517587e-05
39,0.0,0.0,0.005218640201503972,0.002604961911467394,0.0,0.001564720422594273
40,0.3204308520703939,0.10603113968715908,0.006193301333328891,0.0053531424686381205,0.0,0.087601687111904
41,0.2636239881562818,0.0,0.01737340536943844,0.038890516682930865,0.0,0.06397758204173022
42,0.0,0.0,0.000658947984884177,0.0005610762291202927,0.0,0.00024400484280089394
43,0.0,0.0,0.003568417911255877,0.0003975585241828423,0.0,0.0007931952870877439
44,0.0,0.0,0.0036661535431077876,0.0027980670824107063,0.0,0.001292844125103699
45,0.0,0.0,0.00032158569582897776,0.0,0.0,6.431713916579555e-05
46,0.2036438682047265,0.10929009461024154,0.011582270246292293,0.02594751685714469,0.0,0.07009274998368101
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.06737119457310349,0.0,0.003083113592377792,8.269129101841329e-05,0.0,0.01410739989129994
49,0.0,0.0,0.6603250266377312,0.021351613112466927,0.058823529411764705,0.14810003383239256
50,0.09240048187360873,0.03401202329474935,0.0029304209138104422,0.005404552455938323,0.0,0.026949495707621368
51,0.035348443672336013,0.07718498588911037,0.002679626817975092,0.006301900840961846,0.0,0.024302991444076664
52,0.0,0.0,0.07458895634497494,0.02527204555628084,0.0,0.019972200380251152
53,0.1579104667620059,0.17217420604718642,0.02014327650433085,0.00165832286889708,0.0,0.07037725443648404
54,0.0,0.0,0.005779879259645888,0.040867781311767305,0.0,0.009329532114282639
55,0.0,0.0,0.0003361082262022383,0.012269376642338604,0.0,0.002521096973708169
56,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0017435410211850844,1.219289429145162e-05,0.0,0.00035114678309530723
