feature,p_value,score,lgbm,gbc,BayesianRidge,mean
p2_D,0.0013998829626697001,10.31163953952221,0.0,0.0001287539313822229,0.03653750139512792,0.012222085108836716
p2_EHLRIFT,3.079968198206407e-07,26.86395877232078,0.057692307692307696,0.011198875874784311,0.10489472412784662,0.057928635898312875
p2_K,0.08336097840266757,3.009151696598887,0.0,0.0,0.0,0.0
p2_N,1.1859548468727377e-29,144.28777977243192,0.038461538461538464,0.0036016601388063623,0.02549476441955213,0.022519321006632318
p2_Q,0.35689954516980416,0.8502149201254469,0.0,0.0,0.0,0.0
p2_S,1.3879651810655093e-61,356.7377758209618,0.019230769230769232,0.001454907204140174,0.015502041451117703,0.012062572628675702
p3_G,2.617632592197318e-05,17.983586522514088,0.038461538461538464,6.088122864919221e-05,0.043451809990619004,0.027324743226935556
p3_GAP,0.440039079367454,0.5970544073783255,0.0,0.0,0.0,0.0
p3_IAHTLDR,0.031167294317861267,4.667859934759268,0.0,0.0,0.08431250069899257,0.02810416689966419
p3_K,8.705806031147683e-39,199.26508551370097,0.038461538461538464,0.0013522056178305126,0.07079188435586556,0.03686854281174484
p3_M,8.527574204167974e-17,73.95161898494486,0.038461538461538464,0.00012856113145142455,0.06411531926271134,0.03423513961856708
p3_Q,3.330004203251713e-06,22.071338342400534,0.0,0.0,0.01337071318952508,0.00445690439650836
p3_S,0.17405058111143212,1.8525416182875492,0.0,0.0,0.0,0.0
p3_Y,0.0005363524847216627,12.128806742406914,0.0,0.0004235423960691448,0.06005004880057986,0.020157863732216334
p4_GAP,1.6689445017885257e-21,98.78507816848523,0.11538461538461539,8.63872264395956e-05,0.12595854881014434,0.08047651714039977
p4_N,0.20113384154031225,1.6380784965788726,0.0,0.0,0.0,0.0
p4_PQFAGL,0.25728837241863906,1.2859815823275456,0.0,0.0,0.0,0.0
p4_S,8.705806031147683e-39,199.26508551370097,0.038461538461538464,0.0013522056178305126,0.07079188435586556,0.03686854281174484
p4_T,1.1846330911105477e-48,263.68393538285034,0.0,6.59972018841378e-06,0.02335277367861903,0.0077864577996024815
p5_GAP,1.3356045275485763e-23,110.18508037878452,0.11538461538461539,8.63872264395956e-05,0.12595854881014434,0.08047651714039977
p5_GAYNVRMK,0.28723013418910026,1.134778207168345,0.0,0.0,0.0,0.0
