feature,lgbm,BayesianRidge,gbc,rf,xgb,mean
1,0.09195402298850575,0.02554474556864793,0.0001238987291341892,0.002980632705083444,3.0256078389356844e-06,0.02412126511984205
2,0.08045977011494253,0.14270991919897516,0.023933844161629764,0.03932990404979519,1.4541004929924384e-05,0.057289595706054505
3,0.0,0.06636868289545146,0.005560830252308118,0.07111862043835356,1.5067803360580001e-05,0.02861264027789474
4,0.09655172413793103,0.10139225406987815,0.01929469796363356,0.003956921361109975,4.868929408985423e-06,0.04424009329239234
5,0.013793103448275864,0.05970953356230044,0.0003594261954854268,0.003686255691361166,4.968325811205432e-05,0.015519600431106988
6,0.034482758620689655,0.06795215348779032,0.021411338957273172,0.04771091763094347,1.3963882338430267e-05,0.03431422651580701
7,0.02681992337164751,0.04360390091042467,0.009582039485403851,0.008843520540133144,1.3975613001093734e-05,0.017772671984122055
8,0.04827586206896552,0.102156895466575,0.0609067862298771,0.018561552341068082,1.1365975296939723e-05,0.04598249241635653
9,0.0,0.05391457939394313,8.999917398587274e-05,0.0037620084559866164,1.1443820767453872e-05,0.011555606168936614
10,0.0,0.08421203839878415,0.0004049604775624935,0.00355592001972903,3.8589809264522046e-05,0.01764230174106804
11,0.027586206896551727,0.09433771662352561,0.06574444734422578,0.0979095965745646,0.09222660213708878,0.07556091391519129
12,0.034482758620689655,0.0410028490329198,1.8989428030077244e-05,0.02432244354123695,0.0,0.019965408124575295
13,0.017241379310344827,0.05629259858313847,0.00201799126414105,0.006182630924897942,1.689824966888409e-05,0.016350299666438233
14,0.0,0.08376559846894402,0.10068420508217954,0.056860455322311584,0.0,0.04826205177468703
15,0.1839080459770115,0.0889243474817592,0.0003088590770016099,0.020083025237453922,3.710490636876784e-05,0.058652276535919
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.07327586206896551,0.10726064143788812,0.13250565202620632,0.03229341360386655,3.248422217438929e-05,0.06907361067182018
18,0.39655172413793105,0.14682043363559122,0.03311338388015582,0.3958268987773317,0.28327029943466187,0.2511165479731343
19,0.14655172413793102,0.043909262152141235,0.00016000887642431783,0.030040191649115915,5.3014588047517464e-05,0.044142840280731996
20,0.0603448275862069,0.059609112405042824,0.07746289016108657,0.02279944675154782,6.936743830010528e-06,0.044044642729542824
21,0.0,0.093101800666663,0.0,0.1177209227927517,0.0,0.042164544691882945
