Tree,Relation_Handling,N_Folds,Model,Threshold,R2,MAE,MAPE,MSE,RMSE
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,1,0.9185134720403163,9.119707885846086,0.020185808458175393,274.46165122275835,16.02755733630032
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,1,0.9147034875654686,8.951781108197883,0.019996768495917784,289.66704787521996,16.143103931769055
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,1,0.9117432944056478,10.429468257419444,0.02317773885046055,296.4539073776409,16.56617428121755
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,1,0.8801022417274138,10.14919935322771,0.022417951044311997,405.9165797533728,19.163325600042057
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,3,0.9214160078889219,10.854423070350194,0.02425867127933384,259.17307554526116,15.730947572440618
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,3,0.9133715228541481,9.23210082635361,0.020454186706188142,282.7242255753299,15.704980306756047
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,3,0.9034003384291317,9.834015454396498,0.021965159128071548,312.68974663413616,16.46212877773086
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,3,0.8603303724078065,11.11748259746565,0.024845251245735205,457.12074486867857,19.62649258483895
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,5,0.9168872123542314,10.666901349916175,0.023479963335448568,286.85091952940917,16.341512500328967
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,5,0.8964212263202942,12.835485636711194,0.028727795094889645,353.48479947700906,18.168174238344974
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,5,0.8918561979185394,11.225536802842093,0.02519635329784159,370.3285394185049,18.066633668568773
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,5,0.8416220532524138,12.683834914301297,0.028316945954265066,542.2656567454812,21.87741973670054
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,7,0.8923043828895839,12.244737457118866,0.027592853003309437,381.62749535451786,18.876571522492895
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,7,0.8895356672889534,11.7426566715047,0.026608315771262693,387.4980808716429,18.627061211301825
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,7,0.8835916177977985,13.499483921919932,0.03050960387829791,400.77769478085395,19.324732939355634
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,7,0.8087766823203733,13.550226633588997,0.030590868224017444,669.0180355907238,23.80425639982485
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,9,0.8784719407387591,12.661610493969025,0.02843194124156001,420.49171610863414,19.638055464635546
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,9,0.8707582088990607,14.886602694366506,0.033354875085258105,454.9449391260222,20.84990897121351
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,9,0.8702283719692128,13.297392447092601,0.029698269704303486,453.74929227062313,20.840116857078677
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,9,0.8058653278015047,14.381169689982007,0.03217902964597372,672.9433468704949,23.949996160457665
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,11,0.8705561217755925,13.936793372583114,0.03104335678265525,474.5526865128947,21.37760793817488
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,11,0.8641261700232612,14.303678706444288,0.03197036527779652,496.0087949160952,21.87258231270427
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,11,0.8439361764259745,15.99049649868565,0.036160271161747935,572.0795451959227,23.612806576997695
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,11,0.7882598467106593,15.606545254818613,0.034245047901756,759.0200032301411,25.953739056591765
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,13,0.8666561638736636,13.989105925531163,0.031000805357543994,485.5454922499772,21.672140343591128
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,13,0.8629965715467544,14.362830818713451,0.0319659706307225,521.7927052183803,22.384798896340108
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,13,0.8421893904663744,15.888784920398868,0.03554192026428989,592.2378776229098,23.945308453783017
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,13,0.772624313405981,16.692473050454502,0.03695756379329928,857.2619030091603,28.526636312608996
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,15,0.8679582612513723,14.762641631704586,0.03324913082572299,485.6299708283892,21.226084517338546
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,15,0.8503304330528145,14.765013836777957,0.033502332584763005,541.0298912910336,22.189188956018462
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,15,0.8060506428277012,15.415886895483487,0.03454891268611643,703.3679171095691,24.506161190896485
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,15,0.80603222303265,18.16882154519172,0.04085076347238318,707.8604104834803,25.746784839929017
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,17,0.8083984455639893,17.53337688262402,0.03920542368060575,722.5184534434338,26.06282068683648
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,17,0.7998473903496464,18.19592767753334,0.040813651262092895,759.009395760138,26.859449875422882
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,17,0.7497883349068417,20.639509364822356,0.04650062145556531,937.5030905438507,29.78156540685857
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,17,0.6587808798555861,21.817982859892005,0.048158196611835125,1347.2034877537253,34.610692621117195
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,19,0.8462725941931346,15.92209647062561,0.03546463635919697,594.7764032298817,24.18992421893474
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,19,0.8310369680976446,16.40345197822142,0.03687850881346123,667.951083644449,25.101537996753304
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,19,0.8123020486736594,16.47078140009553,0.03698184581121852,719.1577653392275,26.461868991896544
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,19,0.7839998727964684,19.417619967358608,0.04390060530369272,862.8233533883853,28.29356899466227
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,rf,21,0.8117489650529752,17.767267214012044,0.03980669484894042,702.2551843590585,26.130527172716704
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,xgb,21,0.8080882773733074,17.43813698567441,0.03925848699558502,742.5641198770966,26.321096150567087
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,gbr,21,0.7945209243883335,18.078397662039023,0.04095380697219116,772.733231030573,27.371334261867087
wt_vpod_1.2_LG_F_R7.treefile,leave_out,5,BayesianRidge,21,0.7543140883995696,20.248238726409777,0.046226485886186074,934.8978565691662,29.87344209535582
wt_vpod_1.2_LG_F_R7.treefile,leave_out,8,BayesianRidge,1,0.9106677621778378,10.77536445127996,0.023987284192102096,292.5530139027252,16.624197625293423
wt_vpod_1.2_LG_F_R7.treefile,leave_out,8,gbr,1,0.9100159108800342,9.319824469534225,0.020569591322772744,296.7231552344073,16.557949331716625
wt_vpod_1.2_LG_F_R7.treefile,leave_out,8,rf,1,0.9040800706387642,9.47157195741217,0.02102865387708126,323.57245303654696,16.7508037464883
wt_vpod_1.2_LG_F_R7.treefile,leave_out,8,xgb,1,0.8674236394668853,10.498920618650118,0.023093042052901754,449.29668753675685,19.33413096913334
