,R2,MAE,MSE,RMSE,MAPE
gbc,0.6570655725569993,8.821631799314885,329.4598365152781,14.222419781467922,0.018239631801293454
xgb,0.6261926697487205,8.895275016058058,342.376172626435,14.734820515493334,0.018410023579909358
rf,0.6245194712115166,9.240910428047483,320.18964260372115,14.651389234181124,0.019028453027463053
LassoLars,0.6143177389769097,10.15398609889745,324.0156721704411,15.05187890600854,0.0207746644210003
Lasso,0.6142254616951949,10.156541279198754,324.1110899155861,15.055168597072162,0.020780020896630867
et,0.6035336070812616,9.006014384920633,348.59859044725636,14.865309692659151,0.018556229809826005
dt,0.5664945969932806,9.504960317460318,364.7091666666666,15.36854421619995,0.01946601596206478
BayesianRidge,0.5436351401183801,11.687624114833758,339.36283876722274,16.01102712190933,0.02355423618024278
lgbm,0.5378789495270492,10.898725528214158,334.0224928988418,15.82476251243648,0.022096107511587155
Adaboost,0.511128906073042,12.112684545074053,384.59920052627785,16.50411319038397,0.024399939628656178
HubR,-1.045634021875834,19.099993650838012,1291.0252266766104,29.338127526623328,0.03813762027932885
lr,-1.787753356825677e+24,9627895857291.05,1.6649792459053192e+27,18633618103076.613,19095476005.493267
