Dataset,Props_Used,Model,R2,MAE,MAPE,MSE,RMSE
wds_mnm,H1_,rf,0.966493331027994,5.828355640901529,0.012762783071999476,123.17067303943313,10.969838463241254
wds_mnm,H1_,xgb,0.9596844006415802,6.161644056262345,0.013452634751709172,148.04531878190306,11.971937683332367
wds_mnm,H1_,gbr,0.9572647666626327,7.848281358115225,0.017371806021697467,155.3689670280854,12.372930960848718
wds_mnm,H1_,BayesianRidge,0.9407112001226249,10.34526843850808,0.023132929230144355,216.2584917309376,14.635952781156172
wds_mnm,H2_,rf,0.9655135950379321,6.069675718405721,0.013257143985193004,126.4510718892838,11.107524223713577
wds_mnm,H2_,xgb,0.9633868428728636,6.061327212602025,0.01325639705359163,135.01736368369328,11.471568805738729
wds_mnm,H2_,gbr,0.9545337394417646,8.125185424727238,0.01800262969924129,165.33641199879088,12.761330542980687
wds_mnm,H2_,BayesianRidge,0.9316042155694134,11.084326709280404,0.02457752495913023,249.21493628621397,15.72427502340114
wds_mnm,H3_,rf,0.9496162002998755,8.037255053652519,0.01816524280200878,183.53707354110537,13.452341878922244
wds_mnm,H3_,xgb,0.9475793362224998,8.090652661273094,0.018233258430828528,191.30593414780583,13.6966130661476
wds_mnm,H3_,gbr,0.9435416317060605,9.540851226806938,0.02148102340607342,206.01183955320806,14.29347341416728
wds_mnm,H3_,BayesianRidge,0.9376970268558406,10.374398587932557,0.023179750307598085,226.40627133988065,14.96816158242954
wds_mnm,P1_,xgb,0.9650582027858018,5.9565010334389985,0.013105967151464712,127.7456870510596,11.146297617191257
wds_mnm,P1_,rf,0.9636533075998436,6.119842451499772,0.013485824575291277,132.49262750043366,11.330291239977983
wds_mnm,P1_,gbr,0.9538613212326232,8.327813348104026,0.018390562605434854,167.62106488076762,12.822164542528498
wds_mnm,P1_,BayesianRidge,0.9290459792407159,11.376103532625267,0.025402251691091327,257.1878573031815,15.93258316186037
wds_mnm,P2_,rf,0.9594075516385407,6.3827296723193285,0.014063630148922295,148.563296435604,12.012614570753263
wds_mnm,P2_,xgb,0.9546551462075318,6.563280349762573,0.014439359710862404,167.19046885527595,12.668893200385648
wds_mnm,P2_,gbr,0.9522885967205333,8.599076593880723,0.01901990051239126,173.58722834698378,13.062988906378587
wds_mnm,P2_,BayesianRidge,0.9323653736791762,10.811249088963194,0.023904627861184358,246.0762066909681,15.612376393199273
wds_mnm,V_,rf,0.9586851879921395,6.484295911306701,0.014368345306040869,151.71443525388744,12.144004872627633
wds_mnm,V_,gbr,0.9518551226979979,8.570225050671429,0.019035407878575248,175.36204329584578,13.124713577221701
wds_mnm,V_,xgb,0.9514034117621135,6.871836699439217,0.01521831279924325,179.1819186547196,13.106077696282455
