,Dataset,Props_Used,Model,R2,MAE,MAPE,MSE,RMSE,Ranked_By,gs_params,gs_r2
0,wds_mnm,H2_NCI_MASS_,rf,0.9678610930807334,5.724481820960712,0.0124949877173849,117.6741937080777,10.692379939162596,R2,"[{'rf__bootstrap': True, 'rf__max_depth': 30, 'rf__max_features': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 500}, {'xgb__colsample_bytree': 0.8, 'xgb__gamma': 0.1, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 5, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 1.0, 'xgb__reg_lambda': 0.1, 'xgb__subsample': 1.0}, {'gbr__learning_rate': 0.1, 'gbr__max_depth': 5, 'gbr__max_features': None, 'gbr__n_estimators': 200}]","[np.float64(0.9687396228487536), np.float64(0.9700552418276528), np.float64(0.9693858181348682)]"
1,wds_mnm,P1_NCI_MASS_,rf,0.9678493412522148,5.801478524835295,0.0126783658190506,117.8601705778475,10.696163699856154,R2,"[{'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 500}, {'xgb__colsample_bytree': 0.8, 'xgb__gamma': 1.0, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 7, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 1.0, 'xgb__reg_lambda': 1.0, 'xgb__subsample': 0.8}, {'gbr__learning_rate': 0.1, 'gbr__max_depth': 3, 'gbr__max_features': 'sqrt', 'gbr__n_estimators': 800}]","[np.float64(0.9689608635885497), np.float64(0.9696276047305655), np.float64(0.9693021748491855)]"
2,wds_mnm,H2_H3_P2_MASS_,xgb,0.9678476083352824,5.687739585333806,0.0124036281777596,118.48244674629784,10.757487320433611,R2,"[{'xgb__colsample_bytree': 1.0, 'xgb__gamma': 0, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 7, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 1.0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}, {'rf__bootstrap': True, 'rf__max_depth': 30, 'rf__max_features': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 500}, {'gbr__learning_rate': 0.1, 'gbr__max_depth': 5, 'gbr__max_features': None, 'gbr__n_estimators': 200}]","[np.float64(0.969638524714467), np.float64(0.9678814815114725), np.float64(0.9686506543404272)]"
3,wds_mnm,H2_H3_NCI_MASS_,rf,0.967846750218524,5.729064197482562,0.0125119612310984,117.66799973505456,10.698527785027624,R2,"[{'xgb__colsample_bytree': 0.8, 'xgb__gamma': 1.0, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 5, 'xgb__n_estimators': 300, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 1.0}, {'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 500}, {'gbr__learning_rate': 0.01, 'gbr__max_depth': 7, 'gbr__max_features': 'sqrt', 'gbr__n_estimators': 800}]","[np.float64(0.9703495465100735), np.float64(0.9686118881946056), np.float64(0.9688496478932735)]"
4,wds_mnm,H2_P2_V_MASS_SCT_,xgb,0.9678293416349424,5.627071332031151,0.0122785476195747,118.52650585106936,10.70711508431189,R2,"[{'xgb__colsample_bytree': 1.0, 'xgb__gamma': 1.0, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 7, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 1.0, 'xgb__reg_lambda': 0.1, 'xgb__subsample': 1.0}, {'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 500}, {'gbr__learning_rate': 0.01, 'gbr__max_depth': 7, 'gbr__max_features': None, 'gbr__n_estimators': 800}]","[np.float64(0.9697857512490259), np.float64(0.9671949494432528), np.float64(0.9692774318061407)]"
5,wds_mnm,H2_NCI_MASS_SASA_,xgb,0.9676090369753756,5.608073663282764,0.0122009041622177,119.01409327596808,10.71789628912209,MAE,"[{'xgb__colsample_bytree': 0.8, 'xgb__gamma': 0, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 7, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0.1, 'xgb__reg_lambda': 0.1, 'xgb__subsample': 0.8}, {'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 500}, {'gbr__learning_rate': 0.1, 'gbr__max_depth': 5, 'gbr__max_features': None, 'gbr__n_estimators': 200}]","[np.float64(0.969686815146963), np.float64(0.9685141261966204), np.float64(0.9696053200048009)]"
6,wds_mnm,H2_P2_V_MASS_SCT_,xgb,0.9678293416349424,5.627071332031151,0.0122785476195747,118.52650585106936,10.70711508431189,MAE,"[{'xgb__colsample_bytree': 1.0, 'xgb__gamma': 1.0, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 7, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 1.0, 'xgb__reg_lambda': 0.1, 'xgb__subsample': 1.0}, {'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 500}, {'gbr__learning_rate': 0.01, 'gbr__max_depth': 7, 'gbr__max_features': None, 'gbr__n_estimators': 800}]","[np.float64(0.9697857512490259), np.float64(0.9671949494432528), np.float64(0.9692774318061407)]"
7,wds_mnm,H2_NCI_MASS_,xgb,0.9661683822786392,5.671011839371838,0.0123483317791711,124.94356751096362,10.98877764916933,MAE,"[{'rf__bootstrap': True, 'rf__max_depth': 30, 'rf__max_features': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 500}, {'xgb__colsample_bytree': 0.8, 'xgb__gamma': 0.1, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 5, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 1.0, 'xgb__reg_lambda': 0.1, 'xgb__subsample': 1.0}, {'gbr__learning_rate': 0.1, 'gbr__max_depth': 5, 'gbr__max_features': None, 'gbr__n_estimators': 200}]","[np.float64(0.9687396228487536), np.float64(0.9700552418276528), np.float64(0.9693858181348682)]"
8,wds_mnm,H2_P2_V_SCT_,xgb,0.9653752217594732,5.672699892477519,0.0123746942994944,127.7103010642658,11.133987875084712,MAE,"[{'xgb__colsample_bytree': 1.0, 'xgb__gamma': 1.0, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 7, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 1.0, 'xgb__reg_lambda': 0.1, 'xgb__subsample': 1.0}, {'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 500}, {'gbr__learning_rate': 0.01, 'gbr__max_depth': 7, 'gbr__max_features': None, 'gbr__n_estimators': 800}]","[np.float64(0.9690083744503017), np.float64(0.9668772261263768), np.float64(0.9693529643273321)]"
9,wds_mnm,H2_P2_NCI_MASS_SASA_,xgb,0.9668987798149866,5.676725684989929,0.0123624415154267,121.48312271752586,10.83624529343677,MAE,"[{'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': None, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 500}, {'xgb__colsample_bytree': 0.8, 'xgb__gamma': 1.0, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 5, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.1, 'xgb__subsample': 1.0}, {'gbr__learning_rate': 0.01, 'gbr__max_depth': 7, 'gbr__max_features': 'sqrt', 'gbr__n_estimators': 800}]","[np.float64(0.9684674691969256), np.float64(0.9695843334975061), np.float64(0.9686903509133945)]"
