feature,p_value,score,lgbm,gbc,BayesianRidge,rf,xgb,mean
p1_GAP,0.8523190618174643,0.03469390333269519,0.0,0.0,0.0,0.0,0.0,0.0
p1_L,1.6924097003041262e-16,73.18080422044999,0.0,0.00025941149163646155,0.029801616210444755,0.0006854500930733939,0.0,0.006149295559030922
p1_M,3.1710359047746796e-17,77.01685124569711,0.11764705882352941,5.684969751628285e-05,0.020246487752577043,0.0018752616266688278,3.357756e-06,0.02796580313125554
p1_Q,0.0009797338806771193,11.004157739183286,0.0,1.076234411704165e-06,0.02912165594589275,0.00032760319009913054,1.1929442e-06,0.0058903056629172265
p2_GAP,0.6059270760343178,0.2665082121996987,0.0,0.0,0.0,0.0,0.0,0.0
p2_LQDMTPHG,1.6624279655811423e-07,28.23699153019727,0.17647058823529413,3.52163807469713e-05,0.27367811421877614,0.004424460107408096,1.9274532e-05,0.09092553069483525
p2_N,1.7832326465656196e-32,164.41073931589816,0.0392156862745098,7.403822459679407e-05,0.02430672153539704,0.010350351896373811,1.7560009e-05,0.014792871587961057
p2_S,9.326047349720545e-95,696.5057581188097,0.0,0.0006758060127178648,0.04975680968969003,0.10125484283799849,2.2526665e-06,0.030337942241379413
p3_G,1.9709309534122576e-64,396.8457887019108,0.0,0.0010126792312032866,0.010756981773928689,0.002729994281799633,5.9308582e-05,0.00291179277387074
p3_GAP,2.600063350437488e-91,657.7923525483408,0.0,0.0004424603715747546,0.11427931095806344,0.18802282423624142,1.2319838e-05,0.060551383080751676
p3_KRPS,0.4519425244075266,0.5667210488890562,0.0,0.0,0.0,0.0,0.0,0.0
p4_E,3.429859430105607e-36,187.8154026768692,0.0784313725490196,0.0008605363017555297,0.027108047014081666,0.0016887336198275018,6.228617e-05,0.021630195130906915
p4_G,4.422881419891511e-10,40.621673379365774,0.0196078431372549,0.0003934956965608938,0.09471969975820801,0.0016853840356592154,0.00019122436,0.023319529397657746
p4_GAP,0.32523323793524617,0.9698183708267639,0.0,0.0,0.0,0.0,0.0,0.0
p4_M,0.033162216278526176,4.564287588561167,0.0196078431372549,0.006467800131438102,0.009060794009276028,0.0038806445930994415,7.807423e-06,0.007804977858746125
p4_R,5.598686314380279e-17,75.71139103090525,0.09803921568627451,0.004293130881848236,0.15230662222279623,0.0021292906991772094,6.912383e-07,0.051353790145681796
p4_S,0.022182637635466733,5.266325408884744,0.0,0.0015286790920465807,0.0006953775674744671,0.00010150331978399364,1.2258531e-05,0.00046756370199298674
p4_T,7.165539384150469e-35,179.4022293446162,0.0392156862745098,7.403822459679407e-05,0.02430672153539704,0.010350351896373811,1.7560009e-05,0.014792871587961057
p5_E,0.0001761019601819623,14.298920590600604,0.058823529411764705,2.0913523747588096e-05,0.05776326254357886,0.0065963628704932544,8.3806844e-07,0.024640981283605857
p5_GAP,0.9949478991188139,4.013587430122152e-05,0.0,0.0,0.0,0.0,0.0,0.0
p5_H,1.2142925158075723e-08,33.650708521138135,0.0,3.970974915854145e-05,0.03111063844544829,0.0005681531351864742,1.4696843e-07,0.006343729659645079
p5_K,0.1183504676124217,2.4479827710478346,0.0,0.0,0.0,0.0,0.0,0.0
p5_Q,1.1938499485740124e-08,33.6861098048851,0.11764705882352941,5.7443584420322905e-05,0.06091225465589302,0.002309494572821129,2.852107e-06,0.03618582074872183
p5_R,0.006580256586630765,7.450537874746677,0.0,0.0024796823598712877,0.07141808336181858,0.0016978885086266799,4.6473007e-05,0.015128425447540759
p6_GAP,2.6812104906788385e-97,725.9141238009879,0.0392156862745098,0.03294512394768097,0.10068459578595616,0.021501635355643162,3.2177235e-05,0.03887584371975217
p6_H,0.5423588991859477,0.3717284179418891,0.0,0.0,0.0,0.0,0.0,0.0
p6_P,0.19722219465169544,1.6675566925825447,0.0,0.0,0.0,0.0,0.0,0.0
p6_Q,7.904516123094741e-17,74.9210033276043,0.0,0.00025941149163646155,0.029801616210444755,0.0006854500930733939,0.0,0.006149295559030922
p6_RFMK,0.0025027854558758414,9.238093910720169,0.0,0.0010546833154652616,0.0961332859755658,0.0005576188536683198,4.4559965e-06,0.01955000882824623
p7_D,1.0721418417111159e-12,53.60984482145653,0.09803921568627451,9.276934727069338e-06,0.021980592922374084,0.0017577218679650497,1.780898e-05,0.024360923278161035
p7_E,6.466965902832347e-33,167.1401865323766,0.0392156862745098,0.0001455697174551258,0.021213591436488134,0.0014263741840207843,4.4708675e-05,0.01240918605749023
p7_I,0.0020812392433256304,9.58315578684841,0.0392156862745098,0.00044085445400356696,0.03520922131057656,0.00018219382312497224,6.5226113e-06,0.015010895694708834
p7_K,0.006967444738632902,7.346036535924288,0.0,4.881000251385633e-05,0.02816663757723514,0.00021889273623662038,1.4952429e-06,0.0056871671117853274
p7_NLGMV,0.0014428224572925242,10.271920640164684,0.0,0.00010908625154277006,0.00013870642447604895,0.0010493037794278629,8.384694e-06,0.0002610962299714922
p7_P,6.892861691424252e-14,59.65822843435802,0.0392156862745098,0.00021293242651926374,0.0334031672349683,0.00041596320908586173,2.0766267e-05,0.014653703082410827
p7_Q,0.003836185259669508,8.443786607095982,0.0,3.257273459636788e-05,0.059383420563995835,0.0001424361720392508,4.236111e-06,0.01191253311636248
p7_S,9.2443205355824e-13,53.93449532457563,0.0196078431372549,0.0002660295170660432,0.04109390903023651,0.0003135309390980335,6.5502886e-06,0.012257572582454556
p8_E,1.8188916388036275e-17,78.29656518187416,0.0,5.664625825110023e-05,0.15126784253547884,0.0010936250578847334,8.351639e-05,0.030500326047974625
p8_FWGAMHT,0.647693684425584,0.209089540484715,0.0,0.0,0.0,0.0,0.0,0.0
p8_N,2.892698504746479e-20,93.37027497439303,0.0392156862745098,4.272071151011308e-05,0.06989093585887138,0.001488333664688834,5.774025e-06,0.022128690106893004
p8_S,1.242847614662178e-24,117.77646732584674,0.0,0.044782821724952605,0.08231052252650872,0.04329337806355847,0.0,0.03407734446300396
p8_Y,0.003539111484792111,8.593174820088327,0.09803921568627451,8.86598778388467e-05,0.005977589765290575,0.00015491202308585413,1.9716324e-05,0.020856018735389815
p9_I,3.727743375965764e-17,76.6450697630974,0.0,0.00025941149163646155,0.029801616210444755,0.0006854500930733939,0.0,0.006149295559030922
p9_VLTAM,0.004022969733308088,8.355791818450559,0.0,0.002147484805906155,0.031187727269560542,0.00026703346392548274,9.486192e-05,0.006739421491865129
p10_HWLV,0.00038937149444433455,12.766578970809777,0.0,0.00040749622042059186,0.10372055284688252,0.0011393919697262164,0.00012780879,0.02107904996490801
p10_Y,3.652214612774827e-09,36.16422800559194,0.0392156862745098,0.01819158832794301,0.04037531606396421,0.03483408248963749,1.0521355e-06,0.026523545058317045
p11_L,5.656194596333314e-130,1177.3762113003452,0.0784313725490196,0.12965935558813715,0.14597614129285402,0.9016234974149766,0.31024802,0.3131876768312167
p11_MQRA,0.007633556731991798,7.179468225696149,0.0,0.0038328168504968953,0.065617289649766,0.0005670482534498259,1.1274114e-05,0.01400568577346326
p11_T,1.4468908044448222e-24,117.3993606485097,0.0,0.044782821724952605,0.08231052252650872,0.04329337806355847,0.0,0.03407734446300396
p11_V,2.660053518177893e-26,127.39733432005214,0.0,0.01248273717462025,0.010863009573836261,0.0021931838144708714,5.622464e-06,0.005108910605377336
p12_P,2.610881149808637e-25,121.66183248721632,0.0,0.023087749212846082,0.01999150678604112,0.0592391983621105,0.0,0.02046369087219954
p13_GAP,1.8614492822206798e-33,170.50781290783496,0.0,0.00013098970243052133,0.11646890919013692,0.038654311697353,6.0748942e-05,0.03106299190636515
p13_I,0.01129539300954817,6.469292149115306,0.0,0.0006019197730182047,0.026646566784923845,0.0075326662703787475,2.497559e-05,0.006961225683734087
p13_L,0.0010495854509060896,10.873551348444261,0.0,5.6963038022655814e-05,0.0009155744958516731,0.0017561888180201695,1.831962e-06,0.0005461116627751446
p13_M,1.158297624654932e-16,74.04682753628737,0.0392156862745098,3.860674391369136e-06,0.013259269535122712,0.0006985741940559723,2.1785612e-05,0.01063983525806832
p13_V,0.48237330054564553,0.49427957961220303,0.0,0.0,0.0,0.0,0.0,0.0
p14_GAP,1.4466223405974667e-43,236.9055548027501,0.0,0.0,0.0634915947999396,0.039748829949586645,0.0,0.02064808494990525
p14_IA,0.38093287195516046,0.7691379275532719,0.0,0.0,0.0,0.0,0.0,0.0
p14_T,0.33938767113930357,0.9146070542905718,0.0,0.0,0.0,0.0,0.0,0.0
p14_V,0.023234932776483083,5.1847934272405265,0.0,0.0015076648070564088,0.018555232884945875,0.0007526021205264233,0.0,0.004163099962505742
p14_Y,7.198902389990244e-24,113.43428948586484,0.0,0.044782821724952605,0.08231052252650872,0.04329337806355847,0.0,0.03407734446300396
p15_DEPLH,0.09162714352302723,2.8572536332708007,0.0,0.0,0.0,0.0,0.0,0.0
p15_G,5.0237791767790175e-08,30.702229987708417,0.0,0.00023197170371485695,0.05783268255490239,0.0002461994827965145,0.0,0.011662170748282751
p15_K,9.8677656424314e-50,280.7924993256842,0.0196078431372549,2.8917068208712923e-05,0.018302473595764045,0.011502573826294887,0.0,0.00988836152550451
p15_N,0.3585572500836455,0.844598694436456,0.0,0.0,0.0,0.0,0.0,0.0
p15_Q,1.3269482383693102e-17,79.0240444419901,0.0,0.0001372640434844121,0.0008793603971516677,0.000757229762401787,4.5150896e-06,0.00035567385852472655
p15_S,1.0189252439325753e-23,112.5794691706479,0.0,0.00032712482815917956,0.06809552642265103,0.002491259695590415,9.257911e-06,0.014184633771517702
p15_T,1.792133060692648e-20,94.5078217240567,0.058823529411764705,0.008885138570137868,0.025249995972560335,0.04239912737053062,6.867954e-05,0.027085294172849494
p15_V,0.00017887295322014301,14.26863217068816,0.3137254901960784,5.653265083218061e-05,0.13628943135595134,0.00048374591689959325,2.595103e-06,0.09011155904456616
p17_G,1.623189502020637e-07,28.286019056998942,0.0,0.0013048923701762332,0.09307078203503694,0.00038374024257044695,4.0613333e-05,0.018960005596179236
p17_I,2.0869013989093747e-71,458.0783153133328,0.0,0.0018392581441708394,0.035788790518218684,0.03131342365950195,8.0780665e-06,0.0137899100776698
p17_K,7.289707195525747e-14,59.53405914310238,0.0196078431372549,0.0005541594863013644,0.027628184702867608,0.0007139437633741728,2.968406e-05,0.009706763030117933
p17_L,0.015876573052319678,5.858985248057082,0.21568627450980393,0.00824169462947887,0.13578127667171616,0.013237989583031514,7.647729e-05,0.07460474253723978
p17_R,0.00018196041233962054,14.235438509814658,0.0,6.922315707712751e-05,0.006443511327233149,0.0024422245460622633,1.0961511e-05,0.001793184108310434
p17_S,2.728909114523201e-25,121.55136602479378,0.0,0.044782821724952605,0.08231052252650872,0.04329337806355847,0.0,0.03407734446300396
p17_T,2.168116499866342e-05,18.40680659711784,0.0,4.815071570799915e-05,0.012722067637378228,9.126662985827737e-05,0.0,0.0025722969965889008
p17_VQEHN,0.0004297029073365255,12.577279462614696,0.0,0.0006420978939211903,0.12473673120201818,0.0009674801650986598,0.00018599085,0.025306460022528666
p18_S,2.590538048377394e-153,1601.0657659707183,0.45098039215686275,0.5512504352666602,0.09019961482809441,0.15439331337379555,0.15774736,0.2809142227418276
p18_T,8.060420901289007e-39,204.90396869515754,0.11764705882352941,0.0003692272957507099,0.007889092301585654,0.034299006213117315,0.002696904,0.03258025770442385
p19_G,4.1910893356706455e-43,233.72402865224072,0.0,0.0,0.0634915947999396,0.039748829949586645,0.0,0.02064808494990525
p19_N,0.00023376052328419631,13.750285840614817,0.0,0.00026579724329695557,0.01571527514553618,0.005481548002578387,0.00011391621,0.004315307320739386
