Dataset,Props_Used,Model,R2,MAE,MAPE,MSE,RMSE
wt_vert_mnm,H1_,gbr,0.9791246981350717,4.808670442783861,0.01025062017869475,54.171985089053976,7.205791134622217
wt_vert_mnm,H1_,xgb,0.9772868182120499,4.659490569452113,0.009754921571959747,58.6088141274004,7.373146509243616
wt_vert_mnm,H2_,xgb,0.9825588077707321,4.404908567299645,0.009250977570676154,46.01975673543839,6.675892682074749
wt_vert_mnm,H2_,gbr,0.9806419819072756,4.828223827654397,0.010225923097869235,50.40223703037752,6.975626551600676
wt_vert_mnm,H3_,gbr,0.9748438814417668,5.635713372753384,0.012066908415234263,66.4144803799364,8.082826697567635
wt_vert_mnm,H3_,xgb,0.9674578471459535,5.509065443512847,0.011753164890499847,84.39650412361206,8.997203437027835
wt_vert_mnm,P1_,xgb,0.983993748066957,4.272851062134967,0.00898854875249593,41.26202632003002,6.354369925272242
wt_vert_mnm,P1_,gbr,0.9776497415914047,4.9120131168166745,0.01051727466107141,58.552486557239355,7.5582383832555795
wt_vert_mnm,P2_,xgb,0.9782097586203496,5.096539551933361,0.01070576380863537,56.8608523202569,7.380159494664468
wt_vert_mnm,P2_,gbr,0.9766723275186624,5.38844137983193,0.011442728339812525,60.02426490221886,7.684597522770625
wt_vert_mnm,V_,xgb,0.9771028909455965,5.2375424531931625,0.011043726534801582,59.66147072814465,7.622568236332573
wt_vert_mnm,V_,gbr,0.9716996472790296,5.59164708074905,0.011957336043408534,74.07117126229262,8.520497273819945
wt_vert_mnm,NCI_,xgb,0.9710992134282435,5.312050319065432,0.01132242462656342,76.75594379481741,8.35066410379074
wt_vert_mnm,NCI_,gbr,0.9688980839852398,5.935520065689401,0.012644941116298141,80.78109622711031,8.935099866073681
wt_vert_mnm,MASS_,gbr,0.9685797830786498,5.739206010556749,0.012406505642490705,81.47190422862678,8.800767628720317
wt_vert_mnm,MASS_,xgb,0.9628583066187222,5.858499217849745,0.012717616080424243,97.24768952666423,9.656519178873484
wt_vert_mnm,SASA_,xgb,0.977816887500983,4.991325888160659,0.010555067717381027,57.41838644828613,7.439618365633157
wt_vert_mnm,SASA_,gbr,0.9767153982575525,5.294476483221234,0.01127477947047489,59.90561014599253,7.66145487197455
wt_vert_mnm,SCT_,xgb,0.9768762158994246,4.94519932452998,0.010437287774548117,59.817251520782634,7.567692785075684
wt_vert_mnm,SCT_,gbr,0.9712071646871585,5.436584323585826,0.011634196629106247,74.94626079802667,8.553840727688046
wt_vert_mnm,PKA_,gbr,0.9793212605095498,4.889746989038865,0.010403512417395382,53.597514158926266,7.270491195574853
wt_vert_mnm,PKA_,xgb,0.9738933403447516,4.934820823635942,0.010344901463345515,67.96851218889095,7.980131884439575
wt_vert_mnm,PKB_,xgb,0.9819327546095395,4.514849529584528,0.009538127830989961,47.80582555946043,6.829003551053178
wt_vert_mnm,PKB_,gbr,0.9770882555468432,4.928456615829559,0.010432077521376048,60.40504796471636,7.672882718417
wt_vert_mnm,H1_H2_,gbr,0.9815621903237588,4.561172011379285,0.009639728834321862,48.32150759444918,6.823799331553923
wt_vert_mnm,H1_H2_,xgb,0.9810797325639152,4.472594356788052,0.009346153198316456,49.03241412064753,6.873970317247533
wt_vert_mnm,H1_H3_,gbr,0.9790108551183124,4.797504028196928,0.010289389527824216,54.70965895740876,7.3121768402605625
wt_vert_mnm,H1_H3_,xgb,0.9754176831186875,4.669394808426774,0.009826506948246678,64.56561140064329,7.652575519748021
wt_vert_mnm,H1_P1_,xgb,0.978842022562248,4.588770326743322,0.009701238079635525,55.107306870588594,7.326436970944411
wt_vert_mnm,H1_P1_,gbr,0.9787970096097487,4.77597954396007,0.010194917558874599,54.78666935594695,7.253298184312778
wt_vert_mnm,H1_P2_,xgb,0.9818071261862145,4.419990976951539,0.009269618071328254,46.993179362483,6.635416537127495
wt_vert_mnm,H1_P2_,gbr,0.9795289513247523,4.743612928186817,0.010149849575157143,52.798388817259,7.150527644764006
wt_vert_mnm,H1_V_,xgb,0.9814147357512498,4.523978540757122,0.009519936776965748,47.724468035527146,6.732293704976767
wt_vert_mnm,H1_V_,gbr,0.9781470657751843,4.889867270230758,0.01046342439298482,57.74026291228962,7.465767491249387
wt_vert_mnm,H1_NCI_,xgb,0.9774744516051298,4.564011136022338,0.009603346752699752,58.78836999052091,7.320260689956761
wt_vert_mnm,H1_NCI_,gbr,0.9756811057155375,5.0913097532267075,0.010935420084308044,63.057677405884874,7.827955927924583
wt_vert_mnm,H1_MASS_,xgb,0.9817301014318778,4.513416694594224,0.009529644026013678,47.77784548238428,6.797461170587402
wt_vert_mnm,H1_MASS_,gbr,0.9759415246503185,5.025223025815303,0.010700610584825632,61.571623610733354,7.7445782282841735
wt_vert_mnm,H1_SASA_,xgb,0.9825258358047957,4.407441076960241,0.00925516151270811,44.9545522121199,6.541417411305683
wt_vert_mnm,H1_SASA_,gbr,0.9753350653691758,5.236115293374189,0.011217518614377201,64.09460477346134,7.940069356581153
wt_vert_mnm,H1_SCT_,gbr,0.9795549089127661,4.694804804138803,0.010028204623897514,52.67534108377863,7.166772099244149
wt_vert_mnm,H1_SCT_,xgb,0.9789658988826494,4.48567498398832,0.009430615929831805,54.538008594394896,7.093508314908341
wt_vert_mnm,H1_PKA_,gbr,0.9790448570630904,4.943782792150847,0.01055776952638706,54.55718798453144,7.339329339534201
wt_vert_mnm,H1_PKA_,xgb,0.9762002060337291,4.753315893211733,0.010045483983197597,62.01936137032693,7.670833689984507
wt_vert_mnm,H1_PKB_,xgb,0.9842320079702034,4.225035585264452,0.008858961396484682,40.52823808335606,6.251465505878228
wt_vert_mnm,H1_PKB_,gbr,0.9792406304921377,4.858290143552364,0.01034572961762891,53.80522654139277,7.272950446324043
wt_vert_mnm,H2_H3_,xgb,0.9839811365366096,4.266327482898367,0.00894550181504548,42.231539459069666,6.391725330515159
wt_vert_mnm,H2_H3_,gbr,0.982013840602051,4.669200225430235,0.00993758822699525,47.055998760483575,6.795288119907745
wt_vert_mnm,H2_P1_,gbr,0.9814375312832253,4.713369461439134,0.01000194775765349,48.21382938975957,6.883516655771703
wt_vert_mnm,H2_P1_,xgb,0.9794605468071277,4.6115388695078,0.009704227318744662,53.50642645924395,7.226882126993812
wt_vert_mnm,H2_P2_,xgb,0.9827484532032564,4.505339184929342,0.009453888825462532,45.463163753784414,6.595624356738225
wt_vert_mnm,H2_P2_,gbr,0.9783131539729855,5.030311316548609,0.010729680310906832,56.30299821764955,7.461754331689164
wt_vert_mnm,H2_V_,xgb,0.9829964553393697,4.4004964382047715,0.009255277824672503,44.464041513870974,6.533810988230769
wt_vert_mnm,H2_V_,gbr,0.9752910121450693,5.14893013647512,0.010973504037048401,62.71853417690703,7.787003213772699
wt_vert_mnm,H2_NCI_,xgb,0.9804153284402389,4.676525817817507,0.00978987352772401,51.60234804005914,7.033744761220774
wt_vert_mnm,H2_NCI_,gbr,0.9776755228616443,5.054374702289737,0.010729019761273764,57.759395561082975,7.554382187369792
wt_vert_mnm,H2_MASS_,xgb,0.9830088704573733,4.392063708083476,0.009250196130117575,45.11224500379145,6.572273273888456
wt_vert_mnm,H2_MASS_,gbr,0.9811126462068241,4.816742974321342,0.010148688346159632,49.65756976327613,6.979557622454149
wt_vert_mnm,H2_SASA_,xgb,0.9826676181988511,4.493443411005705,0.009422146449245218,45.513755109470964,6.63512274718327
wt_vert_mnm,H2_SASA_,gbr,0.976616940305392,5.15732434355851,0.010947951405236932,60.08144614830005,7.663590126673706
wt_vert_mnm,H2_SCT_,xgb,0.9822734681274061,4.416198473386958,0.009234378490046682,46.48953376698102,6.653689909573558
wt_vert_mnm,H2_SCT_,gbr,0.9792893692212861,4.922055786738846,0.010417188334900303,54.086581432388506,7.262763060332896
wt_vert_mnm,H2_PKA_,xgb,0.9803243009556777,4.556182595538507,0.009589676711705781,51.75311540394741,7.075402029684961
wt_vert_mnm,H2_PKA_,gbr,0.979545784688953,4.863472779194791,0.01032236494564956,53.48323480697187,7.238020843997058
wt_vert_mnm,H2_PKB_,xgb,0.9835510043065095,4.373893241714866,0.009150034652042319,43.149566256993936,6.441302943612659
