,R2,MAE,MSE,RMSE,MAPE
et,0.9227166115523062,10.826670227272725,267.111719633749,16.203046986958313,0.023522056805526492
lgbm,0.891808974119971,12.63689757139251,374.17012873258466,19.04271275799232,0.02771725927443027
rf,0.8867281098126023,12.963359033437829,390.9148359771631,19.546773904634016,0.02849417035494935
xgb,0.8826474189758301,13.042596296990055,401.3357702391628,19.885672774290274,0.02844132862840391
gbr,0.8794037270561421,13.957166526335513,414.8515984943626,20.209384996377707,0.030460402489389176
lr,0.8496989190578461,16.656044744110908,516.1452614574264,22.586573051251783,0.0362762209521743
BayesianRidge,0.8496931433677674,16.64833404749887,516.1090117168376,22.586656381244403,0.036272022099759854
HubR,0.8460282956483403,16.04622290926505,527.9433714584643,22.809499586612464,0.034850963364612256
Adaboost,0.837561633904459,18.294949135389963,560.2220422327975,23.56490863756327,0.03978773146575424
Lasso,0.7714640915393829,20.16183758154284,783.3594017645236,27.916202589001934,0.0455265909682286
LassoLars,0.7714640736579895,20.161836335089514,783.3594271506151,27.916203081068325,0.04552658970361713
dt,0.7672674106326762,16.4801276123302,793.267270941745,27.84668023900911,0.03608810621640214
