,R2,MAE,MSE,RMSE,MAPE
et,0.9004991437481003,10.326643044354839,248.17670894606854,15.449697640935025,0.023050344703041976
lgbm,0.8834645628216604,11.30705067656348,287.24982263285705,16.76212781271409,0.025172843429760616
gbr,0.8813706078140889,11.191771812580892,289.63804653771655,16.60273660028788,0.024999850566266114
rf,0.8742930669752657,11.082082862903226,304.9012478705645,17.022767104327897,0.02485489362849091
xgb,0.8708004534244538,11.4361202479947,314.3823358165547,17.207985340134293,0.025610435176509704
Adaboost,0.866480357285892,13.179673977274707,314.00601384973896,17.50195456224629,0.029175629234123694
BayesianRidge,0.8452405273914337,15.033722074570196,379.593542934594,19.36486297060366,0.033291929658315955
lr,0.8450734317302704,15.030457555094074,379.8271386095405,19.370396184276707,0.03327798858737607
HubR,0.838930149354202,14.886588990784201,396.3585166059276,19.740197374837706,0.03303461013028887
LassoLars,0.832937753200531,16.056325897093743,421.65877800371084,20.401215702874715,0.03583869542222306
Lasso,0.8329377412796021,16.056326097057713,421.6588222344578,20.401216700763655,0.03583869589902777
dt,0.771519212399215,14.000977822580646,554.666912298387,23.22677343371592,0.03126821095900319
