feature,p_value,score,gbr
p1_H2,3.1500728177471614e-09,36.898695432533714,0.008999107819333258
p1_H3,0.8208405970049567,0.051360447349889725,0.0
p1_P1,0.8986937067646528,0.016231033238950265,0.0
p1_NCI,0.467945152367351,0.5279367424324573,0.0
p1_PKA,0.20925873989321986,1.5821729987593207,0.0
p2_H2,0.831728812992067,0.045215029643277053,0.0
p2_H3,0.0007951166914446081,11.44531729563033,8.309384776074324e-05
p2_P1,0.5444885241213022,0.3679783811348474,0.0
p2_NCI,0.21582345539858647,1.537298703354076,0.0
p2_PKA,0.2264470916090389,1.468029831778445,0.0
p3_H2,4.1086089813570777e-10,41.305404600156436,0.002472122283210382
p3_H3,1.4098308382499953e-08,33.69507078558766,0.0032797946867212492
p3_P1,0.0008582458936708858,11.298905973414616,0.00017523679035594185
p3_NCI,0.01812354444361259,5.635288486848746,0.0002894470391193779
p3_PKA,0.41697982711281545,0.6603235085536528,0.0
p4_H2,0.0009734703535056795,11.057882215730002,0.004161148239444099
p4_H3,0.2874556905259973,1.1348382465832276,0.0
p4_P1,4.64858189721964e-06,21.627148382228206,0.001115342941748938
p4_NCI,4.9960830433215855e-05,16.85276727724642,0.0012071209669110466
p4_PKA,0.029509830819719984,4.775386614800637,0.0017275741200438613
p5_H2,0.913653671774884,0.011773762012888121,0.0
p5_H3,0.6099774848602332,0.2606611489686121,0.0
p5_P1,0.3519664012422453,0.8685925269985876,0.0
p5_NCI,0.004837934691797054,8.037937265111058,0.0013109425242116277
p5_PKA,0.24892907592776028,1.3335911777034017,0.0
p6_H2,7.129412255050727e-14,60.69058656983954,6.005421941262019e-05
p6_H3,7.835228823387031e-46,270.8640303766141,0.09546596327894434
p6_P1,7.709488702309048e-41,232.06375135200105,0.00012651256860622687
p6_NCI,0.01732425631564111,5.715694316968899,0.00021541712427830529
p6_PKA,2.37231810636826e-34,185.2129687650302,9.819391901079199e-05
p7_H2,0.7498681368995126,0.10179667580336249,0.0
p7_H3,4.233684209249194e-17,78.15035810064978,0.001850572601942928
p7_P1,8.248820480221498e-20,93.41446407067308,0.00014935442244936301
p7_NCI,0.14394475721447003,2.1445510355022446,0.0
p7_PKA,3.8797193786960784e-31,163.41361339781722,0.00029098544681775923
p8_H2,7.114165566651767e-07,25.474104610112157,0.000391549017386277
p8_H3,0.04647291875691409,3.9916913311092603,0.0006151570677833586
p8_P1,0.6484527722512272,0.2082034997703286,0.0
p8_NCI,0.3178329184932151,1.0006025520400617,0.0
p8_PKA,0.0001571621988720302,14.590440831644669,0.00013159614419782175
p9_H2,0.00019192355610030202,14.199110134157731,0.0
p9_H3,0.17732318546610493,1.8270262092790948,0.0
p9_P1,0.7705757807816915,0.0851708528516918,0.0
p9_NCI,0.8416450135601741,0.039973323360939214,0.0
p9_PKA,0.3365100824923083,0.9261410010822795,0.0
p10_H2,0.033561440405561666,4.551520359054599,0.0006663769218210343
p10_H3,8.894186989748326e-06,20.311875060994915,0.00014211334658574158
p10_P1,2.5842027022070587e-05,18.167043351234692,0.0009611894037624075
p10_NCI,0.10968067879160348,2.5714409104756655,0.0
p10_PKA,0.006219800439815002,7.573967566013571,0.013877448374052356
p11_H2,8.935743911764154e-10,39.61745037938973,0.00019343925954647682
p11_H3,2.8408936789250003e-05,17.977692240727325,2.739056146072788e-05
p11_P1,1.0555324850923936e-06,24.66050991019797,8.067314650886979e-05
p11_NCI,9.98222535523083e-06,20.078745389231226,0.0012161870894581005
p11_PKA,0.24223385210304882,1.372029763996555,0.0
p12_H2,0.6840206837578479,0.16590186066304044,0.0
p12_H3,0.09385358942036032,2.821821119241701,0.0
p12_P1,0.06084796084526838,3.536132597368722,0.014575154533917726
p12_NCI,0.9594705924067989,0.0025860420272863596,0.0
p12_PKA,0.045764855772881405,4.017872395545688,0.014575154533917726
p13_H2,4.3963200395470596e-05,17.107016781661066,0.004152228730282982
p13_H3,0.3183752378734448,0.9983593608333885,0.0
