feature,p_value,score,xgb,rf,gbr,mean
p1_H2,0.8054209423150347,0.06070099123791406,0.0,0.0,0.0,0.0
p1_H3,5.509701353632543e-07,25.268593761843025,2.2705706e-05,6.294667031958714e-05,0.004147634132721134,0.0014110955030851623
p1_NCI,1.2605203781760343e-08,32.709253631726305,3.234382e-05,0.00027112511738853145,0.005103420980910659,0.001802296639985826
p1_MASS,0.00029494662045753857,13.156335267529911,0.00037410724,0.00031549119639698883,0.012592524998361693,0.004427374479339683
p2_H2,0.010354135053288869,6.587490753978282,7.055087e-05,0.000507103858513475,0.04459406536483248,0.015057240031747505
p2_H3,3.0733255678412235e-41,190.8680699077623,6.25464e-05,0.00011540604255201073,0.002087375677757696,0.0007551093740200011
p2_NCI,0.771109977952009,0.0846631841087788,0.0,0.0,0.0,0.0
p2_MASS,8.66217036395412e-12,47.26413886291166,1.4114715e-05,4.974126156350083e-05,0.0026508856858966368,0.0009049138874062997
p3_H2,1.186413379674585e-83,420.000035835637,6.541424e-05,0.00011399255690412374,0.001007273726570912,0.00039556017524894517
p3_H3,9.326245772839887e-84,420.59817404667933,1.7139979e-05,1.9211419658202282e-05,0.0025229225397820263,0.0008530913127496429
p3_NCI,9.025146280477273e-10,37.95039707361569,0.00041793936,9.513399438788476e-05,0.0029527556723118117,0.0011552763416192446
p3_MASS,3.573246970050837e-91,463.47387066382277,2.0289137e-05,7.163135071468118e-05,0.003334844441709441,0.0011422549764598402
p4_H2,2.2406834823370905e-166,950.4231979532569,4.4322092e-05,4.9115507195428255e-05,0.0011450075620063956,0.0004128150538790488
p4_H3,7.11542115659197e-39,178.86707642551477,0.00037364382,6.02347564206653e-06,0.0014815605704163704,0.000620409289675481
p4_NCI,3.429726642429472e-33,150.3512373239207,9.682438e-05,0.0001578807257527223,0.0016639843596663241,0.000639563154029431
p4_MASS,4.2577888140664875e-75,371.6183718737809,0.000118260716,0.00013788577614613702,0.040934856518843196,0.013730334336889999
p5_H2,0.04995354626251397,3.848458813575462,4.8134545e-05,9.136636197195464e-05,0.0012156539950369356,0.00045171830069230465
p5_H3,0.4946779013546927,0.46653517526558674,0.0,0.0,0.0,0.0
p5_NCI,0.60257128562297,0.27123588057509823,0.0,0.0,0.0,0.0
p5_MASS,0.17193332445793205,1.8675679872948368,0.0,0.0,0.0,0.0
p6_H2,1.0472947940311994e-58,282.0147307184588,0.00019551751,0.00022478047205800897,0.0021878152832628703,0.0008693710885376665
p6_H3,1.4708498920978696e-234,1485.8878364192203,6.166723e-06,0.00010156162428101464,0.03151187263520991,0.010539866994120054
p6_NCI,0.3048841603062015,1.0533397081893048,0.0,0.0,0.0,0.0
p6_MASS,3.1104441939807153e-174,1007.2374757651584,1.9630548e-05,0.0001471100161481809,0.00474148254999742,0.0016360743714468608
p7_H2,0.00018988480773887817,13.9895363955519,5.826247e-05,3.168542211319509e-05,0.0008254251780370117,0.00030512435695079394
p7_H3,9.72450531360621e-96,490.2972642570515,6.7575925e-06,1.1295745300485156e-05,0.0003794352382732411,0.00013249619201562542
p7_NCI,0.24886535605420054,1.33056716494556,0.0,0.0,0.0,0.0
p7_MASS,8.378311997616521e-92,467.1552602864287,5.216971e-06,0.00043435666498819456,0.002600676360899115,0.0010134166656969301
p8_H2,2.3164796993127813e-07,26.96718760204566,2.182073e-05,2.392936021674639e-05,0.0010449658860909661,0.00036357199199295835
p8_H3,9.999453958773458e-120,636.8183037243193,1.08161385e-05,2.1159498173342857e-05,0.0018844198187481897,0.000638798485125842
p8_NCI,2.9912368765646165e-98,505.1990504252254,2.597948e-05,1.8278477749996702e-05,0.0016225108622947863,0.0005555896065774348
p8_MASS,1.5204700180525917e-93,477.3640664504098,1.395855e-05,4.1235651075913175e-05,0.0007909796174799264,0.00028205793950894444
p9_H2,1.2639441774395576e-26,117.98128238225388,1.50590595e-05,2.481637997915123e-05,0.0018309733761174157,0.0006236162718583614
p9_H3,5.660760868184459e-07,25.215655292668913,2.7466025e-05,5.966526446640637e-06,0.00020076892262228837,7.806715806654528e-05
p9_NCI,0.0031977824365362053,8.715687309880678,9.090904e-05,9.282475394398396e-05,0.0027899529333210403,0.000991228908315285
p9_MASS,1.5897169768253522e-20,88.48065952306744,0.0,4.172868403278056e-05,0.0018360406294221931,0.0006259231044849912
p10_H2,0.00032514792664414935,12.972337912353776,9.114471e-05,3.236523362242911e-05,0.0005965305183427047,0.00024001348839634853
p10_H3,6.170637021160703e-75,370.7177873378935,5.856845e-05,1.4893951938688202e-05,0.003864515026310052,0.001312659142811481
p10_NCI,2.630552710617978e-49,232.41687537760092,2.0145855e-05,0.00017487307713583158,0.003815844897206048,0.0013369546098339867
p10_MASS,6.67191589173059e-34,153.8935335341574,0.00051491964,6.346166685826825e-05,0.009388262282366262,0.0033222145286652045
p11_H2,2.564713029088901e-56,269.2875777217097,3.778175e-05,2.4659142724469656e-05,0.00039148719474905834,0.00015130936205379216
p11_H3,1.7627602458409376e-09,36.616381707225834,0.0,1.3346757790243493e-05,8.831974596585733e-05,3.388883458536694e-05
p11_NCI,5.204091246035977e-06,20.89318629907222,7.582073e-05,3.347896103018161e-05,0.000861043312882689,0.0003234476684980198
p11_MASS,3.521215289144118e-17,72.54396280259353,0.00014815171,3.726388747041911e-05,0.0017934853394013205,0.0006596336456785139
p12_H2,3.734295941261264e-171,984.8284429732972,2.3150058e-05,4.9028364489062344e-05,0.002995177844553496,0.001022452089027923
p12_H3,5.782657379379039e-25,109.89570398114695,4.3615877e-05,0.0001505625938148746,0.001823193846503617,0.0006724574391312818
p12_NCI,2.827109019809874e-09,35.67639551775523,2.2757626e-05,0.00012995211371351725,0.002228272304359785,0.0007936606812342043
p12_MASS,2.7257309758170344e-18,77.81764325623588,0.00012193782,9.394371689538746e-05,0.001685816733487873,0.0006338994225650354
p13_H2,2.6777223942196738e-05,17.73022988195009,9.626692e-06,6.195251813534586e-05,0.0010509245890186864,0.00037416793311470005
p13_H3,5.1259923072997996e-06,20.922506482356066,9.93098e-05,2.8479178958997584e-05,0.00013633998304068338,8.804298737806236e-05
p13_NCI,0.00020383983796586769,13.855143349750954,4.6858213e-06,1.1162441943589146e-05,0.00017933440775041255,6.506089032980884e-05
p13_MASS,1.3698737124797582e-05,19.021036240177427,0.0,2.7509875457514835e-05,0.0021904403761849513,0.0007393167505474887
p14_H2,1.2892997684597741e-95,489.57323960872094,0.003132054,0.0003381724875891852,0.17499456944676814,0.0594882652727012
p14_H3,2.0249206193228988e-91,464.9146584526435,0.006217362,0.002239668682900767,0.007623892179960661,0.005360307585455429
p14_NCI,2.838113725222869e-26,116.2671766715312,0.00248728,0.0013131713490517677,0.01184174005484499,0.005214063781431102
