Dataset,Props_Used,Model,R2,MAE,MAPE,MSE,RMSE
wt,H1_,et,0.919046155319356,8.348592342342343,0.018279317676256165,243.69126560225223,15.044474058637082
wt,H1_,rf,0.9102848400527002,9.285633824896324,0.02029650127984494,276.8495884168715,16.15143074490667
wt,H1_,BayesianRidge,0.91019606653732,11.172328394125644,0.02439237755632035,261.0971822941914,16.06389373167341
wt,H1_,lgbm,0.9088579581144163,9.366765411623838,0.02044705472592026,285.45062914064306,16.006327784801066
wt,H1_,gbr,0.893793569271657,9.809132066577414,0.02138428123343817,324.7386027920085,17.423795592761813
wt,H1_,xgb,0.880694630580396,9.639120506309533,0.021029345075844988,366.68740293365863,18.46334999284348
wt,H1_,Adaboost,0.8745071081747987,13.08366552206223,0.028326547480442117,376.24575868786457,18.964524720895618
wt,H1_,dt,0.8411924169539144,10.930773273273273,0.02321717137760201,486.1246208708709,21.341048234845143
wt,H1_,LassoLars,0.7975020649784311,17.10715707272071,0.03795439660440896,616.4151184026532,24.32124802890481
wt,H1_,Lasso,0.7974944196295239,17.10739778391252,0.037954967647495653,616.4399084469669,24.321669073111355
wt,H1_,HubR,0.63941890518599,18.83592438404768,0.04179632349807417,1022.9500372837753,30.960037048411998
wt,H1_,lr,-0.6423689574737175,29.21477064393099,0.06568453443938453,4708.648722148069,63.03052677106503
wt,H2_,gbr,0.9101490271882658,9.264605089286302,0.019933668752366122,277.24727856204277,15.560081814295788
wt,H2_,et,0.9095021515685044,9.042712362362362,0.019678627058053573,277.3569704987821,15.696690225662362
wt,H2_,lgbm,0.9082282894346099,9.223857774438903,0.020074546211482254,282.44891566761,15.7070362235004
wt,H2_,rf,0.907024626295053,9.289350420777923,0.020176108428472686,283.88890929470756,15.94561942074464
wt,H2_,Adaboost,0.8881205450826066,12.610264344113805,0.027178056235610322,342.39096463048406,17.78300308710589
wt,H2_,dt,0.8717005187625952,10.597102102102102,0.02230184845160873,392.1116471471472,18.37358788974082
wt,H2_,xgb,0.8677316628678554,10.139789849358635,0.022289070498913172,399.1682653380728,18.899417557154422
wt,H2_,BayesianRidge,0.851582766852862,12.51832500954249,0.027557360819908422,437.26486651085224,19.89707878870205
wt,H2_,Lasso,0.8423326094362361,15.281094837574875,0.0336322731367258,476.3433062576863,21.378106016550248
wt,H2_,LassoLars,0.8423102532990981,15.282356844403049,0.03363516757400228,476.41110400359264,21.379589736675833
wt,H2_,HubR,0.18434960959786037,23.57928819922592,0.05258365743350387,2517.589057811016,45.918951144876424
wt,H2_,lr,-0.392078467350489,28.40760947896651,0.06294910914555206,4167.969564021276,59.124103978267826
wt,H3_,gbr,0.9008492167317617,10.828339822338114,0.0236934287537289,292.94483024878207,16.743450063765966
wt,H3_,rf,0.8905505049282789,10.249908414018416,0.022714282854597746,331.0162846853977,17.426356213493882
wt,H3_,lgbm,0.8888646491499242,11.383709644944616,0.025013711848900146,336.6819195716955,17.876660571764027
