,R2,MAE,MSE,RMSE,MAPE
gbc,0.8469259329020542,3.3217325721306246,28.75230690510088,5.050515915737955,0.006702568023721505
xgb,0.8292264291793053,3.395842996748667,31.13202382025811,5.298815806789039,0.006846733022524731
rf,0.8275301283636034,3.3626320258562066,31.96796711523772,5.313616376436367,0.006792985772913445
HubR,0.8248192153332538,3.7847031396407282,32.17195522496603,5.451156631220354,0.007639138892937933
BayesianRidge,0.8081378083836024,3.922955120187595,36.58358845519086,5.635636042055187,0.007912421883290843
et,0.8002089160145035,3.6270055494233375,36.125566661040665,5.682279305508479,0.007321172500224418
lgbm,0.7949566607345802,3.8494658768614194,38.520181864077145,5.89253389864939,0.007765998226940159
dt,0.7717377635271485,4.167187337172632,43.1064038197002,6.2222163928441505,0.00841568928804987
Adaboost,0.7238565850036973,5.187696401272488,51.284944079163594,7.028275518689341,0.010489074137211363
LassoLars,0.6163458833473665,6.287151360749555,70.68882526260742,8.163458221746843,0.012694131901385445
Lasso,0.6163440969548155,6.287110780463325,70.68935871383353,8.163504659925023,0.012694050177106148
lr,-3.102575527424e+20,53219041506.00178,6.800973807455318e+22,169750469131.3219,106905924.74528098
