feature,p_value,score,rf,gbr,xgb,mean
p1_H2,5.407081127269462e-11,43.9345640771451,1.9124620049308242e-05,0.0,2.6528402e-05,1.5217673875368574e-05
p1_H3,0.0015697981519388277,10.047109559011538,4.128035251067153e-06,0.0,8.823128e-07,1.6701160184061502e-06
p1_NCI,4.685399554512605e-16,68.06086998117247,1.2992106938964264e-05,7.251455216865918e-06,2.0691084e-08,6.7547510800771915e-06
p1_SCT,0.07379461863230388,3.2028985280252114,0.0,0.0,0.0,0.0
p1_PKB,0.00863861584649732,6.921931252112688,1.6448611348939973e-05,5.518163787439441e-06,5.308859e-06,9.091877984607555e-06
p2_H2,2.8399799858201264e-12,49.9663419050982,0.0001652944279084981,4.002188588894222e-06,4.4431596e-05,7.124273736493617e-05
p2_H3,1.1379030796318684e-13,56.60545128527654,1.7347241949172125e-05,0.0,1.1759038e-05,9.702093312613322e-06
p2_NCI,0.004955712994664263,7.928916625970484,0.00019502306666344357,0.00012749644707864076,5.3280528e-05,0.00012526668055945966
p2_SCT,3.772477204841118e-08,30.715994558964937,2.328152989842454e-05,4.110310974433592e-07,0.0,7.897520331955966e-06
p2_PKB,0.9785934900859914,0.0007203139180462085,0.0,0.0,0.0,0.0
p3_H2,1.349636721701009e-64,331.3331858099114,1.3946377620931759e-05,2.3104723940903474e-07,1.5951786e-05,1.0043070228938096e-05
p3_H3,3.543488427354663e-28,128.44368927856848,2.8420528879789185e-05,0.0,1.30756425e-05,1.3832057135875652e-05
p3_NCI,1.0116537330437739e-44,216.53546404093765,7.046182186980682e-05,0.00010032280182801703,0.00025612046,0.00014230169460191546
p3_SCT,0.00017476049410473083,14.18588702770887,2.9531869205027513e-05,1.2539591419051642e-05,9.441441e-06,1.7170967158773892e-05
p3_PKB,0.3155447712864527,1.0082830282794863,0.0,0.0,0.0,0.0
p4_H2,7.315408150278713e-37,173.8670272503102,0.0002686865335017411,0.00013538188274632413,0.00024831743,0.00021746194945741098
p4_H3,2.512478548911894e-241,1940.6603256589576,2.1713189377629918e-05,0.0,0.0,7.237729792543306e-06
p4_NCI,1.0544190103809613e-71,374.89176853447543,8.984856412309604e-05,0.00014699542053752367,5.5062865e-05,9.730228312132625e-05
p4_SCT,1.9232390397225962e-301,2839.1096097706204,0.00023393853331172187,0.0002663711231802477,0.0,0.00016676988549732316
p4_PKB,1.7424237558751523e-243,1969.0103594836576,5.109675735497321e-05,0.0,5.9226713e-06,1.90064762298916e-05
p5_H2,0.0001121863129264747,15.032844063072243,3.821260363672042e-05,0.0,2.15915e-06,1.3457251202807907e-05
p5_H3,0.021804581422494886,5.2769580472033475,2.18639419104013e-06,0.0,4.0665108e-07,8.643484245417385e-07
p5_NCI,6.265152062291261e-09,34.31268013177035,6.399790015305635e-05,0.0,1.2022296e-05,2.5340065310208625e-05
p5_SCT,5.609146149131191e-07,25.35382729084753,6.670431893896349e-05,0.00032555408407589087,0.0002485455,0.000213601297584827
p5_PKB,0.15632697414941396,2.0122705718890272,0.0,0.0,0.0,0.0
p6_H2,4.1773760458733084e-43,207.6396802330928,0.0005360514413939676,1.5346502071299363e-05,9.815319e-06,0.00018707108737599945
p6_H3,3.392420297375553e-269,2327.993260219839,2.079947841224964e-06,0.0,1.9285268e-05,7.121738489208667e-06
p6_NCI,0.0009709748559648924,10.943636047319439,1.1510351398052625e-05,0.0,0.0,3.836783799350875e-06
p6_SCT,1.1204787280536569e-228,1779.8214380693678,1.9000822543130675e-05,0.0003824345325444823,0.0013748013,0.0005920788755608913
p6_PKB,7.756486521772805e-244,1973.6512502365526,1.140127223124394e-05,0.00030977197136113766,0.0,0.0001070577478641272
p7_H2,1.4286498352029136e-136,841.9694384663737,6.108109087588182e-05,3.279886106014065e-05,6.8575073e-06,3.357915307445749e-05
p7_H3,1.3014999941710672e-52,260.906265177045,2.8364612109820257e-05,6.4682879747143785e-06,0.0,1.1610966694844879e-05
p7_NCI,1.558069844745312e-32,151.00497885787388,0.00014598562824875882,6.434478684159903e-05,7.5361284e-05,9.523056635068046e-05
p7_SCT,6.857191395038555e-120,708.9158254021785,2.870661739864397e-05,2.8994009628643017e-07,3.9051807e-05,2.2682788200700482e-05
p7_PKB,0.26345090667579363,1.2518668244478477,0.0,0.0,0.0,0.0
p8_H2,2.7651410186432553e-75,397.36217969785275,4.655470250886397e-05,5.722307261088057e-05,5.353983e-05,5.2439201211164494e-05
p8_H3,0.0008639165225954818,11.162523495038492,6.010581669626137e-05,0.0,9.987496e-06,2.336443757016005e-05
p8_NCI,4.428168629101632e-83,447.5135335158471,0.00031525841381424904,6.635106999113791e-05,4.6713933e-05,0.00014277447211304514
p8_SCT,5.732829985202326e-160,1045.7142045340613,6.99896886321788e-05,6.030409254410424e-05,0.0,4.343126039209434e-05
p8_PKB,6.386379643246001e-144,903.743066409542,0.0001602713578352279,0.00014957949139669625,6.982985e-05,0.00012656023427758218
p9_H2,1.0457718902198822e-41,199.99207873268742,1.3834309127949213e-05,6.3148559331431515e-06,8.143252e-05,3.3860560893011084e-05
p9_H3,0.00045880687613778046,12.353638569874137,1.8067085216676294e-05,0.0,0.0,6.022361738892098e-06
p9_NCI,3.0606306055353782e-27,123.6536556757346,4.4821157819863965e-05,1.651026844898882e-05,2.3197628e-05,2.8176351506981534e-05
p9_SCT,4.0973611945179725e-56,281.10166239989286,3.940080253839377e-07,0.0,0.0,1.3133600846131257e-07
p9_PKB,5.572184631539114e-75,395.43905520532684,3.1347107445467064e-05,0.0,4.8231883e-05,2.6526330091484443e-05
p10_H2,2.0573488716483208e-14,60.156632201886396,1.2192160959148284e-05,5.098811444674161e-08,0.00020910824,7.378379716313935e-05
p10_H3,5.075454593349698e-59,298.10548129226174,1.6142455399567807e-05,0.0,0.0,5.3808184665226025e-06
p10_NCI,1.1936172212131389e-36,172.73345601991664,1.564331360728231e-05,0.0,3.717553e-05,1.7606281352877408e-05
p10_SCT,3.0028479395555106e-07,26.58984833911553,2.3986144808606397e-05,0.0,0.0,7.9953816028688e-06
p10_PKB,0.0685176267903103,3.3249815021540843,9.886818632827996e-05,2.4183063343146797e-05,0.0,4.101708322380892e-05
p11_H2,3.5758750421010644e-96,535.7014599349008,1.7975122575019928e-05,2.441207658936274e-05,0.00011699864,5.312861392973473e-05
p11_H3,8.713992422103383e-63,320.4561654787463,1.0641908737932762e-06,0.0,0.0,3.5473029126442537e-07
p11_NCI,2.5214022115755893e-39,187.0752420709619,1.8306891883435677e-05,6.487994608765907e-06,3.4030498e-05,1.9608461421606903e-05
p11_SCT,1.3683501604496033e-59,301.4609471593555,1.412529582904647e-06,0.0,0.0,4.70843194301549e-07
p11_PKB,3.5613474855254027e-48,235.7635724958288,1.3412795630295239e-05,0.0,0.0,4.47093187676508e-06
p12_H2,3.194273250729693e-39,186.52131716855416,9.811100827135856e-07,0.0,0.0,3.2703669423786185e-07
p12_H3,3.194273250727333e-39,186.52131716855592,9.811100827135856e-07,0.0,0.0,3.2703669423786185e-07
p12_NCI,3.194273250727333e-39,186.52131716855592,9.811100827135856e-07,0.0,0.0,3.2703669423786185e-07
p12_SCT,3.194273250724246e-39,186.52131716855828,9.811100827135856e-07,0.0,0.0,3.2703669423786185e-07
p12_PKB,3.19427325072815e-39,186.5213171685552,9.811100827135856e-07,0.0,0.0,3.2703669423786185e-07
p13_H2,2.9498395606607996e-38,181.32816833257812,3.6693985249940724e-05,8.256581844324782e-05,4.8791768e-05,5.601719048686207e-05
p13_H3,1.2089872263039832e-46,227.2037779527054,2.727694821613795e-07,0.0,0.0,9.092316072045985e-08
p13_NCI,4.1162066040671224e-43,207.67482253747465,2.4768957014049914e-05,0.0,2.7540602e-06,9.174339082416976e-06
p13_SCT,4.090056372271482e-40,191.3430382379598,5.600103056151896e-06,0.0,0.0,1.8667010187172986e-06
p13_PKB,1.2385918385328613e-45,221.58521519641752,2.727694821613795e-07,0.0,0.0,9.092316072045985e-08
p14_H2,3.4286252515316194e-67,347.0802798770247,3.0049480398197273e-06,0.0,0.0,1.0016493466065757e-06
p14_H3,1.5084679331018887e-15,65.60986045134881,1.6657150983016786e-05,0.0,0.0,5.552383661005595e-06
p14_NCI,1.2301760869978795e-32,151.54182478902874,3.144340516478116e-05,0.0,0.0,1.0481135054927052e-05
p14_SCT,1.930957058816037e-50,248.5408315619076,9.687399382615512e-07,0.0,0.0,3.229133127538504e-07
p14_PKB,6.349652377858023e-60,303.43028928144196,8.435274888176743e-06,0.0,0.0,2.8117582960589144e-06
p15_H2,1.3688998688812443e-174,1184.038701691483,4.933870542538459e-05,1.0919838286659333e-05,1.5097334e-05,2.5118625818698596e-05
p15_H3,2.0230224086275656e-43,209.3682689715188,4.541104466880874e-05,3.832888216983072e-06,6.430608e-07,1.662899789087807e-05
p15_NCI,9.701864757254085e-18,76.23546999645707,9.893827205643823e-05,5.444522296091596e-05,3.7780705e-05,6.372139986842834e-05
p15_SCT,1.3633695573734947e-163,1079.1759142148126,2.876599781341213e-05,6.686223555224851e-05,0.0,3.187607778855355e-05
p15_PKB,8.57062376986554e-07,24.51714010591516,0.0002282382025898271,9.300517113500685e-05,4.1080613e-05,0.00012077466234175701
p17_H2,5.128749408246952e-113,656.850400435763,9.568544475532715e-05,3.141987985335993e-07,9.603845e-06,3.520116277584178e-05
p17_H3,1.376138388032405e-73,386.6708049862647,3.759084518325701e-06,0.0,0.0,1.2530281727752338e-06
p17_NCI,1.32104579796572e-33,156.6237127651305,0.0001841167202151495,4.4318042438475285e-05,0.00015256522,0.000126999993798233
p17_SCT,3.914273595212552e-80,428.35601116784994,2.1066410703022882e-05,0.0,2.13101e-05,1.4125503343614411e-05
p17_PKB,1.0083615544168797e-159,1043.468678575652,7.871520073775214e-05,1.3653323298008832e-05,4.0906933e-05,4.442515219665624e-05
p18_H2,3.797795808517278e-11,44.65522725116856,3.141515689418383e-06,0.0,2.393728e-05,9.026265321565082e-06
p18_H3,1.0,0.0,0.0,0.0,0.0,0.0
p18_NCI,1.5422124940270503e-52,260.4845985953396,1.2222369826160786e-06,1.0693027285843104e-05,0.0,3.971754756153061e-06
p18_SCT,1.0,0.0,0.0,0.0,0.0,0.0
p18_PKB,1.9051164757525346e-137,849.2201608101261,0.06629979489748922,0.000980785138508041,3.8007536e-05,0.02243952919073393
p19_H2,2.9541795980023877e-16,69.02954160082896,5.3394921745648806e-05,4.6142593156165976e-05,4.9161395e-06,3.481788478725995e-05
p19_H3,4.6805335492546895e-33,153.73991665457154,1.9970150283089064e-05,5.4326225214533555e-08,0.0,6.6748255027678654e-06
p19_NCI,1.256480066652337e-56,284.08848544657013,8.435274888176743e-06,0.0,0.0,2.8117582960589144e-06
p19_SCT,2.1936988104085455e-32,150.22808746510395,5.1914701005473156e-05,1.0412960933970882e-05,0.0,2.0775887313148013e-05
p19_PKB,8.538274132284667e-42,200.47224457927547,4.442243735636858e-05,1.2439403809752782e-05,3.837304e-05,3.1744960487807615e-05
p20_H2,1.1595708026327842e-41,199.74756022176402,3.349643180164893e-05,0.00012710809666545276,5.2658288e-05,7.10876055027438e-05
p20_H3,4.517220650513762e-70,364.7696210958665,1.045942871627199e-06,0.0,0.0,3.48647623875733e-07
p20_NCI,2.7918281062834127e-64,329.4299349585031,1.975068394286616e-05,0.0,2.3076906e-07,6.660484334538547e-06
p20_SCT,3.863815216020012e-46,224.3949977263511,4.546747413473236e-07,2.2527018538960483e-05,0.0,7.660564426769269e-06
p20_PKB,2.4289591029072006e-58,294.10875125142974,2.5481120786851812e-05,9.07113522332271e-06,0.0,1.1517418670058174e-05
p21_H2,0.0,3966.1695753159606,0.0,0.0,0.0,0.0
p21_H3,0.0,3654.011387938376,0.0,0.0,0.0,0.0
p21_NCI,0.0,3912.113221587137,0.0,0.0,0.0,0.0
p21_SCT,0.0,3966.169575316008,0.0,0.0,0.0,0.0
p21_PKB,0.0,3962.9071637248803,0.0,0.0,0.0,0.0
p22_H2,6.367325772870973e-19,82.02020730946617,0.00011538067803563415,1.0208983534300333e-05,6.9322334e-05,6.49706650997649e-05
p22_H3,1.604584000559745e-38,182.74836104237676,8.192250717942462e-06,0.0,0.0,2.730750239314154e-06
p22_NCI,2.133906182905039e-38,182.08319520826626,8.192250717942462e-06,0.0,0.0,2.730750239314154e-06
p22_SCT,2.2370906004441292e-17,74.46807425490775,1.760040022278275e-05,6.203968769747992e-06,0.0,7.934789664176913e-06
p22_PKB,7.924916615930406e-30,136.93714762130202,0.00015144887451583103,0.0,0.0,5.048295817194367e-05
p24_H2,1.3302315989957344e-215,1622.653733145738,1.8562076220008664e-05,3.114721668749746e-06,0.00014048145,5.4052750581116354e-05
p24_H3,7.572952013177015e-95,526.5388146952001,0.0001625814211805943,0.0,0.0,5.41938070601981e-05
p24_NCI,7.022753889944059e-09,34.08332578624977,2.8679259909328412e-05,1.3182945366973917e-06,0.0,9.999184815341935e-06
p24_SCT,0.15385386488047695,2.036546044430851,0.0,0.0,0.0,0.0
p24_PKB,8.39388294842122e-232,1818.7397349601736,1.4291512370151743e-05,0.0,0.0,4.7638374567172475e-06
p25_H2,4.342610388692228e-05,16.856603086531916,0.0003107087989465868,0.0,0.0,0.00010356959964886227
p25_H3,1.15976030869447e-05,19.413951467952838,0.0003107087989465868,0.0,0.0,0.00010356959964886227
p25_NCI,2.698888929165918e-24,108.7224437751581,2.671137449545101e-05,1.0951477978903774e-05,1.5548372e-05,1.7737074883299763e-05
p25_SCT,0.00014840778728569077,14.497827943630009,0.0003107087989465868,0.0,0.0,0.00010356959964886227
p25_PKB,1.2762831152353802e-170,1145.608427004532,1.580248970135228e-05,0.0,0.0,5.267496567117427e-06
p26_H2,1.87511985007899e-32,150.5843283515128,2.852768923084704e-06,0.0,0.0,9.509229743615681e-07
p26_H3,1.1434704559993112e-31,146.4864547010758,5.642142519301232e-06,1.5206485986494405e-06,0.0,2.387597039316891e-06
p26_NCI,5.026968607513443e-52,257.5524145523837,2.727694821613795e-07,0.0,0.0,9.092316072045985e-08
p26_SCT,1.527391380519567e-48,237.8281272861092,9.095238885591227e-06,0.0,0.0,3.0317462951970754e-06
p26_PKB,2.1724885124687142e-25,114.24541796043928,1.4289589164688766e-05,0.0,1.9707535e-05,1.133237475572885e-05
p27_H2,0.04402567685412014,4.065311205886811,1.752335760301738e-05,5.974327275643605e-05,2.1848875e-05,3.3038501751219015e-05
p27_H3,0.6460406112406286,0.21104961497049854,0.0,0.0,0.0,0.0
p27_NCI,0.650763781127305,0.20505561923142704,0.0,0.0,0.0,0.0
p27_SCT,0.23502507212592844,1.4118009038276387,0.0,0.0,0.0,0.0
p27_PKB,0.5410818500793625,0.3737816239867507,0.0,0.0,0.0,0.0
p28_H2,3.3079233651975853e-78,415.96071344683793,0.0,0.0,0.0,0.0
p28_H3,1.0,0.0,0.0,0.0,0.0,0.0
p28_NCI,4.345861264596752e-78,415.20171912122737,0.0,0.0,0.0,0.0
p28_SCT,0.3166333818172157,1.00375483437727,0.0,0.0,0.0,0.0
p28_PKB,2.4375108009574747e-78,416.810397482715,0.0,0.0,0.0,0.0
p29_H2,0.014416125855285681,6.006326949648728,7.336706943291999e-06,3.179742599715181e-06,6.6972985e-05,2.582981158880284e-05
p29_H3,0.3230444001027529,0.9774963197977755,0.0,0.0,0.0,0.0
p29_NCI,0.1911705959597276,1.7107686045528208,0.0,0.0,0.0,0.0
p29_SCT,0.5368803438154178,0.3816021674576905,0.0,0.0,0.0,0.0
p29_PKB,0.004797556310202497,7.988070976102066,1.3325601110783984e-05,0.0,2.8352106e-05,1.389256897055377e-05
p30_H2,3.9887841173013396e-50,246.75643441529706,1.5642702268493463e-05,0.0,2.352108e-06,5.998270060459186e-06
p30_H3,3.988784117312053e-50,246.7564344152905,1.5642702268493463e-05,0.0,2.352108e-06,5.998270060459186e-06
p30_NCI,3.988784117405185e-50,246.75643441523277,1.5642702268493463e-05,0.0,2.352108e-06,5.998270060459186e-06
p30_SCT,3.988784117312053e-50,246.75643441529036,1.5642702268493463e-05,0.0,2.352108e-06,5.998270060459186e-06
p30_PKB,3.9887843560269964e-50,246.75643426819246,1.5642702268493463e-05,0.0,2.352108e-06,5.998270060459186e-06
p31_H2,7.3923954279490074e-06,20.291086822688953,2.217000163844067e-07,0.0,4.782012e-07,2.333003964221719e-07
p31_H3,1.0,0.0,0.0,0.0,0.0,0.0
p31_NCI,5.8530468329387034e-05,16.281618558424974,0.000840995383470227,0.000624852676357489,0.00056519866,0.0006770155724654201
p31_SCT,1.0,0.0,0.0,0.0,0.0,0.0
p31_PKB,4.7560478944054986e-06,21.15226232879889,2.217000163844067e-07,0.0,4.782012e-07,2.333003964221719e-07
p32_H2,8.859161583108416e-15,61.91139060253138,4.56753214237933e-05,0.0009707612753563934,0.0023367733,0.0011177366398917854
p32_H3,1.0,0.0,0.0,0.0,0.0,0.0
p32_NCI,0.046926291304835006,3.9573037229587333,7.276880912296702e-06,0.00017771322943960986,0.0,6.166337011730219e-05
p32_SCT,5.02077155969144e-06,21.046382748572,1.3223140003493088e-05,0.0,0.0,4.407713334497696e-06
p32_PKB,0.3299604803784226,0.949930207024309,0.0,0.0,0.0,0.0
p33_H2,7.131954114203978e-45,217.37459156820532,0.00012768325035844336,1.6891848815358954e-05,1.7437482e-07,4.824982466412894e-05
p33_H3,2.2163850289159865e-45,220.18402133593807,6.126815079461531e-07,0.0,0.0,2.0422716931538435e-07
p33_NCI,5.0347362861289e-46,223.75596350104436,2.727694821613795e-07,0.0,0.0,9.092316072045985e-08
p33_SCT,9.685955132392068e-11,42.74695030387565,1.4703770517502196e-06,2.6825625605413338e-05,1.911256e-05,1.580285423222204e-05
p33_PKB,1.7987484647154628e-30,140.2689695329265,5.925656176812538e-05,3.0228532928103537e-06,8.641989e-05,4.956643443637907e-05
p34_H2,6.690153171821259e-53,262.5611220782415,0.00012610350985719043,0.0,1.6048529e-05,4.7384012878363834e-05
p34_H3,1.7627386688161056e-46,226.29149637520385,1.2883659759184825e-06,0.0,1.3139005e-05,4.80912372687979e-06
p34_NCI,7.238308940512133e-51,250.95823587343284,0.00013557281782103548,9.939346431297886e-06,5.8516962e-05,6.800970870799324e-05
p34_SCT,2.285425275568279e-131,799.4144883489082,1.7776541658100934e-05,0.0,0.0,5.925513886033645e-06
