feature,p_value,score,xgb
p1_H2,5.407081127269462e-11,43.9345640771451,2.6528402e-05
p1_H3,0.0015697981519388277,10.047109559011536,8.823128e-07
p1_NCI,4.685399554513205e-16,68.06086998117246,2.0691084e-08
p1_SCT,0.07379461863230388,3.2028985280252114,0.0
p1_PKB,0.00863861584649732,6.921931252112686,5.308859e-06
p2_H2,2.8399799858201264e-12,49.96634190509819,4.4431596e-05
p2_H3,1.1379030796318684e-13,56.60545128527652,1.1759038e-05
p2_NCI,0.004955712994664263,7.928916625970484,5.3280528e-05
p2_SCT,3.772477204841117e-08,30.715994558964937,0.0
p2_PKB,0.9785934900859914,0.0007203139180462084,0.0
p3_H2,1.349636721701009e-64,331.3331858099113,1.5951786e-05
p3_H3,3.543488427354663e-28,128.44368927856848,1.30756425e-05
p3_NCI,1.0116537330438457e-44,216.5354640409376,0.00025612046
p3_SCT,0.00017476049410473083,14.185887027708866,9.441441e-06
p3_PKB,0.3155447712864527,1.0082830282794861,0.0
p4_H2,7.315408150279233e-37,173.86702725031012,0.00024831743
p4_H3,2.5124785489127508e-241,1940.6603256589558,0.0
p4_NCI,1.0544190103810214e-71,374.89176853447526,5.5062865e-05
p4_SCT,1.923239039723471e-301,2839.109609770617,0.0
p4_PKB,1.742423755875152e-243,1969.0103594836576,5.9226713e-06
p5_H2,0.0001121863129264747,15.03284406307224,2.15915e-06
p5_H3,0.021804581422494886,5.276958047203346,4.0665108e-07
p5_NCI,6.265152062291261e-09,34.31268013177035,1.2022296e-05
p5_SCT,5.609146149131191e-07,25.35382729084753,0.0002485455
p5_PKB,0.15632697414941396,2.0122705718890264,0.0
p6_H2,4.177376045873308e-43,207.63968023309278,9.815319e-06
p6_H3,3.392420297375553e-269,2327.993260219839,1.9285268e-05
p6_NCI,0.0009709748559648923,10.943636047319435,0.0
p6_SCT,1.1204787280539117e-228,1779.8214380693669,0.0013748013
p6_PKB,7.75648652177545e-244,1973.6512502365508,0.0
p7_H2,1.4286498352029138e-136,841.9694384663737,6.8575073e-06
p7_H3,1.3014999941710672e-52,260.90626517704493,0.0
p7_NCI,1.5580698447455113e-32,151.0049788578738,7.5361284e-05
p7_SCT,6.857191395039335e-120,708.9158254021781,3.9051807e-05
p7_PKB,0.26345090667579363,1.2518668244478477,0.0
p8_H2,2.7651410186432553e-75,397.36217969785275,5.353983e-05
p8_H3,0.0008639165225954818,11.16252349503849,9.987496e-06
p8_NCI,4.428168629101632e-83,447.5135335158471,4.6713933e-05
p8_SCT,5.732829985203956e-160,1045.7142045340604,0.0
p8_PKB,6.386379643247453e-144,903.7430664095414,6.982985e-05
p9_H2,1.0457718902198822e-41,199.99207873268736,8.143252e-05
p9_H3,0.0004588068761377804,12.353638569874134,0.0
p9_NCI,3.0606306055353782e-27,123.65365567573454,2.3197628e-05
p9_SCT,4.0973611945179725e-56,281.1016623998928,0.0
p9_PKB,5.572184631539589e-75,395.4390552053267,4.8231883e-05
p10_H2,2.0573488716483208e-14,60.15663220188638,0.00020910824
p10_H3,5.075454593349698e-59,298.10548129226163,0.0
p10_NCI,1.1936172212131389e-36,172.73345601991664,3.717553e-05
p10_SCT,3.0028479395555106e-07,26.58984833911552,0.0
p10_PKB,0.0685176267903103,3.324981502154083,0.0
p11_H2,3.5758750421016744e-96,535.7014599349003,0.00011699864
p11_H3,8.713992422103384e-63,320.4561654787462,0.0
p11_NCI,2.5214022115755896e-39,187.07524207096185,3.4030498e-05
p11_SCT,1.3683501604496812e-59,301.4609471593554,0.0
p11_PKB,3.5613474855254027e-48,235.76357249582875,0.0
p12_H2,3.194273250729693e-39,186.52131716855408,0.0
p12_H3,3.194273250727333e-39,186.52131716855592,0.0
p12_NCI,3.194273250727333e-39,186.52131716855592,0.0
p12_SCT,3.1942732507242464e-39,186.5213171685582,0.0
p12_PKB,3.194273250728604e-39,186.52131716855513,0.0
p13_H2,2.949839560660799e-38,181.32816833257806,4.8791768e-05
p13_H3,1.2089872263039832e-46,227.20377795270534,0.0
p13_NCI,4.1162066040671224e-43,207.67482253747465,2.7540602e-06
p13_SCT,4.090056372271482e-40,191.34303823795972,0.0
p13_PKB,1.2385918385328613e-45,221.5852151964175,0.0
p14_H2,3.4286252515316194e-67,347.08027987702457,0.0
p14_H3,1.5084679331018887e-15,65.60986045134878,0.0
p14_NCI,1.2301760869980718e-32,151.54182478902865,0.0
p14_SCT,1.930957058816284e-50,248.5408315619075,0.0
p14_PKB,6.349652377858023e-60,303.43028928144184,0.0
p15_H2,1.3688998688812443e-174,1184.0387016914826,1.5097334e-05
p15_H3,2.0230224086275656e-43,209.36826897151875,6.430608e-07
p15_NCI,9.701864757254085e-18,76.23546999645704,3.7780705e-05
p15_SCT,1.3633695573736497e-163,1079.175914214812,0.0
p15_PKB,8.57062376986554e-07,24.51714010591515,4.1080613e-05
p17_H2,5.128749408248118e-113,656.8504004357626,9.603845e-06
p17_H3,1.3761383880325612e-73,386.6708049862646,0.0
p17_NCI,1.32104579796572e-33,156.62371276513042,0.00015256522
p17_SCT,3.914273595212552e-80,428.3560111678497,2.13101e-05
p17_PKB,1.0083615544171089e-159,1043.468678575651,4.0906933e-05
p18_H2,3.797795808517278e-11,44.65522725116855,2.393728e-05
p18_H3,1.0,0.0,0.0
p18_NCI,1.5422124940270503e-52,260.48459859533955,0.0
p18_SCT,1.0,0.0,0.0
p18_PKB,1.9051164757548088e-137,849.220160810122,3.8007536e-05
p19_H2,2.9541795980023877e-16,69.02954160082894,4.9161395e-06
p19_H3,4.6805335492546895e-33,153.73991665457146,0.0
p19_NCI,1.256480066652337e-56,284.0884854465701,0.0
p19_SCT,2.1936988104085452e-32,150.2280874651039,0.0
p19_PKB,8.538274132284667e-42,200.47224457927538,3.837304e-05
p20_H2,1.1595708026327842e-41,199.74756022176402,5.2658288e-05
p20_H3,4.517220650513762e-70,364.7696210958665,0.0
p20_NCI,2.7918281062834127e-64,329.42993495850305,2.3076906e-07
p20_SCT,3.863815216020012e-46,224.39499772635102,0.0
p20_PKB,2.428959102907615e-58,294.1087512514297,0.0
p21_H2,0.0,3966.1695753159547,0.0
p21_H3,0.0,3654.0113879383716,0.0
p21_NCI,0.0,3912.1132215871316,0.0
p21_SCT,0.0,3966.1695753160025,0.0
p21_PKB,0.0,3962.907163724875,0.0
p22_H2,6.367325772870974e-19,82.02020730946614,6.9322334e-05
p22_H3,1.604584000559745e-38,182.7483610423767,0.0
p22_NCI,2.133906182905039e-38,182.08319520826623,0.0
p22_SCT,2.2370906004441295e-17,74.46807425490775,0.0
p22_PKB,7.924916615938852e-30,136.93714762129946,0.0
p24_H2,1.3302315989874923e-215,1622.6537331457696,0.00014048145
p24_H3,7.572952013177015e-95,526.5388146952001,0.0
p24_NCI,7.022753889944058e-09,34.08332578624977,0.0
p24_SCT,0.15385386488047692,2.036546044430851,0.0
p24_PKB,8.39388294842122e-232,1818.7397349601736,0.0
p25_H2,4.342610388692228e-05,16.856603086531916,0.0
p25_H3,1.15976030869447e-05,19.413951467952838,0.0
p25_NCI,2.698888929165918e-24,108.72244377515804,1.5548372e-05
p25_SCT,0.00014840778728569077,14.497827943630005,0.0
p25_PKB,1.276283115235888e-170,1145.6084270045305,0.0
p26_H2,1.87511985007899e-32,150.58432835151274,0.0
p26_H3,1.1434704559993112e-31,146.48645470107573,0.0
p26_NCI,5.026968607513443e-52,257.5524145523836,0.0
p26_SCT,1.527391380519784e-48,237.82812728610912,0.0
p26_PKB,2.1724885124687142e-25,114.24541796043921,1.9707535e-05
p27_H2,0.04402567685412014,4.06531120588681,2.1848875e-05
p27_H3,0.6460406112406286,0.2110496149704985,0.0
p27_NCI,0.650763781127305,0.205055619231427,0.0
p27_SCT,0.23502507212592844,1.411800903827638,0.0
p27_PKB,0.5410818500793626,0.3737816239867507,0.0
p28_H2,3.307923365197867e-78,415.9607134468377,0.0
p28_H3,1.0,0.0,0.0
p28_NCI,4.345861264596752e-78,415.20171912122737,0.0
p28_SCT,0.3166333818172157,1.0037548343772698,0.0
p28_PKB,2.4375108009574747e-78,416.810397482715,0.0
p29_H2,0.014416125855285681,6.006326949648728,6.6972985e-05
p29_H3,0.3230444001027529,0.9774963197977753,0.0
p29_NCI,0.1911705959597276,1.71076860455282,0.0
p29_SCT,0.5368803438154178,0.3816021674576903,0.0
p29_PKB,0.004797556310202497,7.988070976102066,2.8352106e-05
p30_H2,3.9887841173013396e-50,246.75643441529704,2.352108e-06
p30_H3,3.9887841173120535e-50,246.7564344152904,2.352108e-06
p30_NCI,3.988784117405865e-50,246.75643441523263,2.352108e-06
p30_SCT,3.9887841173123364e-50,246.75643441529024,2.352108e-06
p30_PKB,3.9887843560269964e-50,246.75643426819246,2.352108e-06
p31_H2,7.392395427949874e-06,20.291086822688946,4.782012e-07
p31_H3,1.0,0.0,0.0
p31_NCI,5.853046832938703e-05,16.28161855842497,0.00056519866
p31_SCT,1.0,0.0,0.0
p31_PKB,4.756047894405499e-06,21.15226232879889,4.782012e-07
p32_H2,8.859161583108417e-15,61.91139060253135,0.0023367733
p32_H3,1.0,0.0,0.0
p32_NCI,0.046926291304835006,3.9573037229587325,0.0
p32_SCT,5.020771559691441e-06,21.046382748571993,0.0
p32_PKB,0.3299604803784226,0.9499302070243087,0.0
p33_H2,7.131954114203977e-45,217.3745915682053,1.7437482e-07
p33_H3,2.2163850289159865e-45,220.18402133593798,0.0
p33_NCI,5.0347362861289e-46,223.75596350104433,0.0
p33_SCT,9.685955132392068e-11,42.746950303875636,1.911256e-05
p33_PKB,1.7987484647154628e-30,140.2689695329265,8.641989e-05
p34_H2,6.6901531718217335e-53,262.5611220782414,1.6048529e-05
p34_H3,1.7627386688162313e-46,226.2914963752038,1.3139005e-05
p34_NCI,7.238308940512133e-51,250.95823587343284,5.8516962e-05
p34_SCT,2.2854252755682794e-131,799.4144883489082,0.0
p34_PKB,3.3804596384129587e-19,83.36988312203262,0.00017439661
p35_H2,0.018089609499646428,5.604934019886324,3.9853876e-06
p35_H3,6.902733533565576e-06,20.424769962354084,0.0
