,R2,MAE,MSE,RMSE,MAPE
et,0.9415455261294404,9.388859901549019,222.20288404753495,14.853798684955029,0.021539617145937277
lgbm,0.9286977504117402,10.72078700933528,270.5007520530399,16.355996421483948,0.024469343944311793
rf,0.9285593673903163,10.399864568938266,272.07197489862034,16.417022397389104,0.023830635377710043
gbr,0.9243500886067176,11.903475228504748,286.4149733861494,16.87456370495885,0.027091926260629968
xgb,0.9230950891971588,10.98235247491536,291.92646365598534,17.04437820586316,0.024974723610712162
dt,0.8900513186551595,11.78150047419049,415.5454499164522,20.20719684407817,0.02664523635501053
Adaboost,0.8835511446950374,16.50770173804397,444.29863733582323,20.9743490488971,0.03745276635567853
lr,0.8692534744739533,16.24863570849316,498.85089720261993,22.248428927309,0.03668181593797838
BayesianRidge,0.8692534327507019,16.24165279087807,498.8394484826209,22.248403309609103,0.036667997573674706
HubR,0.8644851418917507,15.954024817563845,516.246694039804,22.620450793940172,0.03587778226798516
Lasso,0.8212174952030182,19.425343467492922,682.3217351066148,26.050073639852126,0.04408382070024856
LassoLars,0.8212174355983735,19.425348082961353,682.3219531054183,26.050078020918072,0.044083830555995004
