feature,p_value,score,gbc,xgb,rf,mean
p1_H1,0.005087532888204019,7.948449944520644,0.0009786336692429254,5.254671e-05,0.014928711721598585,0.00531996403402421
p1_H2,0.264907149256656,1.2469335580115297,0.0,0.0,0.0,0.0
p1_H3,6.14935681760587e-09,35.52930914603438,0.005563909992750198,5.8965707e-05,0.01008973228861507,0.005237535995974256
p1_V,0.00892527851050819,6.915121827072143,0.000292192904026895,2.860163e-05,0.008324750491125445,0.0028818483414875425
p1_P1,7.065150685021394e-10,40.20901006762045,0.005563909992750198,5.8965707e-05,0.01008973228861507,0.005237535995974256
p1_P2,0.005872322865277005,7.683283934666578,0.000292192904026895,2.860163e-05,0.008324750491125445,0.0028818483414875425
p1_SASA,0.0006429975789212631,11.860933580427815,0.000292192904026895,2.860163e-05,0.008324750491125445,0.0028818483414875425
p1_NCI,1.7199244774074887e-07,28.46504053579015,0.0025193044598953492,0.004430925,0.028344529389308162,0.011764919619037683
p1_MASS,0.00042144256089650243,12.677237473989457,0.000292192904026895,2.860163e-05,0.008324750491125445,0.0028818483414875425
p2_H1,0.5674461399143778,0.32759677602578186,0.0,0.0,0.0,0.0
p2_H2,0.5674461399143549,0.32759677602579024,0.0,0.0,0.0,0.0
p2_H3,0.5674461399143549,0.32759677602579024,0.0,0.0,0.0,0.0
p2_V,0.5674461399143549,0.3275967760257894,0.0,0.0,0.0,0.0
p2_P1,0.5674461399143778,0.3275967760257846,0.0,0.0,0.0,0.0
p2_P2,0.5674461399143549,0.3275967760257904,0.0,0.0,0.0,0.0
p2_SASA,0.5674461399143778,0.3275967760257797,0.0,0.0,0.0,0.0
p2_NCI,0.5674461399143549,0.3275967760257875,0.0,0.0,0.0,0.0
p2_MASS,0.5674461399143549,0.3275967760257977,0.0,0.0,0.0,0.0
p3_H1,0.5674461399143549,0.327596776025789,0.0,0.0,0.0,0.0
p3_H2,1.0,0.0,0.0,0.0,0.0,0.0
p3_H3,0.5674461399143549,0.32759677602579024,0.0,0.0,0.0,0.0
p3_V,1.0,0.0,0.0,0.0,0.0,0.0
p3_P1,0.5674461399143778,0.3275967760257761,0.0,0.0,0.0,0.0
p3_P2,1.0,0.0,0.0,0.0,0.0,0.0
p3_SASA,0.5674461399143778,0.3275967760257788,0.0,0.0,0.0,0.0
p3_NCI,0.5674461399143549,0.32759677602578785,0.0,0.0,0.0,0.0
p3_MASS,0.5674461399143549,0.32759677602580495,0.0,0.0,0.0,0.0
p4_H1,0.35473288085164223,0.8587365373076752,0.0,0.0,0.0,0.0
p4_H2,0.35473288085164223,0.8587365373076752,0.0,0.0,0.0,0.0
p4_H3,0.35473288085164223,0.8587365373076846,0.0,0.0,0.0,0.0
p4_V,0.35473288085164223,0.8587365373076742,0.0,0.0,0.0,0.0
p4_P1,0.35473288085163135,0.8587365373077154,0.0,0.0,0.0,0.0
p4_P2,0.35473288085163135,0.8587365373077344,0.0,0.0,0.0,0.0
p4_SASA,0.35473288085164223,0.85873653730768,0.0,0.0,0.0,0.0
p4_NCI,0.35473288085163135,0.8587365373077187,0.0,0.0,0.0,0.0
p4_MASS,0.35473288085163135,0.8587365373077208,0.0,0.0,0.0,0.0
p5_H1,0.35473288085164223,0.8587365373076524,0.0,0.0,0.0,0.0
p5_H2,0.35473288085164223,0.8587365373076846,0.0,0.0,0.0,0.0
p5_H3,0.35473288085164223,0.8587365373076846,0.0,0.0,0.0,0.0
p5_V,0.35473288085163135,0.8587365373077033,0.0,0.0,0.0,0.0
p5_P1,0.35473288085164223,0.8587365373076474,0.0,0.0,0.0,0.0
p5_P2,0.35473288085163135,0.8587365373077049,0.0,0.0,0.0,0.0
p5_SASA,0.35473288085163135,0.8587365373077158,0.0,0.0,0.0,0.0
p5_NCI,0.35473288085164223,0.8587365373076771,0.0,0.0,0.0,0.0
p5_MASS,0.35473288085163135,0.8587365373077059,0.0,0.0,0.0,0.0
p6_H1,0.35473288085164223,0.8587365373076781,0.0,0.0,0.0,0.0
p6_H2,1.0,0.0,0.0,0.0,0.0,0.0
p6_H3,0.35473288085164223,0.8587365373076846,0.0,0.0,0.0,0.0
p6_V,1.0,0.0,0.0,0.0,0.0,0.0
p6_P1,0.35473288085164223,0.8587365373076576,0.0,0.0,0.0,0.0
p6_P2,1.0,0.0,0.0,0.0,0.0,0.0
p6_SASA,0.35473288085164223,0.8587365373076595,0.0,0.0,0.0,0.0
p6_NCI,0.35473288085164223,0.8587365373076719,0.0,0.0,0.0,0.0
p6_MASS,0.35473288085163135,0.858736537307731,0.0,0.0,0.0,0.0
p7_H1,0.4309803307018458,0.621622158320227,0.0,0.0,0.0,0.0
p7_H2,0.8147795659399422,0.054962910321660105,0.0,0.0,0.0,0.0
p7_H3,0.24049595637805884,1.3823896288809592,0.0,0.0,0.0,0.0
p7_V,0.5788293917654064,0.30870911692458153,0.0,0.0,0.0,0.0
p7_P1,0.6799772372725612,0.17043699599465698,0.0,0.0,0.0,0.0
p7_P2,0.8518818410118345,0.034915294053412024,0.0,0.0,0.0,0.0
p7_SASA,0.5414843890399286,0.3735297140393272,0.0,0.0,0.0,0.0
p7_NCI,0.042199131857580854,4.1576812667114,0.007234105302824695,6.542732e-05,0.028305046415765166,0.011868193011919164
p7_MASS,0.6747803690330973,0.17635803133083722,0.0,0.0,0.0,0.0
p8_H1,0.7511574387290982,0.10071970834217954,0.0,0.0,0.0,0.0
p8_H2,0.9570052110081383,0.002910691704743326,0.0,0.0,0.0,0.0
