,R2,MAE,MSE,RMSE,MAPE
gbc,0.8950197573194354,9.427760865714415,333.50640679933247,16.91307177038304,0.02054298116463886
rf,0.8777580475197897,10.606190355222731,393.94141270649123,18.511045285117625,0.02314989006208333
et,0.8766216968061272,9.903288877688174,380.82864280767234,18.28514562017233,0.021925420154940586
lgbm,0.875832593691056,10.718321993958622,393.2335389389917,19.00040857694536,0.023261222817515033
xgb,0.859928318828222,10.70843016409105,430.6869566932287,19.652708143081078,0.02317925579979436
BayesianRidge,0.8531554774095735,12.352421672344613,400.0868616426619,19.185425652450693,0.026315982722441688
dt,0.8453575593169914,10.637557123655913,477.91700952060927,20.08972409501309,0.022403156307536785
Adaboost,0.8374879121392527,13.986300016166235,481.0387967913806,20.835542962080073,0.0304754839818351
LassoLars,0.8174641678100187,13.315556389728982,512.3734271320375,21.513444281425972,0.028327993454232453
Lasso,0.8171232156127145,13.316076929243923,512.9748107488356,21.525782849228243,0.02832754775053443
HubR,0.7168247045551076,15.097105787248648,874.9753703667054,28.120258800904708,0.03194735750005166
lr,-1.688145533929543e+20,77238053833.34087,5.544734207725028e+23,235472593084.6212,184706245.2040202
