Dataset,Props_Used,Model,R2,MAE,MAPE,MSE,RMSE
vert,H1_,rf,0.9780964848465332,5.242380047514913,0.011653741648989208,82.62105628546297,8.993518778437434
vert,H1_,xgb,0.9760348410890444,5.261617456427588,0.011689031431165503,90.31503162375205,9.36972203592531
vert,H1_,gbr,0.9730501331249789,6.561515248540857,0.014871784589378356,101.41169509909875,10.011047683111649
vert,H1_,BayesianRidge,0.952567099078283,9.536877684467843,0.021940055771261326,178.3546064209087,13.302944235888441
vert,H2_,rf,0.9761596782640352,5.580901573205236,0.012333564290624752,89.87606180827052,9.36331408509895
vert,H2_,xgb,0.9741034807067408,5.587674911074026,0.012435271800802816,97.739493930186,9.76550847221621
vert,H2_,gbr,0.9737765840714637,6.544131927947397,0.01478282197869978,98.9748016836355,9.870023401134409
vert,H2_,BayesianRidge,0.949555473579857,9.88172081390632,0.022504100427813162,189.8944827675861,13.736201218398033
vert,H3_,gbr,0.9612385769498447,8.273241295037398,0.01908192177119684,145.93142744262667,11.968613093013284
vert,H3_,rf,0.9605886845345815,7.73713462014621,0.017873989838332764,148.77186021193066,12.05964984380416
vert,H3_,xgb,0.958762915570275,7.6722265042067646,0.017594257634139368,155.181984785093,12.305914845256295
vert,H3_,BayesianRidge,0.9495350667903073,9.814169148459348,0.02259140725017188,189.69058227539819,13.729278610967867
vert,P1_,rf,0.9749666710064726,5.442757083625123,0.012157153240421123,94.96612955685335,9.584288937277226
vert,P1_,gbr,0.97436975432633,6.425981226744324,0.014457592133429124,96.95944970475585,9.765570343511238
vert,P1_,xgb,0.9729576032432237,5.530903634646296,0.012396986321492085,102.48152032416922,9.909310850080093
vert,P1_,BayesianRidge,0.9467831388983932,10.293869959564187,0.023693466955062317,200.42821840597742,14.106345256798487
vert,P2_,rf,0.977398102512027,5.134908035995847,0.011424040168666726,84.29862502802233,9.016996054982938
vert,P2_,xgb,0.9747936160881844,5.107440127253639,0.011424035497901289,94.11134759192763,9.434888671266053
vert,P2_,gbr,0.9741157868898617,6.655324756304322,0.01502239221168666,97.1984201564784,9.79608082617252
vert,P2_,BayesianRidge,0.9540524548255437,9.241106241550407,0.020970221548335728,173.1380267756611,13.102795199910517
vert,V_,rf,0.9749788964108232,5.372003476544702,0.01201217697343597,93.90012965739645,9.483521169502037
vert,V_,xgb,0.9728578497716669,5.345760119497294,0.011995570197508385,101.77614082143158,9.830778764243531
vert,V_,gbr,0.9715618878971073,6.843552531960151,0.015499696676797676,107.17790426986855,10.248843885817438
