Dataset,Props_Used,Model,R2,MAE,MAPE,MSE,RMSE
wt_vert,H1_,gbr,0.9745883100260648,5.006507666421301,0.010789186335768782,67.81862095409336,7.944972432108756
wt_vert,H1_,rf,0.9707095801602476,5.081223252688174,0.010917850615833776,73.50696852555447,8.264349911139444
wt_vert,H1_,xgb,0.9667965875455234,5.456481755164361,0.01193974496443764,86.51845493691812,8.920824229661637
wt_vert,H1_,BayesianRidge,0.9262966772435843,8.647811701472293,0.019190822125825117,178.29099519193034,13.013894837601821
wt_vert,H2_,gbr,0.978719575388706,4.689896015819908,0.010088977952579712,55.6461924992856,7.238042668002903
wt_vert,H2_,xgb,0.9738563719595185,4.924567096464096,0.010672283422747864,65.32466516667236,7.743898067074551
wt_vert,H2_,rf,0.9705944565621785,5.128939673099077,0.010970049700506211,75.8944223570283,8.479844693065727
wt_vert,H2_,BayesianRidge,0.9202934468074565,9.076842750439985,0.020123918179450355,200.8286006653904,13.719703053681163
wt_vert,H3_,gbr,0.9580528454618719,6.498066713024192,0.014447237022344073,101.84598548559616,9.913513716097437
wt_vert,H3_,rf,0.9516048059579475,6.370651449711247,0.01406685203939918,113.14109759200849,10.326695423421778
wt_vert,H3_,xgb,0.9502768492598129,5.768992260963686,0.012683578503057883,106.68821436274254,9.759753708563288
wt_vert,H3_,BayesianRidge,0.931632500727457,8.788570516559954,0.019560492887332408,169.5490801500093,12.834684124953915
wt_vert,P1_,gbr,0.9670485255415932,5.579533509414134,0.012225760691475995,84.84305509897848,8.989705416778683
wt_vert,P1_,xgb,0.9641919659428808,5.422931140776603,0.011857173070259889,91.41779330962729,9.378076223470355
wt_vert,P1_,rf,0.9597233271104374,5.95796672747783,0.012919076904343688,100.34419317428862,9.835581804196627
wt_vert,P1_,BayesianRidge,0.92225390544926,8.806508402008767,0.01941197778607367,178.0312243184346,12.998448900269102
wt_vert,P2_,gbr,0.9611713594350147,6.760127229244199,0.01436135586922572,94.49055031006782,9.572615093241941
wt_vert,P2_,rf,0.9498240645966896,6.9458325124808,0.01505410762765784,124.25692803124373,10.773167223128207
wt_vert,P2_,BayesianRidge,0.943176792742342,8.528293799896634,0.01857136070038417,139.44389138665503,11.727577396599873
wt_vert,P2_,xgb,0.9428196853525499,6.8402954359977475,0.014851620870269344,140.3171543920493,11.546239821165326
wt_vert,V_,gbr,0.9566869346481381,6.790718892900353,0.014504535052270529,107.65162975926678,10.128222359305699
wt_vert,V_,xgb,0.9492975090261279,6.662334532583914,0.014400272194861067,126.05711599005448,10.911700048238933
wt_vert,V_,rf,0.9462390424195671,7.046655218894005,0.015299251361632996,132.7913958050211,11.107829915410258
wt_vert,V_,BayesianRidge,0.9339452232441465,9.06731906132988,0.019806758202027396,167.65264828859236,12.742209353417723
wt_vert,NCI_,gbr,0.9592531688709249,6.037847745598173,0.013201676795872194,103.81821022886348,9.932848552117019
wt_vert,NCI_,rf,0.9411715604495592,6.480701334965434,0.014419399791708004,150.53107585499134,11.555149825772979
wt_vert,NCI_,xgb,0.9244053742790239,6.787706681528398,0.015197833812101675,190.3937794454029,12.647429755302262
wt_vert,NCI_,BayesianRidge,0.8956227322510495,11.135374279175888,0.02474273493940084,266.58215405803423,15.945949957424215
wt_vert,MASS_,gbr,0.9405014219713437,7.290167485046669,0.016025392746738993,149.65353643372686,11.707694049228952
wt_vert,MASS_,rf,0.9363564437943912,7.366314669738863,0.016168896012312146,157.4344113471076,11.893706000659918
wt_vert,MASS_,xgb,0.9304864621111752,7.167713126520956,0.015807994708408976,166.42834434702104,12.457867569023477
wt_vert,MASS_,BayesianRidge,0.9301620010163643,9.390216281221742,0.020692801431025885,177.17880759840702,13.152344420553215
wt_vert,SASA_,gbr,0.9559836811710529,6.878834991636461,0.01471109427738371,109.23934208232076,10.16243272027533
wt_vert,SASA_,rf,0.9446666468459533,7.16995944940476,0.015565940222392044,137.30102581784053,11.250416250173616
wt_vert,SASA_,BayesianRidge,0.9341840488933929,9.152858931476318,0.020033112073498054,165.471302703068,12.61340182982902
wt_vert,SASA_,xgb,0.9321400846821299,7.417266942916378,0.016176037817843096,167.93754943209652,12.505430480272462
wt_vert,SCT_,gbr,0.9600905726604433,6.014829349721719,0.013220374668623826,105.54040458234374,9.74545291611384
wt_vert,SCT_,rf,0.9555736747516331,5.906157413041706,0.012919533938323183,116.91172936114651,10.350524214772951
wt_vert,SCT_,xgb,0.9546460961823501,5.768493879995039,0.012641247775423248,115.9559231666783,10.255354447133518
wt_vert,SCT_,BayesianRidge,0.9253636856127299,8.761576710898908,0.019663629586840307,189.16156265743004,13.390372932212745
wt_vert,PKA_,gbr,0.9706746367110624,5.397395077955124,0.011640511717386722,73.21394972903435,8.360547607455173
