lws-Sebastes_umbrosus---rna-XM_037771289.1_1	357
lws-Gasterosteus_aculeatus_aculeatus---rna-XM_040204459.1_1	357
lws-Poecilia_reticulata---rna-NM_001297452.1_1	356
lws-Poecilia_reticulata---rna-NM_001297450.1_1	356
lws-Poecilia_reticulata---rna-XM_008410572.2_1	357
lws-Poecilia_reticulata---rna-XM_008397471.2_1	357
lws-Takifugu_rubripes---rna-XM_003973673.3_1	357
lws-Oreochromis_niloticus---rna-XM_003442629.4_1	357
lws-Hippocampus_zosterae---rna-XM_052077331.1_1	356
lws-Zebrafish-lws1	358
lws-Zebrafish-lws2	357
lws-Polypterus_senegalus---rna-XM_039742986.1_1	365
lws-Lepisosteus_oculatus---rna-XM_006625291.2_1	364
opn3-Polypterus_senegalus---rna-XM_039738895.1_1	389
opn3-Lepisosteus_oculatus---rna-XM_006638657.2_1	385
opn3-Zebrafish-opn3	388
opn3-Anguilla_anguilla---rna-XM_035399654.1_1	385
opn3-Gadus_morhua---rna-XM_030379342.1_1	389
opn3-Takifugu_rubripes---rna-XM_003963666.2_1	387
opn3-Sebastes_umbrosus---rna-XM_037782784.1_1	424
opn3-Gasterosteus_aculeatus_aculeatus---rna-XM_040178094.1_1	388
opn3-Oreochromis_niloticus---rna-XM_003441240.5_1	388
opn3-Poecilia_reticulata---rna-XM_008430000.2_1	389
opn3-Hippocampus_zosterae---rna-XM_052081361.1_1	385
opn4m1_3-Polypterus_senegalus---rna-XM_039768401.1_1	596
opn4m1_3-Lepisosteus_oculatus---rna-XM_006630896.2_1	573
opn4m1_3-Anguilla_anguilla---rna-XM_035403289.1_1	569
opn4m1_3-Zebrafish-opn4m3	566
opn4m1_3-Gadus_morhua---rna-XM_030339331.1_1	577
opn4m1_3-Takifugu_rubripes---rna-XM_029845263.1_1	548
opn4m1_3-Hippocampus_zosterae---rna-XM_052069534.1_1	525
opn4m1_3-Sebastes_umbrosus---rna-XM_037753994.1_1	562
opn4m1_3-Gasterosteus_aculeatus_aculeatus---rna-XM_040175963.1_1	530
opn4m1_3-Poecilia_reticulata---rna-XM_008437056.2_1	560
opn4m1_3-Oreochromis_niloticus---rna-XM_005471434.4_1	557
opn4m1_3-Anguilla_anguilla---rna-XM_035399730.1_1	566
opn4m1_3-Zebrafish-opn4m1	593
opn4m1_3-Gadus_morhua---rna-XM_030379752.1_1	515
opn4m1_3-Takifugu_rubripes---rna-XM_003963765.3_1	515
opn4m1_3-Gasterosteus_aculeatus_aculeatus---rna-XM_040179400.1_1	570
opn4m1_3-Poecilia_reticulata---rna-XM_017308833.1_1	488
opn4m1_3-Oreochromis_niloticus---rna-XM_019355631.2_1	568
opn4m1_3-Hippocampus_zosterae---rna-XM_052080259.1_1	563
opn4m1_3-Hippocampus_zosterae---rna-XM_052079387.1_1	563
opn4m2-Anguilla_anguilla---rna-XM_035429327.1_1	498
opn4m2-Zebrafish-opn4m2	501
opn4m2-Takifugu_rubripes---rna-XM_003976724.2_1	463
opn4m2-Oreochromis_niloticus---rna-XM_003458129.3_1	470
opn4x-Lepisosteus_oculatus---rna-XM_015340274.1_1	520
opn4x-Anguilla_anguilla---rna-XM_035391554.1_1	697
opn4x-Zebrafish-opn4x1	532
opn4x-Gadus_morhua---rna-XM_030354370.1_1	615
opn4x-Sebastes_umbrosus---rna-XM_037751880.1_1	505
opn4x-Gasterosteus_aculeatus_aculeatus---rna-XM_040197824.1_1	550
opn4x-Hippocampus_zosterae---rna-XM_052051655.1_1	397
opn4x-Takifugu_rubripes---rna-XM_029837567.1_1	412
opn4x-Poecilia_reticulata---rna-XM_008424244.1_1	434
opn4x-Oreochromis_niloticus---rna-XM_003453905.5_1	420
opn4x-Anguilla_anguilla---rna-XM_035435626.1_1	537
opn4x-Zebrafish-opn4x2	461
opn4x-Gadus_morhua---rna-XM_030359731.1_1	561
opn4x-Gasterosteus_aculeatus_aculeatus---rna-XM_040196704.1_1	547
opn4x-Sebastes_umbrosus---rna-XM_037776908.1_1	551
opn4x-Takifugu_rubripes---rna-XM_003974819.2_1	550
opn4x-Hippocampus_zosterae---rna-XM_052067833.1_1	559
opn4x-Poecilia_reticulata---rna-XM_008418500.2_1	556
opn4x-Oreochromis_niloticus---rna-XM_003446105.4_1	557
opn5-Anguilla_anguilla---rna-XM_035421351.1_1	363
opn5-Polypterus_senegalus---rna-XM_039750003.1_1	355
opn5-Lepisosteus_oculatus---rna-XM_015349763.1_1	372
opn5-Zebrafish-opn5	353
opn5-Gadus_morhua---rna-XM_030345225.1_1	353
opn5-Gasterosteus_aculeatus_aculeatus---rna-XM_040161227.1_1	353
opn5-Takifugu_rubripes---rna-XM_029850052.1_1	363
opn5-Hippocampus_zosterae---rna-XM_052053003.1_1	356
opn5-Sebastes_umbrosus---rna-XM_037751507.1_1	354
opn5-Poecilia_reticulata---rna-XM_008398572.2_1	352
opn5-Oreochromis_niloticus---rna-XM_005465756.3_1	353
opn6-Polypterus_senegalus---rna-XM_039742143.1_1	383
opn6-Lepisosteus_oculatus---rna-XM_015350551.1_1	367
opn6-Zebrafish-opn6b	392
opn6-Polypterus_senegalus---rna-XM_039738374.1_1	402
opn6-Lepisosteus_oculatus---rna-XM_006638716.2_1	402
opn6-Anguilla_anguilla---rna-XM_035406455.1_1	415
opn6-Zebrafish-opn6a	420
opn6-Gadus_morhua---rna-XM_030351080.1_1	402
opn6-Sebastes_umbrosus---rna-XM_037763268.1_1	118
opn6-Gasterosteus_aculeatus_aculeatus---rna-XM_040185538.1_1	409
