feature,p_value,score,gbr,rf,xgb,BayesianRidge,mean
p1_H1,6.647001595122499e-06,20.901282474826722,0.0008542273527229197,0.007918591644483214,6.471233e-05,0.47512789721558546,0.12099135713585808
p1_H3,0.8208405970049567,0.05136044734988978,0.0,0.0,0.0,0.0,0.0
p1_NCI,0.467945152367351,0.5279367424324573,0.0,0.0,0.0,0.0,0.0
p1_SCT,0.9167986752414157,0.010928624168207966,0.0,0.0,0.0,0.0,0.0
p1_PKA,0.20925873989321986,1.5821729987593218,0.0,0.0,0.0,0.0,0.0
p1_PKB,0.06158950262275727,3.515845429955748,0.0,0.0,0.0,0.0,0.0
p2_H1,0.14879756916431522,2.0934443004893417,0.0,0.0,0.0,0.0,0.0
p2_H3,0.0007951166914445826,11.445317295630364,0.00020543819570458032,0.009818994329214277,0.00011218487,0.043791025526921816,0.013481910730226988
p2_NCI,0.21582345539858647,1.5372987033540775,0.0,0.0,0.0,0.0,0.0
p2_SCT,0.0060491759979718245,7.625190750749024,7.63129474996374e-05,0.005478173469789464,0.0,0.01788324797871653,0.005859433599001407
p2_PKA,0.2264470916090389,1.4680298317784493,0.0,0.0,0.0,0.0,0.0
p2_PKB,0.2737775947582529,1.2013653651440963,0.0,0.0,0.0,0.0,0.0
p3_H1,8.067185937440973e-07,25.21457981623025,1.235084238201376e-06,0.00873714494378116,3.9571205e-05,0.06410416535898053,0.01822052914799483
p3_H3,1.409830838249835e-08,33.69507078558785,0.0005378995788876361,0.019801540581506336,0.0,0.285591316539304,0.07648268917492448
p3_NCI,0.01812354444361259,5.635288486848749,8.344541131735841e-05,0.01878195373432395,5.741285e-05,0.7008905861413206,0.1799533495342044
p3_SCT,0.0029207088700818795,8.97809400397597,0.00013634144383167256,0.0051182642851422995,1.5269017e-05,0.1578216792805939,0.040772888506701944
p3_PKA,0.41697982711281545,0.6603235085536524,0.0,0.0,0.0,0.0,0.0
p3_PKB,0.21528725562090406,1.5409026144122144,0.0,0.0,0.0,0.0,0.0
p4_H1,0.03068977477475885,4.7070200015605765,0.0014039540359464496,0.015300203688964948,1.4202026e-05,0.1645719247099955,0.045322571115289256
p4_H3,0.2874556905259973,1.1348382465832292,0.0,0.0,0.0,0.0,0.0
p4_NCI,4.9960830433215855e-05,16.852767277246407,2.3288019520825645e-05,0.01149830167501071,0.00016304146,0.11654086365534773,0.03205637370313384
p4_SCT,0.003770324267932695,8.501104370418524,5.341810403459938e-05,0.005625890393041363,0.0,0.14160486127940067,0.036821042444119156
p4_PKA,0.029509830819719984,4.775386614800637,1.5511880323523324e-05,0.014524026424796672,0.0,0.2493629890157262,0.0659756318302116
p4_PKB,0.012686972105183788,6.274576404948513,0.008344655314832753,0.019217207342439334,0.0005574825,0.1877164523353842,0.05395894936701779
p5_H1,0.00015983648929547635,14.557358993387837,0.0007992531748555047,0.018459834461084304,0.0020491288,0.508764770962096,0.1325182468389564
p5_H3,0.6099774848602332,0.2606611489686122,0.0,0.0,0.0,0.0,0.0
p5_NCI,0.004837934691797054,8.037937265111054,0.0004508179103208801,0.009376203348155681,0.0008971004,0.6349534320361477,0.1614193884306859
p5_SCT,0.3232821404214412,0.9782893574900099,0.0,0.0,0.0,0.0,0.0
p5_PKA,0.24892907592776028,1.3335911777034066,0.0,0.0,0.0,0.0,0.0
p5_PKB,0.09766221436057648,2.757550291279416,0.0,0.0,0.0,0.0,0.0
p6_H1,0.08302290446150146,3.021397916885203,0.0,0.0,0.0,0.0,0.0
p6_H3,7.835228823389814e-46,270.86403037661285,8.752673922257179e-06,0.032728541977854575,2.2627099e-05,0.09722290204622312,0.032495705949146914
p6_NCI,0.01732425631564111,5.715694316968902,0.00035927483804337626,0.015371072141770277,0.0,0.07845922859076744,0.023547393892645273
p6_SCT,1.8560492835033286e-32,172.26018901572525,6.780899075906056e-10,0.01053213402783746,0.0,0.0027515086477869666,0.0033209108384285833
p6_PKA,2.37231810636826e-34,185.2129687650302,1.5391969049912998e-05,0.04396029197606457,0.0,0.21227806366057508,0.0640634369014224
p6_PKB,5.279553593413348e-30,155.93536972221247,0.00100880347986368,0.014959690668263578,0.0,0.25536198481963596,0.0678326197419408
p7_H1,6.842722718700345e-06,20.842480435231245,0.0006377322645602167,0.00619067632123251,0.00013628814,0.1735786705715676,0.04513584182555472
p7_H3,4.233684209250036e-17,78.15035810064936,0.1844503132794677,0.030770807181107255,0.0,0.39719004913572675,0.15310279239907543
p7_NCI,0.14394475721447003,2.1445510355022455,0.0,0.0,0.0,0.0,0.0
p7_SCT,9.62088957218616e-22,104.64114248995251,1.0733500752901036e-05,0.02574982877956146,6.0877746e-06,0.03161970241997287,0.014346588118730907
p7_PKA,3.8797193786960784e-31,163.41361339781722,0.0003139650182322366,0.00991359477444287,0.0,0.20551557238955712,0.05393578304555806
p7_PKB,2.9492690312016545e-30,157.59386162446103,9.726461274050179e-05,0.027603262106691024,0.0,0.15935318797550654,0.046763428673734515
p8_H1,1.975254059651231e-05,18.70531683774053,0.0001869962091579986,0.010950488061674778,4.6690498e-06,0.06816331500773373,0.01982636708208122
p8_H3,0.04647291875691409,3.9916913311092603,0.00010739944952661277,0.003333511609265234,0.0,0.10949158324546113,0.028233123576063245
