feature,p_value,score,lgbm,gbc,rf,BayesianRidge,xgb,mean
p1_GAP,0.6248273310025485,0.23936244785640698,0.0,0.0,0.0,0.0,0.0,0.0
p1_L,4.378079851530339e-23,105.52125855399474,0.0,4.67449781691239e-05,0.01574762096493161,0.010660383041203689,0.0,0.005290949796860884
p1_M,5.541078591793829e-21,94.5005393159806,0.2127659574468085,0.00024162471581617713,0.0009812514793522457,0.025255707385138933,8.036672e-06,0.04785051553976631
p1_Q,7.607708488583927e-05,15.849889093651871,0.0,0.0,0.0003459758552773879,0.0225259830558586,1.029515e-05,0.004576450812202696
p2_GAP,0.6674139977154947,0.184805522583846,0.0,0.0,0.0,0.0,0.0,0.0
p2_LMDTGPHY,9.215049603160806e-10,38.58385142383311,0.1276595744680851,0.0007046300932117596,0.009708386473288973,0.22785736379331162,6.83393e-06,0.07318735775157978
p2_N,5.0112455422357516e-45,230.95988186640588,0.0851063829787234,1.471962033735689e-05,0.006721505972088249,0.046197966791892954,8.741761e-06,0.027609863424832633
p2_Q,0.17928003974042003,1.8073672618380578,0.0,0.0,0.0,0.0,0.0,0.0
p2_S,5.295923274070357e-132,966.7005225834787,0.02127659574468085,0.00139099044271792,0.126306868196382,0.01863335248582686,3.108031e-06,0.03352218298012626
p3_G,4.139772521853201e-93,582.945840418586,0.02127659574468085,4.485950398795252e-06,0.03152956379772815,0.0198804366284672,6.9024543e-07,0.014538354473340762
p3_GAP,6.484529314261519e-125,888.8902692314867,0.0,0.00036285511928704236,0.0003229063599565333,0.053975157808322245,4.895943e-07,0.010932281776373029
p3_KRPSQ,0.1296396727861391,2.302483895467012,0.0,0.0,0.0,0.0,0.0,0.0
p4_E,3.767707216721773e-51,269.55216387377584,0.23404255319148937,0.0018417278879019126,0.003742508828888582,0.027480249975467323,4.7300205e-06,0.053422353980842274
p4_G,1.6047354569446944e-11,47.014148433050686,0.0425531914893617,0.003122015351149592,0.00458229089235259,0.10538744007197466,7.907602e-05,0.031144802764336836
p4_GAP,0.3236030088669678,0.9757678799640358,0.0,0.0,0.0,0.0,0.0,0.0
