,R2,MAE,MSE,RMSE,MAPE
et,0.9198452707806052,9.7900303962704,217.54650589310035,14.579755810789598,0.02128371352463105
lgbm,0.9141541550387563,10.50021128051593,225.60672588011147,14.904975654632349,0.022792604955453693
rf,0.9071423860692107,10.315174312354312,248.42845817930075,15.529623654647878,0.022433383180792684
gbr,0.9052011079718568,10.868450512881317,255.82011099439578,15.711724228091517,0.02358402607707184
Adaboost,0.8981821757075613,12.679200218497872,270.5908384636994,16.38361856903501,0.027377143487495044
xgb,0.8964165031909943,11.073550247014541,283.4363606910969,16.56543220509436,0.02403049887405866
BayesianRidge,0.8755011677742004,14.18981871263909,333.697306876464,18.13727969539508,0.030683963038848062
lr,0.8754981756210327,14.187165456064932,333.70719541968754,18.137135313741044,0.030676211685982946
HubR,0.8733684856595213,14.234059539652417,339.9801349490957,18.28878166230528,0.03071961047755174
Lasso,0.8468626260757446,15.904076463819383,413.98258135519325,20.242721700186156,0.03478024290607801
LassoLars,0.8468626022338868,15.904077243475921,413.98263072963255,20.24272275476188,0.03478024490622207
dt,0.827740709962064,12.826207459207458,451.33235734265736,20.892455185808082,0.027778088885928632
