Tree,Relation_Handling,N_Folds,Model,Threshold,R2,MAE,MAPE,MSE,RMSE
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,et,1,0.9081245642213105,9.486085326845284,0.020537497495963414,284.80388510781347,16.202096233756972
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,rf,1,0.8930344180998333,10.925032350968703,0.0236675804000466,325.1531846708941,17.79320311534699
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,gbr,1,0.8905917237281248,10.841515241770628,0.02361860779667283,339.11813792350125,18.016906100596067
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,lgbm,1,0.8894266986602425,11.492401723937224,0.025081258419947804,337.41236541809957,18.065387931876995
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,xgb,1,0.8829160357645959,10.299175370008129,0.022622177706052522,368.51250236694443,18.481514819936773
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,Adaboost,1,0.8730554443863658,14.129773283427856,0.030523340374153645,396.7513377576236,19.705500930200365
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,BayesianRidge,1,0.8714079766641047,12.407527056741673,0.027479073746038706,393.11370117285253,19.610652158207014
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,HubR,1,0.8402464970936275,13.30307536123992,0.0294275005331781,485.04980984530476,21.826684971696533
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,dt,1,0.8089588973912804,11.826049299061594,0.025574225954073444,595.7726174747384,23.997571864897346
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,Lasso,1,0.7970821043217642,17.66613939632699,0.03881758181858031,625.0787225759025,24.883942300284765
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,LassoLars,1,0.7970745997754848,17.66611690046394,0.03881731908255816,625.0951961988451,24.884192760593816
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,lr,1,-218682059848479.3,257623474.19064054,594334.4480612224,5.7506790478584794e+17,423277305.9885903
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,BayesianRidge,3,0.8841699511746615,12.816033074856028,0.028180496269000533,406.6971478677529,19.93370820550976
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,HubR,3,0.8681361688275653,13.788521587695977,0.030333074021449757,465.36063613738435,21.41818100852445
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,et,3,0.8587484157461504,12.395254101479917,0.027325782471529104,492.82837886617097,21.41981874674205
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,rf,3,0.8483445840760506,13.8469743680996,0.030671400838733136,527.0888651458598,22.622752772318922
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,Adaboost,3,0.8455357882255512,15.599014684097432,0.033700745022308756,541.9940049875808,22.794890091846856
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,lgbm,3,0.8394686008231294,14.444826264812178,0.031661315140903507,560.111333502517,23.41004113628636
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,gbr,3,0.8219565634271403,14.391267577088612,0.031417986414123106,625.5765658298196,24.555072908439477
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,Lasso,3,0.8029207588198538,18.702059438636738,0.041472382251565194,686.874656015277,26.012040192879578
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,LassoLars,3,0.8029054276979888,18.70226477229886,0.041472484126139256,686.9293961623829,26.013219776150514
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,xgb,3,0.7693413495214634,14.361326478528985,0.031383751742951764,803.2441425247225,27.01496280623862
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,dt,3,0.6869856461509134,17.828837914023957,0.03898087714232133,1097.9330162931642,32.62166206863606
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,lr,3,-6.0305675002433885,90.87379041978429,0.20098142224970172,25039.448582517867,128.66727617771045
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,et,5,0.8550683552260272,14.541585263559963,0.03258370355814176,560.7895234791209,22.688832989034246
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,BayesianRidge,5,0.8539009737062621,15.132016229996884,0.03350116797995889,560.6843627617966,22.57902323698861
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,Adaboost,5,0.8444556360186242,16.7672997717663,0.03689103435157309,592.534662170519,23.45948853385819
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,HubR,5,0.8325751522646302,16.538920885271523,0.03658232352559696,626.1689047440689,24.34045171517787
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,gbr,5,0.8306306972615151,14.93961457943378,0.03301012026191868,643.0139047922488,23.35199114970067
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,lgbm,5,0.8243049628362578,15.637994511784845,0.034862853977725684,681.7725656889339,24.353295276435027
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,rf,5,0.8098422206564567,15.82035151883719,0.03525501692395036,722.1265718042665,24.79735565549783
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,xgb,5,0.8016085124521586,14.28822068704471,0.03216300476343865,749.9144452409698,25.1835834343759
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,LassoLars,5,0.7773840962380877,20.36146624236126,0.04516180627774881,843.2130654967865,28.064829180864574
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,Lasso,5,0.7773617719568745,20.36168353490055,0.04516246412361517,843.2745486172402,28.066081135005412
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,dt,5,0.6906544489665791,19.39923889268626,0.04294957111264165,1171.0569195870692,31.99031665215449
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,lr,5,-2.963096793548376,60.44849473989241,0.13002672301745194,11964.379979583688,85.89760300819654
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,et,7,0.8332156917072101,14.449993909011877,0.03210497711503276,586.1896841700781,23.590175056689972
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,Adaboost,7,0.8148591662513986,16.490188695589133,0.036366078363870104,669.5927719544468,24.624566943304195
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,BayesianRidge,7,0.812098145321178,16.551074082819348,0.03694409762637514,668.6508903380316,25.183001929054317
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,HubR,7,0.7829585738280376,17.904338308411305,0.0401105349503473,768.7033024364084,27.33119741036641
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,rf,7,0.7677894948768391,16.706950047329276,0.03714534426039444,852.7253139964147,28.022827864973436
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,lgbm,7,0.7645846897696769,16.97499092937273,0.037765597196835254,832.8402045078104,27.970481345965766
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,Lasso,7,0.7284234209670193,20.392036139101286,0.0452154268808975,994.4683442905683,30.712985340601307
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,LassoLars,7,0.7283799155068273,20.39464855481316,0.0452207363075493,994.6080276392355,30.71487117958846
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,xgb,7,0.7173479751755039,17.60967955906265,0.03884929904660159,1009.713700240038,30.595319989738368
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,gbr,7,0.7052339137805266,16.738984455006552,0.03679664950573275,1054.9508914045039,30.744454008792083
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,dt,7,0.6350575568574816,17.962999130686757,0.038940485440074765,1326.9721886409736,33.929681750145114
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,lr,7,-7026298759347718.0,1150127801.9862652,2535834.989446164,1.9458712784829026e+19,2000280950.429144
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,et,9,0.833367935030679,15.252863873327112,0.033594234859321746,545.6546333691256,23.181663258716036
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,BayesianRidge,9,0.7774636136668933,15.713392298196656,0.034729910277045965,705.6417163648041,25.975478818263213
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,rf,9,0.7527797622938728,16.87514787581699,0.037263312022148956,785.7442690651262,27.449512815324603
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,lgbm,9,0.7382808116746701,17.072664413663198,0.03735741921999519,834.690078324356,28.262315177661655
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,HubR,9,0.7364337907064913,16.773047414425005,0.03702264107454156,833.454592034305,28.204046989556723
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,xgb,9,0.7200720941989953,16.361570733809746,0.0356034884474537,899.0406169682094,29.340842916813074
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,Adaboost,9,0.7161789013738142,18.976582269913173,0.04174222450071651,918.6352724878645,29.676302978789664
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,gbr,9,0.6913258702460224,17.075309863344724,0.03730143890515226,970.3973626719915,30.073576063913162
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,dt,9,0.6278422710644556,21.15182072829132,0.047401647238612975,1220.6997471210705,34.38230056954723
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,Lasso,9,0.6214135029564,22.175635612529103,0.0492998836103392,1263.1326364662234,35.10787766114655
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,LassoLars,9,0.6212674764585848,22.17552556992332,0.049299656548185335,1263.5953774663797,35.11408825041265
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,lr,9,-1877049916419417.5,635836017.8833802,1315422.3905427533,8.124891670316603e+18,1274746431.8548613
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,et,11,0.7894529689448955,15.716334245014247,0.03470565628820572,681.7577164222224,24.931964693608666
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,Adaboost,11,0.7713766051590729,18.420418587189776,0.040562281890186534,771.5903444161029,26.616787474994872
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,BayesianRidge,11,0.7232017369920725,17.68557588032341,0.039698115788034435,887.3752969072254,28.556597220784784
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,HubR,11,0.7213601819363773,18.137999066277686,0.04044543923025349,891.7406301456788,28.766207120015345
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,xgb,11,0.7092999280746225,16.641004071444865,0.03648355624509369,902.7001688413782,28.509493647050743
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,rf,11,0.7038603439704763,19.045253694207027,0.042498998226846246,935.0553342042227,29.091467801425658
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,gbr,11,0.6820998185316152,17.927598687664158,0.0394944553429551,1022.4625999063339,29.840762298820085
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,lgbm,11,0.6632450586601042,18.611328938922284,0.04061208610554091,1028.7654883853454,29.663096933767246
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,Lasso,11,0.6525171360238184,22.513126260393868,0.05030038295261994,1154.7892725420347,32.958660338438264
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,LassoLars,11,0.6525029564516467,22.51519421747291,0.05030597017859491,1154.933290815152,32.961666835818804
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,dt,11,0.6199776279415972,20.20083190883191,0.0441835190927092,1281.4113390313391,34.38439355682925
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,lr,11,-132989237111100.34,307763315.16695476,688353.8284744868,5.200375308112577e+17,453002192.79982644
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,et,13,0.798541944682872,17.069059810094952,0.03791656362298863,652.7237888321982,25.398973909606706
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,lgbm,13,0.7049930678477888,19.840586929942212,0.04396247738708935,932.4936289042573,30.0618586982635
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,rf,13,0.6886876994622352,20.58315126020663,0.045652629091587134,976.7507588237622,30.768081903691602
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,BayesianRidge,13,0.6752499028864948,19.549019057063934,0.04364095386054072,1019.9924173159012,31.076273417529887
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,Adaboost,13,0.6751678867819969,20.92728204386869,0.046142484849215355,1013.1942271661253,31.30648629021514
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,HubR,13,0.6742901785479176,19.57199340683807,0.04395735610892528,1023.7834696179913,31.081681875386824
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,gbr,13,0.6502935790609538,19.59849525839697,0.043505841503981124,1059.8784661305472,31.51058283843991
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,xgb,13,0.6244787678225829,20.88309380633344,0.046366703129840287,1143.180040540416,32.87765262341556
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,dt,13,0.5960840143290842,22.871121010923112,0.04936015027036374,1372.440553437567,36.90489099494166
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,LassoLars,13,0.5817364361666962,24.187272853273623,0.053857380981499225,1350.0676206855883,36.43577860816091
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,Lasso,13,0.5815741359801292,24.189628505974927,0.05386233452664568,1350.5867661818452,36.44241633812479
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,lr,13,-2481931514389574.0,1148911190.7515998,2440480.6766417967,1.0236507141051568e+19,1636491062.9154868
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,Adaboost,15,0.6824734083588027,20.682041685171278,0.04577817453655602,1014.6111507823977,30.278629299388296
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,et,15,0.6723277383112274,19.663213157894738,0.04368466154240032,1030.8187356754383,30.26862931433775
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,BayesianRidge,15,0.6720084163595642,20.73288497476169,0.04587791574763236,1002.4693412342765,30.38982579381651
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,HubR,15,0.6567162566251832,21.13047939290078,0.04637339517976046,1012.8904634285097,30.89385093482004
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,gbr,15,0.6282520760049934,21.637471246847735,0.048337396074420204,1195.4630474874125,33.64955903648121
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,rf,15,0.6270432276243196,21.657485326953747,0.04819229031895418,1185.5369272650184,32.70480450298141
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,lgbm,15,0.622753495977375,21.603051318457975,0.04852414700697205,1180.4161229316223,31.64825407560138
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,xgb,15,0.5785929395574987,20.97969051476681,0.04721448805666539,1338.9246493031114,34.801577309637736
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,LassoLars,15,0.5508714576463213,24.781291301210157,0.055337058238604166,1466.2769585790254,35.73522280408737
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,Lasso,15,0.5507697142147786,24.782829560704045,0.05533927289987576,1466.4219149960886,35.73802869375159
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,dt,15,0.45082326556646046,25.664322169059012,0.0570089331075206,1841.8765071770335,41.57488062533797
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,5,lr,15,-170441603430274.53,249125762.64825544,502745.5535464933,5.556906180225055e+17,333373878.9177271
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,et,1,0.9231791038387009,8.983079190584741,0.019800467663251074,270.41289860745866,15.142368032158064
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,xgb,1,0.9207312580474725,9.285762030582502,0.020295353852650612,270.1118655320561,15.63788035245903
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,BayesianRidge,1,0.903876022925447,11.187391984997127,0.02472919342511598,322.37400835929327,16.90646770142333
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,rf,1,0.8990084681931985,10.156589325551899,0.022164120489451947,358.8363764056761,17.37172627624759
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,lgbm,1,0.8978818104864634,10.389982192633672,0.022799788122672845,353.49385351876595,17.379104757553925
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,Adaboost,1,0.8945858283710657,13.249274684504197,0.028538828304852513,354.6407224067277,18.157535779782854
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,gbr,1,0.8871071358287349,10.708481457568723,0.023204416731588868,392.962890084904,18.20238921338282
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,HubR,1,0.8756695700695891,12.283151772101187,0.02718772571478261,395.9978786480059,18.913412577322795
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,LassoLars,1,0.832680471409809,16.85775231746982,0.037669497871064946,571.5170177032733,22.789636901445668
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,Lasso,1,0.8326775187791032,16.857718526088533,0.037669582933953845,571.5250106089309,22.789909867541045
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,dt,1,0.8228604574331384,11.370320663813311,0.024243731642022016,551.5818787591086,22.429574482331724
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,lr,1,-2.445435276724889e+18,30454524711.245773,71424059.18931967,1.0006505956842022e+22,49779820168.52501
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,xgb,3,0.906039781836318,9.587568731590308,0.020863062131408913,335.83978700183116,17.076612691076143
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,et,3,0.8952780873252852,10.85964757424475,0.02394374683699009,365.27824005010166,18.12592635272118
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,BayesianRidge,3,0.8911885235152615,12.623244434297321,0.02792921958159663,370.9315178935228,18.694152482857785
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,lgbm,3,0.8911345271971736,11.280718127069127,0.02485493003714527,380.89496984786155,18.383107339458746
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,rf,3,0.8798456511396884,11.969438168171749,0.026403522838286002,410.4354152676475,19.501148407751934
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,gbr,3,0.8786116791331322,11.965748780170548,0.02628017539604741,417.1050080695968,19.620994952059696
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,Adaboost,3,0.8652200017728613,15.148833827368595,0.03294178198155685,465.7320942207269,21.236089787896688
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,HubR,3,0.8598597857096172,14.128052265691728,0.031185140716094503,467.9881244299686,21.236787465646856
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,LassoLars,3,0.8052885394611142,18.515466264430707,0.041307513955514255,674.3505775058529,25.522020340700514
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,Lasso,3,0.8052687530604301,18.51568410304256,0.04130855953382563,674.4176897391949,25.523224594279124
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,dt,3,0.7129844412122388,15.52261783318904,0.03362886661291858,940.4907547857713,29.764071974907964
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,lr,3,-184.81360298650492,251.91907944155196,0.542303305934619,454658.7286988585,358.6254434453409
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,BayesianRidge,5,0.8726310814631654,13.002072489777404,0.0287466190978337,386.6536726391641,19.22158427597529
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,et,5,0.8698518931589336,12.16666291316302,0.027019024597981025,401.82751979312866,19.722515120167458
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,Adaboost,5,0.8650129112801941,14.109303499489027,0.030558845206637753,421.0854569421565,19.709922661043915
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,lgbm,5,0.8495215620831387,13.346375585463438,0.02978121531947278,469.22756245429895,20.90629650566299
wt_vert_vpod_1.2_LG_F_R6.treefile,leave_out,8,HubR,5,0.8452340721017129,14.280265999936596,0.03154993761483062,472.5017923741302,21.477082936581336
