feature,p_value,score,BayesianRidge,gbc,rf,lgbm,xgb,mean
p1_GAP,0.45020098655058527,0.5722234362887896,0.0,0.0,0.0,0.0,0.0,0.0
p1_L,4.5517822579900076e-06,22.126947715645,0.21683718646089595,0.0002256217232973517,0.0032968225097278004,0.0,2.9150979e-05,0.04407775633451663
p1_M,5.726046985135945e-07,26.571298289172596,0.08273298483486814,0.0013108710911851212,0.005187177712160234,0.06896551724137931,1.1000676e-05,0.031641510311086654
p1_P,0.35759211822853876,0.8499604823555417,0.0,0.0,0.0,0.0,0.0,0.0
p1_TAHYGVQ,0.17533344921365715,1.8488620404554459,0.0,0.0,0.0,0.0,0.0,0.0
p2_GAP,0.2073026131074614,1.5997424823489188,0.0,0.0,0.0,0.0,0.0,0.0
p2_M,0.38857562521596867,0.7464035944403595,0.0,0.0,0.0,0.0,0.0,0.0
p2_N,0.0542449666072799,3.745828027159855,0.01805964331651272,0.0002788775448508727,0.05215078518953895,0.034482758620689655,1.3796679e-05,0.020997172270121135
p2_S,8.059519484144385e-21,108.3062230267881,0.013382475908027582,0.0009046682660902966,0.30650634489601214,0.0,0.00011240195,0.06418117820347854
p2_TLP,0.6680398360182209,0.18440838413214836,0.0,0.0,0.0,0.0,0.0,0.0
p3_E,7.558692758190254e-12,52.485008169832476,0.22569844509363493,0.0006626267210590823,0.004851533526460236,0.0,2.1800273e-05,0.046246881122894115
p3_G,0.0003603028378823861,13.141166529227219,0.057838244509739914,0.005327774408349713,0.005038114750790205,0.034482758620689655,6.5384156e-05,0.02055045528915131
p3_GAP,0.10297809814801656,2.6814676865707248,0.0,0.0,0.0,0.0,0.0,0.0
p3_YSFKDTL,0.0005594429712531052,12.269589029321867,0.305169009956329,4.637681275719906e-05,0.02961450606129726,0.0,4.3355743e-05,0.06697464971475685
p4_GAP,1.257601579415426e-13,62.68947417483727,0.15636269556059196,0.0004544089617287853,0.001549293034431926,0.0,1.581801e-05,0.0316764431133645
p4_ILPEVANSQ,0.03739662281515165,4.386220963610113,0.1115385572415392,4.640160031927286e-05,0.003238822749368276,0.0,7.031804e-05,0.02297881992649593
p4_M,0.004536405490735819,8.226983092690881,0.2417225691827024,0.0036039475207129417,0.010745141416812104,0.0,0.00073765975,0.051361863573960484
p4_R,4.768760787355692e-09,37.243710182256635,0.07930307082582948,0.00024117209270293731,0.0031729933814028037,0.0,4.5029064e-05,0.01655245307288602
p4_T,0.01831162203296188,5.6516324871276415,0.0012534636238001797,0.0021173200443484488,0.1014941568650177,0.0,2.1846145e-07,0.020973031798923583
p5_D,0.22320617700444806,1.4922051423243439,0.0,0.0,0.0,0.0,0.0,0.0
p5_E,0.0012005359830146013,10.77380851509222,0.012836212136294862,0.0002834170216686137,0.0005569680335686853,0.0,4.5124845e-05,0.0027443444073466158
p5_GAP,3.027666581965631e-16,78.46702358793421,0.05679449737175138,6.220251178291136e-05,0.003655577612514491,0.0,0.00025378182,0.01215321186357207
p5_H,0.0006038131842748848,12.119101972284867,0.08168160107634635,0.00026183574714096837,0.0019018502523086682,0.0,2.870881e-07,0.016769114832781852
p5_K,0.16639882987671636,1.9280804085148162,0.0,0.0,0.0,0.0,0.0,0.0
p5_M,0.046294551772165314,4.016927056794807,0.02274077796178413,0.0010843249521790908,0.0004498423775804966,0.0,0.0015734452,0.005169678090110862
p5_Q,0.0008365346944349794,11.478725780922217,0.22479007248519117,0.00015333204878839837,0.0042237499930847565,0.0,3.5993826e-06,0.04583415078192895
p5_R,0.05444632415385486,3.7395237883523036,0.021944741296397226,4.559590970935516e-06,0.0019423086949541515,0.0,6.7045257e-06,0.004779662821610671
p6_D,3.292100292179279e-06,22.81423399176476,0.19134693747162768,5.3523911193977214e-05,0.01098572553634813,0.0,9.73306e-05,0.040496703504118006
p6_E,7.692066951867039e-11,46.885495253799675,0.308029360627076,0.00025393352994745026,0.00692151419923256,0.0,2.8521422e-06,0.06304153209968884
p6_G,0.00599898947405405,7.702197339715384,0.013538811300749212,0.00015862646547597884,0.013155191007611661,0.13793103448275862,1.1951543e-05,0.03295912295982844
p6_GAP,0.9628761150895446,0.0021714397141980556,0.0,0.0,0.0,0.0,0.0,0.0
p6_P,0.011708059737716166,6.464076343620624,0.05170176794014947,1.4669559946203264e-06,0.004281897916091239,0.0,9.424558e-05,0.01121587567861505
p6_Q,0.00020939738058132974,14.225329039138973,0.04045849499844148,1.8442309194904554e-05,0.014964399326860008,0.0,0.000302162,0.011148699725358221
p6_R,5.90542856793267e-06,21.57666410332904,0.09508223881130007,8.414803713298699e-06,0.003424242741758876,0.0,1.7758122e-06,0.0197033344337876
p7_D,0.004610035920658869,8.196638727009534,0.04964262818045291,0.00031719017604479914,0.006904278792695482,0.0,4.7053894e-05,0.0113822302087141
p7_E,9.62192018149464e-16,75.37000280224922,0.17302189655674827,0.34728239030242086,0.033258557971131926,0.034482758620689655,1.9253643e-07,0.11760915919748476
p7_G,0.009653809329470946,6.818578065940797,0.1715480696131587,0.0001030464349590079,0.00254477188315458,0.0,2.4591968e-06,0.03483966942561871
p7_GAP,0.8068544610858673,0.05992022359381712,0.0,0.0,0.0,0.0,0.0,0.0
p7_I,0.3768732116805098,0.7841053768011683,0.0,0.0,0.0,0.0,0.0,0.0
p7_K,0.24095545831592508,1.3825862997572078,0.0,0.0,0.0,0.0,0.0,0.0
p7_L,0.6295930486709216,0.23327792399559472,0.0,0.0,0.0,0.0,0.0,0.0
p7_NVM,0.5527332370015792,0.3535490866336373,0.0,0.0,0.0,0.0,0.0,0.0
p7_P,0.004298098685656382,8.32877856853291,0.19989079124621664,0.014599714576632799,0.0024141975325834286,0.034482758620689655,1.9692267e-05,0.0502814308485256
p7_Q,0.09096990693414687,2.882807902418352,0.0,0.0,0.0,0.0,0.0,0.0
p7_S,0.00010192611948411581,15.67836898722939,0.11151203894207527,0.0004388487387867813,0.0022887995750745316,0.0,5.873178e-07,0.022848054914747264
p8_E,3.8822090460117134e-11,48.52235789635048,0.003454302052834264,0.0001303201484070865,0.006354350188514561,0.0,8.720442e-06,0.0019895385662823616
p8_F,0.3507247871709407,0.8746164787983557,0.0,0.0,0.0,0.0,0.0,0.0
p8_GAP,0.09201281419008141,2.864196902746106,0.0,0.0,0.0,0.0,0.0,0.0
p8_GVAWMHILQ,0.01693858386450139,5.79221329825283,0.23423090029086513,0.00052464692830033,0.009142537453946317,0.0,0.00023669603,0.048826956139670405
p8_N,0.03370769794829296,4.567523768251254,0.3293322722910593,7.250291186823277e-05,0.003007375844044015,0.034482758620689655,0.001314709,0.07364192372613956
p8_S,2.2194661764128685e-14,67.13496557651861,0.08734836197477627,7.01837302636958e-05,0.13178860586261687,0.0,0.0,0.04384143031353137
p8_Y,0.4000347200685398,0.7110305025392306,0.0,0.0,0.0,0.0,0.0,0.0
p9_F,2.408081264961349e-06,23.480152471937945,0.19507619500117895,0.001266516057132193,0.002976278992561603,0.06896551724137931,1.5090836e-05,0.05365991962571319
p9_GAP,0.09201281419008141,2.864196902746106,0.0,0.0,0.0,0.0,0.0,0.0
p9_I,1.189420637422308e-07,30.0125622842288,0.3354376762632557,0.00016207535352177083,0.003301155665141201,0.0,3.711446e-08,0.06778018887927591
p9_LYMTPQ,0.4393977756074634,0.6000717665577464,0.0,0.0,0.0,0.0,0.0,0.0
p9_V,0.0013551161357997052,10.538617665037659,0.2988293154631881,0.0003611016676984569,0.0006023333046157529,0.0,0.00041040764,0.06004063161431682
p10_F,1.0083170849133487e-09,40.82593307208065,0.2606015301810597,0.17776606645588663,0.035965325285859516,0.0,1.1671686e-06,0.09486681781829076
p10_GAP,0.43992361457036133,0.5986917872045046,0.0,0.0,0.0,0.0,0.0,0.0
p10_HLVTS,0.25212098817809536,1.3185586118434793,0.0,0.0,0.0,0.0,0.0,0.0
p10_W,0.01894382308640047,5.590551554893356,0.056569791603205216,9.799240088169513e-08,0.012340172295510602,0.0,0.0,0.013782012378223341
p10_Y,1.520605419565025e-06,24.46376594022115,0.06656518988230326,0.0018574502442724574,0.058376860015078476,0.0,0.0,0.02535990002833084
p11_GAP,0.017678637068382453,5.71502887608898,0.24842292335074018,4.502714977743067e-05,0.009091975954371992,0.034482758620689655,1.5495627e-05,0.05841163614050382
p11_I,0.40278955645643344,0.7027450133846239,0.0,0.0,0.0,0.0,0.0,0.0
p11_L,1.2095457721724451e-32,200.59546847801624,0.03721307746990522,6.040859375568891e-07,0.14025775098968699,0.0,0.0,0.03549428650910595
p11_P,0.008559146761359606,7.040875600644472,0.12501024770628458,0.0004866325434221194,0.007708619768002435,0.0,0.0,0.026641100003541827
p11_QSMRK,0.3853057177216529,0.7567738680521822,0.0,0.0,0.0,0.0,0.0,0.0
p11_T,1.0272121877115226e-10,46.19647107605555,0.045507650306196995,0.00014209361185038084,0.015336072051518662,0.0,0.0,0.012197163193913207
p11_V,0.001430352527427807,10.433884961044143,0.1780778072178734,0.0020154365487571485,0.00344979722996818,0.1724137931034483,5.195336e-06,0.0711924058872381
p12_L,0.8674166694209361,0.02793560608917467,0.0,0.0,0.0,0.0,0.0,0.0
p12_MFAIQEN,0.7249892596514935,0.1240847323086597,0.0,0.0,0.0,0.0,0.0,0.0
p12_P,0.23713143369487094,1.405355725435969,0.0,0.0,0.0,0.0,0.0,0.0
p13_GAP,0.0001334198983544763,15.133062862256423,0.18306983429640214,0.0007570981667435454,0.022310374807041268,0.0,5.9551036e-05,0.041239371661141326
p13_I,0.0020325463465985377,9.755786520750531,0.08691788223108228,0.0016265604387349425,0.03067784479655894,0.0,3.1190782e-06,0.023845081308915442
p13_L,0.4052225607863318,0.6954960192428156,0.0,0.0,0.0,0.0,0.0,0.0
p13_M,0.0028328376768736404,9.119984426376881,0.21842267657847791,5.605989665956435e-05,0.01017522166018544,0.13793103448275862,4.929708e-05,0.07332685793949345
p13_QVDP,0.008699143439426894,7.01085867660573,0.09592089849825154,2.1018302722714058e-05,0.06464454472677077,0.0,0.0042167404,0.03296064038025341
p14_EDPILQ,3.5696471102683257e-06,22.642276242902106,0.35756103433626524,0.002786723668755906,0.0060684021944856234,0.0,0.0010559415,0.07349442033016954
p14_G,0.437175977140679,0.6059306839375029,0.0,0.0,0.0,0.0,0.0,0.0
p14_GAP,0.03356189369896421,4.575113420726114,0.10259192385086613,0.041699789580744724,0.00470216738712424,0.0,6.830804e-07,0.02979891277982156
p14_K,1.447863913813666e-17,86.77540312239387,0.023395425199362458,8.90620699901716e-05,0.0795705245224576,0.0,0.00017662348,0.020646327053998565
p14_N,0.019014871208969275,5.583820190118907,0.035465113069103174,0.04544347324426913,0.030978356303258344,0.0,2.8021834e-05,0.022382992890068905
p14_S,0.00030991749264794516,13.441104504168933,0.07735979660976154,0.006655614632070535,0.0029620695235389673,0.0,0.00010917559,0.017417331271315353
p14_T,2.1829582670588917e-10,44.41014434023393,0.21204782032030112,0.04302715920380811,0.038119035851446194,0.0,5.518797e-05,0.0586498406693424
p14_V,0.18353596201307265,1.7801488749790537,0.0,0.0,0.0,0.0,0.0,0.0
p15_N,0.013634788739359844,6.1858121605463845,0.10259192385086613,0.041699789580744724,0.00470216738712424,0.0,6.830804e-07,0.02979891277982156
p16_G,0.00012524544109136332,15.260909008505045,0.0512961494322116,0.0006387455632914509,0.003941397130765012,0.0,0.0,0.011175258425253612
p16_GAP,0.013634788739360495,6.1858121605463,0.10259192385086613,0.041699789580744724,0.00470216738712424,0.0,6.830804e-07,0.02979891277982156
p16_I,5.294546565325074e-20,102.75341811667028,0.05514409827021656,0.001089171209475074,0.2650804286254927,0.0,4.252867e-06,0.06426359019439723
p16_K,0.07336887314495918,3.237437366054075,0.0,0.0,0.0,0.0,0.0,0.0
p16_LQEVMYHN,0.8318775127091229,0.045177999981362404,0.0,0.0,0.0,0.0,0.0,0.0
p16_R,0.25268078270878114,1.3154408108025564,0.0,0.0,0.0,0.0,0.0,0.0
p16_S,1.3305992312761995e-11,51.10818564342764,0.08734836197477627,7.01837302636958e-05,0.13178860586261687,0.0,0.0,0.04384143031353137
p16_T,0.07155441295716711,3.279154868065068,0.0,0.0,0.0,0.0,0.0,0.0
p17_N,4.4143396741607664e-13,59.51770726306929,0.08734836197477627,7.01837302636958e-05,0.13178860586261687,0.0,0.0,0.04384143031353137
p17_S,1.5025123100978068e-33,208.679769153277,0.3953048476503655,0.009037269400839345,0.60156204677942,0.0,0.0002436919,0.20122957114655335
p17_T,1.8365571228000976e-06,24.059188982009974,0.2707792813479014,6.096976167767896e-05,0.00907618750980264,0.10344827586206896,8.843442e-05,0.07669062978009267
p18_G,0.00010580392687531247,15.602613109121181,0.018158915764460118,0.0029943018584694466,0.03785458667555822,0.034482758620689655,0.0,0.01869811258383549
p18_GAP,0.013634788739360495,6.1858121605463,0.10259192385086613,0.041699789580744724,0.00470216738712424,0.0,6.830804e-07,0.02979891277982156
p18_K,1.4318606764209196e-08,34.743884779836485,0.3813735013999065,0.00020253807930046717,0.009987968193195813,0.0,0.0025809428,0.07882899009825955
p18_N,0.0003684653156237712,13.096628548078309,0.09347932823867591,4.235946001881078e-05,0.00045277898335499236,0.0,0.0,0.01879489333640994
p18_S,1.532480857512626e-05,19.576643953476037,0.33197744306357896,0.11534608066354171,0.00759426691542693,0.0,0.00015915323,0.09101538877542209
p18_THQDIE,0.9616688750786158,0.002315074408346829,0.0,0.0,0.0,0.0,0.0,0.0
p18_V,0.0005857713815587555,12.17888899724833,0.2924300656696864,3.417645108332949e-05,0.03428296102660949,0.0,0.0,0.06534944062947584
p19_I,0.37508986077259143,0.789996724707362,0.0,0.0,0.0,0.0,0.0,0.0
p19_L,0.2936011101622653,1.1084240254194764,0.0,0.0,0.0,0.0,0.0,0.0
p19_T,4.4143396741607664e-13,59.51770726306929,0.08734836197477627,7.01837302636958e-05,0.13178860586261687,0.0,0.0,0.04384143031353137
p19_V,0.02941170502512602,4.807033985489967,0.014907651395090184,0.0001405576407143792,0.006642943203208201,0.4482758620689655,1.36947e-05,0.09399614180161586
p19_YPFG,0.0013739014949440602,10.511921418601638,0.08181836541132938,0.00016950298806584827,0.0036858624739068654,0.0,0.0,0.01713474617466042
p20_GAP,0.0002419069204733112,13.936069425342758,0.018158915764460118,0.0029943018584694466,0.03785458667555822,0.034482758620689655,0.0,0.01869811258383549
p20_V,0.0002334504890668921,14.00732511921879,0.018158915764460118,0.0029943018584694466,0.03785458667555822,0.034482758620689655,0.0,0.01869811258383549
p21_R,2.361777930240373e-22,118.98825401023053,0.07623035600817465,0.0005529012916518355,0.19688743834992306,0.0,8.015782e-07,0.05473429944559192
p22_G,0.0006054129706042346,12.113888682300736,0.1022537371156023,0.0005091747509873081,0.03732995843028457,0.0,5.621252e-07,0.02801868648441371
p22_GAP,0.25762590679887637,1.2882647570294028,0.0,0.0,0.0,0.0,0.0,0.0
p22_NT,0.7857293684535794,0.074092052538213,0.0,0.0,0.0,0.0,0.0,0.0
p22_S,0.4293906487053767,0.6268256715274633,0.0,0.0,0.0,0.0,0.0,0.0
p23_P,0.2818817530495689,1.16380145696026,0.0,0.0,0.0,0.0,0.0,0.0
p24_GAP,0.2818817530495587,1.1638014569602935,0.0,0.0,0.0,0.0,0.0,0.0
p24_W,1.4876351407844177e-25,142.46400144306074,0.03721307746990522,6.040859375568891e-07,0.14025775098968699,0.0,0.0,0.03549428650910595
p24_Y,0.1337036795894262,2.2659771247871365,0.0,0.0,0.0,0.0,0.0,0.0
