feature,p_value,score,lgbm,rf,BayesianRidge,xgb,gbc,mean
p1_E,0.0002146531447371652,13.788477291224664,0.0,0.0002652660089629513,0.016138961110897458,1.8356798e-06,1.051247880782893e-05,0.0032833150556872857
p1_GAP,2.1037143705839566e-18,79.30373387433058,0.12,0.003567490109174857,0.03872993470747542,4.3253105e-05,0.0013528989319607269,0.03273871537074313
p1_K,6.505989440435768e-34,157.5726172256596,0.04,0.0027240613751617964,0.09489046107603055,4.3470052e-05,0.0005857364008284743,0.02764874578087074
p1_R,4.83729567434684e-52,255.9300136700713,0.0,0.03204901379801545,0.026550802582072965,0.0,0.0005123860015870383,0.01182244047633509
p1_SVNMIPGQTFL,1.883497159112598e-06,22.95228722188044,0.13333333333333333,0.004147597479833172,0.0321658447979384,1.0740026e-05,1.4972910976193596e-05,0.033934497709530796
p2_GAP,0.8890022752194735,0.019487750573371557,0.0,0.0,0.0,0.0,0.0,0.0
p2_L,2.0268369237834712e-52,258.06040900216396,0.0,0.03204901379801545,0.026550802582072965,0.0,0.0005123860015870383,0.01182244047633509
p2_M,9.213303917702644e-74,384.0175355571756,0.04,0.057314324993492385,0.06307147964187242,6.654803e-06,0.01177217325120687,0.03443292653795452
p2_QVPRDKYSHAGT,0.007424451021427595,7.193476116652747,0.0,0.001573983414665384,0.005174452950393788,5.7430236e-05,0.004321368124380137,0.0022254469450391275
p2_W,7.587886902401262e-19,81.4632581667465,0.0,0.003934144002011108,0.009032661242527225,4.9488946e-05,9.063415697059727e-05,0.002621385669579388
p3_GAP,0.31532203210074594,1.0091554818456792,0.0,0.0,0.0,0.0,0.0,0.0
p3_MLDQGTPHYE,1.7388766313162245e-05,18.61695627150992,0.04,0.013734150148998116,0.10755297269252326,1.4288477e-05,7.110703052760205e-05,0.032274503669881695
p3_N,2.988965162004854e-28,128.37467861842106,0.0,0.00822882314603112,0.06774697221585592,1.126098e-05,0.027948369220500712,0.020787085112395666
p3_S,1.3735158343605257e-186,1269.8660071509694,0.013333333333333334,0.11244843957318404,0.04107872995595184,0.00013233091,0.002209515878956944,0.03384046993060189
p3_V,0.43230170624719133,0.6170766227717518,0.0,0.0,0.0,0.0,0.0,0.0
p4_E,2.1503287898499063e-47,229.9931316176493,0.2,0.0006336481212436942,0.07167710621581787,3.747728e-05,0.001423316438056112,0.05475430961081664
p4_G,1.1105961217890157e-23,105.33006891909203,0.09333333333333334,0.016171851685261966,0.01609246143387183,1.6495655e-05,0.0028892748418502014,0.025700683389776102
p4_GAP,0.9289435477940572,0.00795559614411389,0.0,0.0,0.0,0.0,0.0,0.0
p4_KDLVRMPQF,1.3553462434582067e-09,37.35734081771947,0.02666666666666667,0.017044384721878376,0.08690969828743149,2.9858702e-05,0.004401462866528412,0.02701041424889384
p4_S,0.08523858381378445,2.9673147291699866,0.0,0.0,0.0,0.0,0.0,0.0
p5_G,0.0004202622861262606,12.514768287312805,0.0,0.0011677619178310202,0.001951065857750782,7.775913e-05,2.960489396271039e-05,0.0006452383592539307
p5_GAP,2.2597749431977047e-184,1248.2142661507046,0.0,0.23561066364301333,0.0044658131095086755,1.6520502e-05,0.0005839867359550427,0.0481353967980871
p5_K,1.428039776516248e-09,37.25205577593305,0.0,0.00098356665201606,0.025946341930689548,0.00015064245,5.7644349905096575e-05,0.005427639075537765
p5_M,0.004135546452339018,8.257249548048742,0.0,0.0007382559844414528,0.01433170102876641,6.1384585e-06,0.0,0.0030152190943420506
p5_QSEDPHVNW,0.48001983667124404,0.49915186900235253,0.0,0.0,0.0,0.0,0.0,0.0
p5_R,2.8471859170744842e-55,274.2545289785414,0.08,0.005644953470851001,0.07750582519174448,6.853867e-05,0.0066737078334322564,0.03397860503309326
p5_T,1.5993808883796935e-27,124.67030436519873,0.0,0.00822882314603112,0.06774697221585592,1.126098e-05,0.027948369220500712,0.020787085112395666
p6_E,2.7847309456367618e-08,31.29460312733741,0.05333333333333334,0.019199209460008155,0.04638264302283874,7.39939e-05,0.00010137708401793309,0.023818111359778703
p6_GAP,5.488225437828477e-06,20.859782309391477,0.0,0.0016801881113134556,0.017686235742646137,0.0,1.0347908687583206e-06,0.00387349172896567
p6_H,1.3151937489907474e-40,193.01930932933175,0.013333333333333334,0.0004952318459808401,0.01460538619897496,1.5924556e-06,0.0005136663806211811,0.005789842042911355
p6_KSPGLA,0.008093903501531566,7.037704745707641,0.0,0.0016872783949209169,0.05326431775407312,0.0013178058,0.0003472502659858394,0.01132333045168153
p6_Q,5.73891710856569e-14,57.931084128110285,0.09333333333333334,0.0027289362109697065,0.023911425258722745,1.5467898e-05,0.000956122077117329,0.02418905695568169
p6_R,1.2556677716127925e-06,23.748489358124917,0.0,0.0019946693098637953,0.06571521575285065,2.656351e-06,0.008512153068220675,0.015244938896375754
p7_GAP,1.0222531587398674e-189,1300.7657619793229,0.0,0.0010316204345041156,0.010624765217132801,0.00013382483,1.2068403627740652e-06,0.0023582834635504433
p7_P,0.024852788232608506,5.047690061796748,0.0,0.01470299105674175,0.0166551009995444,0.0,6.33533233997807e-05,0.006284289075937187
p7_Q,1.006247836072292e-52,259.7778083391498,0.0,0.03204901379801545,0.026550802582072965,0.0,0.0005123860015870383,0.01182244047633509
p7_RHFAMSK,0.010566674098907668,6.558802512749717,0.013333333333333334,0.002507263720042338,0.039699557339622445,5.250044e-05,2.3137632088885686e-06,0.011118993719197135
p8_E,2.1701449572589823e-118,686.2160176954335,0.0,0.07592346665342505,0.001632944828246643,2.2007918e-05,0.0014479360114055654,0.01580527108226199
p8_GAP,4.0094781588352937e-11,44.48872214941403,0.0,0.004866020594481542,0.023585077679211433,0.00015112168,1.0126350090078276e-05,0.005722469261417078
p8_I,0.003358354355820072,8.63872670155483,0.013333333333333334,0.0001456869373011232,0.009432279383706516,2.4868057e-06,8.461889505757247e-05,0.004599681071013675
p8_K,0.0033465020295045133,8.645218248470858,0.0,0.0005550115104388657,0.05036927067780076,1.2863519e-05,0.010109388928500182,0.012209306927199872
p8_P,1.0038238235585287e-13,56.775084968767345,0.013333333333333334,0.00023928159805695082,0.029078022335095773,1.4061418e-05,0.00024413243694681194,0.008581766224360422
p8_QAGLHNFMV,2.1207788557578217e-08,31.838425512923237,0.05333333333333334,0.000992412590887092,0.02169554433934242,5.4510397e-06,3.623170727656923e-05,0.01521259460210177
p8_S,8.3175394252866e-45,215.77143596222027,0.0,0.0005746855214359487,0.040925137013599074,1.584087e-06,0.0003177667821979019,0.008363834680855515
p8_W,0.07300827601257123,3.2201060086050197,0.013333333333333334,0.0034005672505724714,0.012202985373229213,2.6382427e-06,0.00024987592845018483,0.005837880025652394
p9_E,1.495945549252918e-24,109.68431002536111,0.04,0.0012538297683561616,0.06923070697185722,1.2818705e-05,0.00012030335182917229,0.022123531759372036
p9_FPWHAGMT,0.6484930470918782,0.20791729294469063,0.0,0.0,0.0,0.0,0.0,0.0
p9_GAP,1.2440179964944811e-11,46.87464423290769,0.0,0.0008965152166821959,0.05883620404794045,0.0,2.332269115897407e-05,0.011951208391156324
p9_N,2.9752740275214266e-19,83.44991789130046,0.013333333333333334,0.004696726646720569,0.04327258790557391,4.6839327e-06,7.040114380454513e-05,0.012275546592432405
p9_S,3.75826664866219e-68,349.81705264922596,0.0,0.03204901379801545,0.026550802582072965,0.0,0.0005123860015870383,0.01182244047633509
p9_Y,0.004907113615961963,7.944906715908405,0.0,0.00015513303853586553,0.0351558097565032,9.187517e-06,0.00011806560563037516,0.0070876391835753795
p10_GAP,3.8376564937069006e-11,44.57788273475119,0.0,0.0008965152166821959,0.05883620404794045,0.0,2.332269115897407e-05,0.011951208391156324
p10_I,4.6545291063084e-53,261.6711876402827,0.0,0.03204901379801545,0.026550802582072965,0.0,0.0005123860015870383,0.01182244047633509
p10_LHVTAMY,0.0001441062119745637,14.547719605627478,0.0,0.0010030277391971086,0.020413414541079263,1.530698e-05,0.0001440759380657046,0.004315165039578169
p11_GAP,4.448277678571979e-11,44.27734793677059,0.0,0.0008965152166821959,0.05883620404794045,0.0,2.332269115897407e-05,0.011951208391156324
p11_HWTLV,1.2485905389764329e-06,23.759599162664465,0.06666666666666667,0.002463728139545005,0.01957467484889685,0.00020518858,4.512780972534789e-05,0.017791077209403906
p11_Y,1.3685567894559805e-52,259.0233084891973,0.0,0.001164851514072236,0.04964745748969256,5.0963313e-06,0.00032907003320507,0.010229295073649728
p12_I,0.030434694146745087,4.696469014318535,0.04,0.0018604001088109421,0.004205548644738727,1.6603157e-05,4.136469596101068e-05,0.009224783321269523
p12_L,2.938589916166275e-284,2449.3514890801393,0.0,0.41837654792989665,0.06409112532517304,0.21196511,0.00013962226129127776,0.13891448187892222
p12_T,3.8184984994549276e-64,325.87429298737555,0.0,0.03204901379801545,0.026550802582072965,0.0,0.0005123860015870383,0.01182244047633509
p12_V,1.7249902858554474e-21,94.44678265084067,0.013333333333333334,0.0032266777962234555,0.08559881847714888,1.2918987e-05,0.0012797284469686615,0.020690295408057453
p13_P,2.5182647950269508e-18,78.92330135809175,0.0,0.12543231056026022,0.01176008921994552,0.0,3.9693552816822986e-05,0.02744641866660451
p14_GAP,4.431894145435595e-22,97.36747423752114,0.06666666666666667,0.00150938885213279,0.04127058638897185,3.871422e-05,0.00017440849409540936,0.021931952924546097
p14_I,0.0006654933467225514,11.648495426787964,0.013333333333333334,0.0050229477422472505,0.03651746599044212,4.79599e-06,0.0,0.01097570861124607
p14_L,0.0027252652389745204,9.022965711410196,0.04,0.00035250940576073765,0.040860311434560516,4.4840502e-07,7.370439713158394e-06,0.016244127937010484
p14_M,3.378372448161388e-15,63.81004307601787,0.05333333333333334,0.0006303582656252881,0.009385108373009104,0.00021346049,2.4323761287705052e-06,0.012712938567105295
p14_VNS,0.42491155242302414,0.6371561151402965,0.0,0.0,0.0,0.0,0.0,0.0
p15_GAP,5.5227512148876965e-53,261.25092506295806,0.02666666666666667,0.010549762373246159,0.04921059922967285,0.0,1.1349969136336419e-05,0.017287675647744402
p15_TVILAHSQ,0.01785843312804207,5.626558469528144,0.013333333333333334,0.0002065987474513719,0.007831506970882219,0.0,0.0,0.004274287810333385
p15_Y,1.7407921009188365e-55,275.4753770574976,0.0,0.03204901379801545,0.026550802582072965,0.0,0.0005123860015870383,0.01182244047633509
