,R2,MAE,MSE,RMSE,MAPE
et,0.9488260406818922,9.038470590955807,186.99098034230275,13.624570592101481,0.020542822630990342
rf,0.9466515148120103,9.466362046933883,194.616003251959,13.912377674530623,0.021504887454373768
gbr,0.9387909995177312,10.951591033061776,224.29332529754038,14.950302270564018,0.024681344953226457
lgbm,0.9378651047863968,10.104771682333462,226.60345180351652,15.027679269545416,0.022883029660864373
xgb,0.9364044368267059,10.501732026108325,231.79644932283205,15.166506427838641,0.023748687145063625
Adaboost,0.9231696781477066,13.359866190532284,282.3899037327067,16.77533485499837,0.030329977747938126
BayesianRidge,0.9222719669342041,13.01041179236438,284.8479033348371,16.87059037537859,0.02915498637672902
lr,0.9222664296627044,13.009244691028707,284.8497235159815,16.87070647233948,0.029149755041624925
HubR,0.9189965278025412,12.700973241590797,296.19044947821965,17.195993353471632,0.028118913094248847
dt,0.9025537893462813,11.586711716341213,353.8352560066233,18.689792634125265,0.026059956483357877
LassoLars,0.8897714853286743,15.485481200628223,407.3955926877159,20.131364987417125,0.03515402159949458
Lasso,0.8897714793682099,15.485482250708918,407.39565644330537,20.13136659764125,0.0351540243911695
