,R2,MAE,MSE,RMSE,MAPE
et,0.8817027271361122,11.911832882882882,348.1621272827328,18.461437144494223,0.02619722401991667
lgbm,0.8707360499450314,13.222461710203927,374.9229258173696,19.143427416852642,0.028861012697727128
gbr,0.8629765229019579,13.30176768928403,405.8057280587191,19.863054440881623,0.02898603288348084
xgb,0.8606386542320251,13.273974371099616,414.8061907233062,19.927120236222756,0.028969737933494766
rf,0.859459431191322,13.300201426426426,418.4125046551802,20.242909388458585,0.02927276326568697
Adaboost,0.8108636564724068,18.13429144871646,555.3572986874498,23.41203527848462,0.03900227489464443
BayesianRidge,0.7809107303619385,17.364259001585815,652.9244728167423,25.26763337452122,0.03879973093904836
lr,0.7798944473266601,17.419108029385583,655.608206426464,25.32713769344722,0.038906887546173816
HubR,0.7772747687944983,17.055158065519045,665.3720088338725,25.37935464752818,0.03815185762877256
dt,0.74622377364062,16.019241741741745,747.81468993994,26.31354129451568,0.03495255802630607
LassoLars,0.7347430229187012,19.477178822651997,801.8975333935293,27.765223993395438,0.0437654871518123
Lasso,0.7347429513931274,19.477179264836128,801.8976894443176,27.765226267458775,0.04376548810477512
